2343,r???b402.7344,748.7632
80393586,2.2435,3789.0625,8500.5889
80393625,2.2435,3769.5313,8456.7715
80393664,2.1907,3813.4766,8354.0576
80393702,2.3226,3754.8828,8721.2227
80393741,2.2435,3798.8281,8522.4980
80393779,2.2435,3759.7656,8434.8633
80393818,2.2435,3779.2969,8478.6807
80393856,2.2435,3774.4141,8467.7256
80393894,2.2698,3779.2969,8578.4287
80393933,2.2435,3779.2969,8478.6807
80393971,2.2698,3769.5313,8556.2627
80394010,2.3490,3759.7656,8831.7979
80394048,2.3490,3750.0000,8808.8584
80394087,2.4018,3784.1797,9088.9033
80394126,2.3226,3750.0000,8709.8818
80394164,2.4018,3793.9453,9112.3584
80394203,2.3226,3745.1172,8698.5410
80394241,2.3490,3798.8281,8923.5566
80394279,2.2962,3779.2969,8678.1787
80394317,2.2171,3784.1797,8389.7568
80394356,2.2171,3774.4141,8368.1055
80394395,2.3226,3793.9453,8811.9512
80394433,2.3226,3774.4141,8766.5869
80394472,2.4018,3769.5313,9053.7197
80394510,2.3754,3779.2969,8977.4258
80394549,2.2962,3759.7656,8633.3301
80394587,2.2698,3793.9453,8611.6787
80394626,2.2435,3754.8828,8423.9082
80394664,2.2698,3803.7109,8633.8447
80394702,2.4282,3769.5313,9153.2119
80394741,2.2698,3789.0625,8600.5957
80394779,2.2698,3774.4141,8567.3457
80394818,2.2698,3774.4141,8567.3457
80394857,2.2171,3789.0625,8400.5820
80394895,2.2698,3740.2344,8489.7627
80394934,2.4018,3779.2969,9077.1748
80394972,2.3226,3745.1172,8698.5410
80395011,2.3226,3784.1797,8789.2686
80395048,2.2698,3759.7656,8534.0957
80395087,2.3226,3789.0625,8800.6094
80395126,2.2435,3769.5313,8456.7715
80395164,2.2435,3779.2969,8478.6807
80395203,2.2698,3779.2969,8578.4287
80395241,2.2435,3774.4141,8467.7256
80395280,2.3226,3789.0625,8800.6094
80395318,2.2698,3750.0000,8511.9297
80395357,2.4282,3793.9453,9212.4941
80395396,2.2435,3764.6484,8445.8174
80395433,2.2435,3774.4141,8467.7256
80395472,2.2435,3779.2969,8478.6807
80395510,2.1907,3774.4141,8268.4854
80395549,2.2171,3789.0625,8400.5820
80395587,2.3754,3769.5313,8954.2285
80395626,2.1907,3789.0625,8300.5752
80395665,2.2435,3750.0000,8412.9541
80395703,2.2698,3793.9453,8611.6787
80395742,2.3226,3764.6484,8743.9053
80395780,2.3226,3754.8828,8721.2227
80395819,2.2435,3784.1797,8489.6348
80395857,2.2435,3774.4141,8467.7256
80395895,2.2698,3779.2969,8578.4287
80395934,2.3226,3745.1172,8698.5410
80395972,2.4282,3784.1797,9188.7813
80396011,2.4018,3750.0000,9006.8096
80396049,2.2962,3784.1797,8689.3906
80396088,2.3226,3769.5313,8755.2461
80396127,2.4018,3808.5938,9147.5410
80396165,2.2171,3779.2969,8378.9307
80396204,2.3226,3784.1797,8789.2686
80396241,2.2435,3784.1797,8489.6348
80396280,2.2171,3769.5313,8357.2803
80396318,2.3226,3798.8281,8823.2920
80396357,2.2962,3740.2344,8588.4814
80396396,2.2171,3798.8281,8422.2334
80396434,2.3226,3754.8828,8721.2227
80396473,2.2962,3774.4141,8666.9658
80396511,2.3490,3769.5313,8854.7373
80396550,2.3754,3779.2969,8977.4258
80396589,2.2962,3793.9453,8711.8145
80396626,2.3226,3764.6484,8743.9053
80396665,2.3226,3784.1797,8789.2686
80396703,2.3490,3740.2344,8785.9180
80396742,2.3490,3784.1797,8889.1475
80396780,2.3490,3740.2344,8785.9180
80396819,2.3226,3784.1797,8789.2686
80396858,2.4546,3759.7656,9228.7314
80396896,2.2435,3784.1797,8489.6348
80396935,2.2435,3764.6484,8445.8174
80396973,2.3226,3784.1797,8789.2686
80397011,2.0851,3774.4141,7870.0044
80397049,2.1379,3789.0625,8100.5610
80397088,2.1907,3808.5938,8343.3613
80397127,2.1643,3754.8828,8126.5942
80397165,2.1907,3798.8281,8321.9678
80397204,2.1907,3754.8828,8225.6982
80397242,2.3226,3789.0625,8800.6094
80397281,2.4282,3759.7656,9129.4990
80397320,2.4546,3764.6484,9240.7168
80397358,2.3754,3759.7656,8931.0313
80397396,2.3754,3769.5313,8954.2285
80397434,2.4018,3759.7656,9030.2646
80397473,2.3754,3769.5313,8954.2285
80397511,2.3754,3779.2969,8977.4258
80397550,2.2698,3769.5313,8556.2627
80397589,2.2698,3798.8281,8622.7617
80397627,2.2435,3759.7656,8434.8633
80397666,2.1907,3798.8281,8321.9678
80397704,2.3226,3774.4141,8766.5869
80397743,2.2698,3784.1797,8589.5117
80397780,2.2435,3759.7656,8434.8633
80397819,2.2698,3769.5313,8556.2627
80397858,2.2698,3779.2969,8578.4287
80397896,2.3490,3745.1172,8797.3887
80397935,2.3226,3779.2969,8777.9277
80397973,2.3226,3750.0000,8709.8818
80398012,2.3754,3779.2969,8977.4258
80398050,2.4546,3759.7656,9228.7314
80398089,2.4810,3774.4141,9364.3086
80398128,2.3226,3759.7656,8732.5635
80398166,2.3754,3779.2969,8977.4258
80398204,2.3226,3779.2969,8777.9277
80398242,2.4018,3774.4141,9065.4473
80398281,2.2962,3784.1797,8689.3906
80398320,2.2962,3750.0000,8610.9053
80398358,2.1907,3793.9453,8311.2715
80398397,2.3490,3759.7656,8831.7979
80398435,2.2171,3793.9453,8411.4072
80398474,2.2171,3769.5313,8357.2803
80398512,2.4018,3793.9453,9112.3584
80398551,2.2962,3764.6484,8644.5420
80398589,2.2698,3769.5313,8556.2627
80398627,2.3226,3774.4141,8766.5869
80398666,2.3226,3764.6484,8743.9053
80398704,2.4018,3789.0625,9100.6309
80398743,2.4546,3750.0000,9204.7607
80398781,2.3226,3784.1797,8789.2686
80398820,2.2962,3759.7656,8633.3301
80398859,2.2962,3784.1797,8689.3906
80398897,2.4018,3774.4141,9065.4473
80398936,2.2962,3789.0625,8700.6025
80398973,2.2435,3789.0625,8500.5889
80399012,2.1643,3769.5313,8158.2974
80399051,2.1643,3803.7109,8232.2715
80399089,2.1643,3769.5313,8158.2974
80399128,2.0587,3808.5938,7840.7495
80399166,2.1115,3774.4141,7969.6240
80399205,2.2435,3784.1797,8489.6348
80399243,2.3490,3774.4141,8866.2070
80399282,2.2698,3779.2969,8578.4287
80399321,2.2435,3779.2969,8478.6807
80399358,2.2962,3745.1172,8599.6934
80399397,2.3754,3784.1797,8989.0244
80399435,2.4018,3745.1172,8995.0820
80399474,2.4282,3779.2969,9176.9248
80399512,2.3490,3745.1172,8797.3887
80399551,2.3226,3784.1797,8789.2686
80399590,2.3754,3759.7656,8931.0313
80399628,2.2698,3793.9453,8611.6787
80399667,2.2435,3798.8281,8522.4980
80399705,2.2171,3779.2969,8378.9307
80399744,2.1643,3793.9453,8211.1357
80399782,2.1379,3779.2969,8079.6836
80399820,2.1115,3813.4766,8052.1040
80399859,2.1115,3774.4141,7969.6240
80399897,2.2171,3798.8281,8422.2334
80399936,2.2171,3779.2969,8378.9307
80399974,2.2698,3784.1797,8589.5117
80400013,2.4018,3784.1797,9088.9033
80400052,2.3490,3764.6484,8843.2676
80400090,2.4282,3779.2969,9176.9248
80400129,2.3226,3740.2344,8687.2002
80400166,2.4282,3774.4141,9165.0684
80400205,2.3226,3735.3516,8675.8594
80400243,2.2962,3798.8281,8723.0273
80400282,2.2698,3759.7656,8534.0957
80400321,2.2171,3779.2969,8378.9307
80400359,2.2435,3779.2969,8478.6807
80400398,2.2171,3789.0625,8400.5820
80400436,2.1907,3798.8281,8321.9678
80400475,2.3226,3764.6484,8743.9053
80400513,2.2698,3798.8281,8622.7617
80400551,2.2962,3735.3516,8577.2695
80400590,2.4018,3789.0625,9100.6309
80400628,2.2435,3774.4141,8467.7256
80400667,2.2962,3784.1797,8689.3906
80400705,2.2962,3789.0625,8700.6025
80400744,2.2698,3779.2969,8578.4287
80400783,2.2698,3789.0625,8600.5957
80400821,2.2698,3750.0000,8511.9297
80400860,2.3754,3769.5313,8954.2285
80400898,2.1907,3754.8828,8225.6982
80400936,2.2962,3774.4141,8666.9658
80400974,2.2962,3759.7656,8633.3301
80401013,2.2435,3784.1797,8489.6348
80401052,2.2171,3764.6484,8346.4541
80401090,2.2435,3784.1797,8489.6348
80401129,2.2435,3789.0625,8500.5889
80401167,2.2171,3769.5313,8357.2803
80401206,2.2698,3798.8281,8622.7617
80401244,2.2698,3764.6484,8545.1797
80401283,2.4282,3793.9453,9212.4941
80401321,2.3490,3764.6484,8843.2676
80401359,2.3754,3769.5313,8954.2285
80401398,2.4282,3764.6484,9141.3555
80401436,2.4282,3750.0000,9105.7861
80401475,2.4546,3769.5313,9252.7021
80401514,2.5074,3740.2344,9378.2275
80401552,2.4018,3769.5313,9053.7197
80401591,2.4282,3745.1172,9093.9297
80401629,2.3490,3764.6484,8843.2676
80401668,2.4018,3745.1172,8995.0820
80401705,2.3490,3769.5313,8854.7373
80401744,2.3754,3745.1172,8896.2344
80401783,2.3226,3798.8281,8823.2920
80401821,2.1907,3789.0625,8300.5752
80401860,2.2698,3798.8281,8622.7617
80401898,2.1115,3798.8281,8021.1738
80401937,2.2435,3774.4141,8467.7256
80401975,2.1379,3784.1797,8090.1226
80402014,2.2435,3769.5313,8456.7715
80402053,2.1907,3793.9453,8311.2715
80402091,2.3490,3759.7656,8831.7979
80402129,2.3754,3779.2969,8977.4258
80402167,2.4282,3750.0000,9105.7861
80402206,2.4282,3764.6484,9141.3555
80402245,2.4810,3764.6484,9340.0801
80402283,2.5074,3769.5313,9451.6855
80402322,2.4282,3759.7656,9129.4990
80402360,2.3754,3764.6484,8942.6299
80402399,2.4282,3764.6484,9141.3555
80402437,2.4546,3735.3516,9168.8047
80402476,2.3226,3779.2969,8777.9277
80402514,2.1907,3754.8828,8225.6982
80402552,2.2698,3798.8281,8622.7617
80402591,2.2698,3774.4141,8567.3457
80402629,2.3226,3784.1797,8789.2686
80402668,2.1907,3784.1797,8289.8779
80402706,2.1379,3784.1797,8090.1226
80402745,2.1643,3779.2969,8179.4331
80402784,2.1643,3774.4141,8168.8652
80402822,2.1643,3808.5938,8242.8398
80402861,2.2171,3764.6484,8346.4541
80402898,2.1379,3813.4766,8152.7554
80402937,2.2698,3774.4141,8567.3457
80402975,2.2698,3789.0625,8600.5957
80403014,2.3490,3779.2969,8877.6777
80403053,2.4546,3764.6484,9240.7168
80403091,2.4018,3779.2969,9077.1748
80403130,2.2962,3754.8828,8622.1182
80403168,2.3754,3745.1172,8896.2344
80403207,2.4282,3754.8828,9117.6426
80403246,2.2962,3789.0625,8700.6025
80403283,2.2962,3764.6484,8644.5420
80403322,2.3226,3774.4141,8766.5869
80403360,2.3490,3774.4141,8866.2070
80403399,2.3490,3759.7656,8831.7979
80403437,2.2435,3789.0625,8500.5889
80403476,2.2171,3754.8828,8324.8037
80403515,2.2698,3793.9453,8611.6787
80403553,2.2435,3774.4141,8467.7256
80403592,2.2171,3798.8281,8422.2334
80403630,2.2698,3784.1797,8589.5117
80403668,2.2698,3769.5313,8556.2627
80403706,2.2435,3798.8281,8522.4980
80403745,2.2435,3759.7656,8434.8633
80403784,2.3490,3789.0625,8900.6172
80403822,2.2962,3764.6484,8644.5420
80403861,2.2435,3784.1797,8489.6348
80403899,2.2698,3774.4141,8567.3457
80403938,2.2962,3784.1797,8689.3906
80403977,2.2435,3789.0625,8500.5889
80404015,2.2698,3769.5313,8556.2627
80404054,2.1907,3798.8281,8321.9678
80404091,2.2435,3759.7656,8434.8633
80404130,2.3754,3793.9453,9012.2217
80404168,2.2698,3774.4141,8567.3457
80404207,2.3226,3784.1797,8789.2686
80404246,2.2962,3774.4141,8666.9658
80404284,2.3490,3764.6484,8843.2676
80404323,2.2435,3789.0625,8500.5889
80404361,2.3490,3759.7656,8831.7979
80404400,2.3226,3779.2969,8777.9277
80404438,2.2698,3754.8828,8523.0127
80404476,2.3754,3789.0625,9000.6230
80404515,2.2698,3774.4141,8567.3457
80404553,2.2435,3764.6484,8445.8174
80404592,2.1643,3793.9453,8211.1357
80404630,2.1643,3759.7656,8137.1621
80404669,2.3226,3798.8281,8823.2920
80404708,2.2435,3764.6484,8445.8174
80404746,2.2171,3784.1797,8389.7568
80404785,2.4018,3769.5313,9053.7197
80404823,2.3490,3764.6484,8843.2676
80404861,2.2962,3779.2969,8678.1787
80404899,2.3226,3750.0000,8709.8818
80404938,2.2962,3789.0625,8700.6025
80404977,2.3226,3754.8828,8721.2227
80405015,2.3226,3784.1797,8789.2686
80405054,2.3754,3750.0000,8907.8330
80405092,2.3490,3774.4141,8866.2070
80405131,2.3490,3779.2969,8877.6777
80405169,2.2962,3759.7656,8633.3301
80405208,2.2435,3803.7109,8533.4521
80405246,2.2171,3764.6484,8346.4541
80405284,2.1643,3789.0625,8200.5684
80405323,2.1643,3779.2969,8179.4331
80405361,2.2698,3789.0625,8600.5957
80405400,2.1379,3798.8281,8121.4390
80405438,2.2171,3764.6484,8346.4541
80405477,2.4282,3784.1797,9188.7813
80405516,2.3490,3740.2344,8785.9180
80405554,2.1643,3789.0625,8200.5684
80405593,2.4810,3764.6484,9340.0801
80405630,2.3754,3745.1172,8896.2344
80405669,2.3490,3769.5313,8854.7373
80405708,2.3490,3764.6484,8843.2676
80405746,2.3226,3779.2969,8777.9277
80405785,2.2962,3754.8828,8622.1182
80405823,2.2171,3774.4141,8368.1055
80405862,2.1907,3754.8828,8225.6982
80405900,2.2171,3793.9453,8411.4072
80405939,2.2698,3769.5313,8556.2627
80405978,2.2698,3774.4141,8567.3457
80406016,2.1643,3784.1797,8190.0005
80406054,2.2698,3769.5313,8556.2627
80406092,2.2435,3793.9453,8511.5439
80406131,2.2698,3759.7656,8534.0957
80406169,2.3226,3798.8281,8823.2920
80406208,2.2435,3745.1172,8402.0000
80406247,2.3754,3789.0625,9000.6230
80406285,2.4018,3774.4141,9065.4473
80406324,2.3754,3764.6484,8942.6299
80406362,2.4282,3759.7656,9129.4990
80406401,2.4018,3759.7656,9030.2646
80406439,2.3490,3779.2969,8877.6777
80406477,2.4018,3745.1172,8995.0820
80406516,2.3226,3769.5313,8755.2461
80406554,2.3226,3764.6484,8743.9053
80406593,2.2698,3798.8281,8622.7617
80406631,2.1907,3774.4141,8268.4854
80406670,2.2171,3784.1797,8389.7568
80406709,2.2435,3793.9453,8511.5439
80406747,2.2435,3759.7656,8434.8633
80406786,2.2698,3789.0625,8600.5957
80406823,2.2435,3754.8828,8423.9082
80406862,2.2698,3784.1797,8589.5117
80406900,2.3754,3764.6484,8942.6299
80406939,2.4282,3769.5313,9153.2119
80406978,2.4282,3764.6484,9141.3555
80407016,2.4018,3754.8828,9018.5371
80407055,2.4546,3779.2969,9276.6729
80407093,2.3490,3735.3516,8774.4482
80407132,2.3490,3784.1797,8889.1475
80407171,2.3490,3754.8828,8820.3281
80407208,2.3754,3789.0625,9000.6230
80407247,2.2171,3774.4141,8368.1055
80407285,2.1907,3779.2969,8279.1816
80407324,2.2962,3789.0625,8700.6025
80407362,2.2962,3764.6484,8644.5420
80407401,2.2171,3793.9453,8411.4072
80407440,2.2435,3750.0000,8412.9541
80407478,2.3490,3779.2969,8877.6777
80407517,2.4018,3784.1797,9088.9033
80407555,2.2962,3764.6484,8644.5420
80407593,2.3754,3789.0625,9000.6230
80407631,2.3226,3750.0000,8709.8818
80407670,2.2435,3789.0625,8500.5889
80407709,2.2435,3769.5313,8456.7715
80407747,2.2435,3784.1797,8489.6348
80407786,2.3226,3779.2969,8777.9277
80407824,2.2962,3764.6484,8644.5420
80407863,2.5074,3779.2969,9476.1719
80407901,2.2435,3754.8828,8423.9082
80407940,2.2435,3798.8281,8522.4980
80407979,2.1907,3764.6484,8247.0918
80408016,2.1643,3808.5938,8242.8398
80408055,2.1643,3789.0625,8200.5684
80408093,2.2698,3774.4141,8567.3457
80408132,2.2435,3789.0625,8500.5889
80408171,2.2962,3750.0000,8610.9053
80408209,2.2698,3808.5938,8644.9287
80408248,2.3754,3769.5313,8954.2285
80408286,2.3490,3789.0625,8900.6172
80408325,2.2962,3759.7656,8633.3301
80408363,2.4018,3769.5313,9053.7197
80408401,2.2435,3779.2969,8478.6807
80408440,2.3490,3759.7656,8831.7979
80408478,2.3226,3789.0625,8800.6094
80408517,2.4282,3745.1172,9093.9297
80408555,2.3490,3784.1797,8889.1475
80408594,2.3754,3754.8828,8919.4326
80408632,2.4018,3774.4141,9065.4473
80408671,2.3754,3764.6484,8942.6299
80408710,2.4018,3740.2344,8983.3545
80408748,2.3490,3789.0625,8900.6172
80408786,2.1379,3774.4141,8069.2446
80408824,2.2171,3818.3594,8465.5352
80408863,2.1907,3784.1797,8289.8779
80408902,2.0851,3789.0625,7900.5479
80408940,2.2171,3779.2969,8378.9307
80408979,2.1379,3793.9453,8111.0000
80409017,2.2435,3789.0625,8500.5889
80409056,2.2698,3759.7656,8534.0957
80409094,2.3490,3784.1797,8889.1475
80409133,2.4282,3730.4688,9058.3594
80409171,2.4018,3764.6484,9041.9922
80409209,2.3754,3759.7656,8931.0313
80409248,2.3490,3764.6484,8843.2676
80409286,2.2962,3764.6484,8644.5420
80409325,2.3754,3769.5313,8954.2285
80409363,2.2171,3784.1797,8389.7568
80409402,2.1907,3774.4141,8268.4854
80409441,2.4810,3754.8828,9315.8516
80409479,2.4810,3730.4688,9255.2803
80409518,2.5866,3764.6484,9737.5303
80409555,2.2435,3764.6484,8445.8174
80409594,2.0851,3793.9453,7910.7290
80409633,2.1907,3784.1797,8289.8779
80409671,1.9531,3813.4766,7448.1963
80409710,1.9795,3798.8281,7519.8506
80409748,2.1115,3784.1797,7990.2441
80409787,2.0323,3823.2422,7769.9971
80409825,2.0059,3789.0625,7600.5264
80409864,2.0587,3813.4766,7850.8018
80409903,2.0323,3793.9453,7710.4565
80409940,2.0587,3789.0625,7800.5405
80409979,2.1643,3808.5938,8242.8398
80410017,2.0059,3789.0625,7600.5264
80410056,2.0587,3828.1250,7880.9585
80410094,2.0587,3779.2969,7780.4360
80410133,2.0323,3823.2422,7769.9971
80410172,2.1115,3798.8281,8021.1738
80410210,1.9795,3818.3594,7558.5132
80410249,1.6364,3862.3047,6320.2832
80410287,1.5308,3847.6563,5890.0991
80410326,1.7156,3872.0703,6642.8569
80410363,1.6100,3842.7734,6186.8979
80410402,1.6100,3872.0703,6234.0659
80410441,1.5572,3847.6563,5991.6523
80410479,1.4253,3881.8359,5532.5996
80410518,1.3461,3896.4844,5244.9512
80410556,1.2669,3881.8359,4917.8662
80410595,1.2405,3916.0156,4857.8105
80410634,1.2669,3891.6016,4930.2383
80410672,0.2111,4018.5547,848.5124
80410710,0.2639,4023.4375,1061.9292
80410747,0.2111,4018.5547,848.5124
80410785,0.1848,4033.2031,745.1547
80410822,0.1848,4028.3203,744.2526
80410860,0.2375,4028.3203,956.8962
80410898,0.2375,4028.3203,956.8962
80410935,0.2111,4028.3203,850.5744
80410973,0.1848,4033.2031,745.1547
80411010,0.1848,4023.4375,743.3505
80411047,0.2375,4028.3203,956.8962
80411084,0.2111,4023.4375,849.5434
80411122,0.2375,4028.3203,956.8962
80411159,0.1848,4028.3203,744.2526
80411197,0.2111,4023.4375,849.5434
80411235,0.2111,4028.3203,850.5744
80411272,0.1320,4018.5547,530.3203
80411310,0.1584,4028.3203,637.9308
80411346,0.1848,4023.4375,743.3505
80411384,0.2111,4023.4375,849.5434
80411421,0.1848,4018.5547,742.4484
80411459,0.2111,4028.3203,850.5744
80411497,0.3431,4023.4375,1380.5081
80411535,0.2111,4033.2031,851.6054
80411573,0.2375,4018.5547,954.5764
80411610,0.2111,4028.3203,850.5744
80411648,0.1848,4008.7891,740.6441
80411684,0.1584,4028.3203,637.9308
80411722,0.1320,4023.4375,530.9646
80411759,0.1584,4023.4375,637.1575
80411797,0.2111,4023.4375,849.5434
80411835,0.1584,4028.3203,637.9308
80411872,0.2111,4023.4375,849.5434
80411910,0.1848,4033.2031,745.1547
80411947,0.1848,4028.3203,744.2526
80411984,0.2111,4033.2031,851.6054
80412021,0.1584,4028.3203,637.9308
80412059,0.1584,4033.2031,638.7040
80412097,0.1848,4028.3203,744.2526
80412134,0.1848,4028.3203,744.2526
80412172,0.2375,4028.3203,956.8962
80412209,0.2375,4028.3203,956.8962
80412247,0.1584,4033.2031,638.7040
80412283,0.1320,4033.2031,532.2534
80412321,0.2639,4028.3203,1063.2180
80412359,0.2111,4033.2031,851.6054
80412397,0.2111,4028.3203,850.5744
80412435,0.1848,4028.3203,744.2526
80412472,0.1584,4038.0859,639.4772
80412510,0.1848,4033.2031,745.1547
80412547,0.1584,4033.2031,638.7040
80412584,0.1584,4023.4375,637.1575
80412621,0.1848,4033.2031,745.1547
80412659,0.2111,4023.4375,849.5434
80412697,0.2111,4028.3203,850.5744
80412734,0.2111,4033.2031,851.6054
80412772,0.2111,4033.2031,851.6054
80412809,0.1848,4033.2031,745.1547
80412847,0.2375,4033.2031,958.0560
80412883,0.1584,4023.4375,637.1575
80412921,0.2111,4028.3203,850.5744
80412958,0.1848,4038.0859,746.0569
80412996,0.2375,4028.3203,956.8962
80413034,0.1848,4033.2031,745.1547
80413071,0.1848,4028.3203,744.2526
80413109,0.1848,4028.3203,744.2526
80413146,0.1584,4028.3203,637.9308
80413184,0.1584,4028.3203,637.9308
80413220,0.1848,4033.2031,745.1547
80413258,0.2111,4028.3203,850.5744
80413296,0.1848,4033.2031,745.1547
80413333,0.1848,4033.2031,745.1547
80413371,0.1848,4033.2031,745.1547
80413408,0.1848,4028.3203,744.2526
80413446,0.1848,4033.2031,745.1547
80413483,0.2111,4033.2031,851.6054
80413520,0.2111,4028.3203,850.5744
80413557,0.1848,4033.2031,745.1547
80413595,0.1848,4028.3203,744.2526
80413633,0.2111,4033.2031,851.6054
80413670,0.2111,4033.2031,851.6054
80413708,0.2375,4038.0859,959.2159
80413745,0.1848,4033.2031,745.1547
80413783,0.2111,4038.0859,852.6364
80413819,0.1848,4033.2031,745.1547
80413857,0.1848,4028.3203,744.2526
80413895,0.1848,4033.2031,745.1547
80413932,0.1848,4023.4375,743.3505
80413970,0.1848,4033.2031,745.1547
80414007,0.1848,4033.2031,745.1547
80414045,0.1584,4033.2031,638.7040
80414082,0.1848,4038.0859,746.0569
80414119,0.1584,4038.0859,639.4772
80414156,0.1848,4033.2031,745.1547
80414194,0.1848,4033.2031,745.1547
80414232,0.2111,4038.0859,852.6364
80414269,0.2111,4033.2031,851.6054
80414307,0.2111,4038.0859,852.6364
80414344,0.1848,4042.9688,746.9590
