9172196,0i???01.5547,1272.7686
289224644,2.4282,3706.0547,8999.0771
289224684,2.5074,3710.9375,9304.7686
289224723,2.5338,3666.9922,9291.3652
289224763,2.5602,3696.2891,9463.1553
289224802,2.4810,3676.7578,9122.0234
289224842,2.4282,3701.1719,8987.2207
289224881,2.2962,3696.2891,8487.5723
289224921,2.3226,3706.0547,8607.8125
289224961,2.4546,3715.8203,9120.8633
289224999,2.4282,3662.1094,8892.3691
289225039,2.3754,3710.9375,8815.0439
289225078,2.3226,3696.2891,8585.1309
289225118,2.4810,3701.1719,9182.5947
289225158,2.1907,3715.8203,8140.1255
289225197,2.2962,3735.3516,8577.2695
289225237,2.2698,3730.4688,8467.5967
289225276,2.4810,3710.9375,9206.8232
289225316,2.4810,3671.8750,9109.9092
289225356,2.2698,3730.4688,8467.5967
289225395,2.2962,3696.2891,8487.5723
289225435,2.3226,3706.0547,8607.8125
289225474,2.5338,3681.6406,9328.4805
289225513,2.4018,3706.0547,8901.2607
289225553,2.3226,3715.8203,8630.4951
289225592,2.4282,3701.1719,8987.2207
289225632,2.4282,3715.8203,9022.7900
289225671,2.4810,3691.4063,9158.3662
289225711,2.5602,3691.4063,9450.6543
289225751,2.5074,3691.4063,9255.7959
289225790,2.5602,3686.5234,9438.1533
289225830,2.6658,3681.6406,9814.3398
289225869,2.5866,3671.8750,9497.5654
289225909,2.5074,3691.4063,9255.7959
289225949,2.3754,3681.6406,8745.4512
289225988,2.5074,3681.6406,9231.3096
289226028,2.4810,3686.5234,9146.2520
289226066,2.2435,3715.8203,8336.2734
289226106,2.1907,3735.3516,8182.9121
289226145,2.2962,3720.7031,8543.6328
289226185,2.2698,3725.5859,8456.5137
289226225,2.2435,3730.4688,8369.1367
289226264,2.2435,3750.0000,8412.9541
289226304,2.4018,3720.7031,8936.4443
289226343,2.5602,3632.8125,9300.6445
289226383,2.5338,3671.8750,9303.7373
289226423,2.5074,3701.1719,9280.2822
289226462,2.5602,3671.8750,9400.6514
289226502,2.5866,3671.8750,9497.5654
289226541,2.4546,3696.2891,9072.9219
289226580,2.3490,3701.1719,8694.1592
289226620,2.2435,3745.1172,8402.0000
289226659,2.4282,3696.2891,8975.3643
289226699,2.3754,3725.5859,8849.8398
289226738,2.1907,3725.5859,8161.5186
289226778,2.1643,3735.3516,8084.3232
289226818,2.3490,3696.2891,8682.6895
289226857,2.4282,3720.7031,9034.6465
289226897,2.3226,3681.6406,8551.1084
289226936,2.3226,3730.4688,8664.5176
289226976,2.3226,3696.2891,8585.1309
289227016,2.3754,3710.9375,8815.0439
289227055,2.6394,3671.8750,9691.3926
289227095,2.5074,3671.8750,9206.8232
289227133,2.4810,3691.4063,9158.3662
289227173,2.3754,3676.7578,8733.8525
289227213,2.6130,3676.7578,9607.2383
289227252,2.4018,3681.6406,8842.6230
289227292,2.3226,3720.7031,8641.8359
289227331,2.2962,3608.3984,8285.7539
289227371,2.2698,3706.0547,8412.1807
289227410,2.3490,3696.2891,8682.6895
289227450,2.2962,3720.7031,8543.6328
289227490,2.2435,3725.5859,8358.1826
289227529,2.3754,3701.1719,8791.8457
289227569,2.4018,3706.0547,8901.2607
289227608,2.5074,3696.2891,9268.0391
289227648,2.4810,3706.0547,9194.7090
289227687,2.4018,3676.7578,8830.8955
289227726,2.6921,3681.6406,9911.5117
289227766,2.5074,3701.1719,9280.2822
289227805,2.2698,3701.1719,8401.0967
289227845,2.3490,3798.8281,8923.5566
289227885,2.4018,3686.5234,8854.3506
289227924,2.5338,3696.2891,9365.5967
289227964,2.4018,3686.5234,8854.3506
289228003,2.2962,3715.8203,8532.4209
289228043,2.2962,3681.6406,8453.9365
289228083,2.4810,3710.9375,9206.8232
289228122,2.2698,3686.5234,8367.8477
289228162,2.3226,3710.9375,8619.1543
289228200,2.2962,3706.0547,8509.9971
289228240,2.4546,3691.4063,9060.9365
289228280,2.2698,3710.9375,8423.2637
289228319,2.3754,3715.8203,8826.6426
289228359,2.3754,3681.6406,8745.4512
289228398,2.6394,3676.7578,9704.2803
289228438,2.5338,3691.4063,9353.2246
289228478,2.5338,3686.5234,9340.8525
289228517,2.5338,3686.5234,9340.8525
289228557,2.4810,3706.0547,9194.7090
289228596,2.2962,3671.8750,8431.5117
289228636,2.2171,3750.0000,8313.9775
289228675,2.2698,3735.3516,8478.6797
289228715,2.2962,3730.4688,8566.0576
289228754,2.2171,3691.4063,8184.0723
289228793,2.2962,3715.8203,8532.4209
289228833,2.1907,3696.2891,8097.3389
289228872,2.3490,3837.8906,9015.3154
289228912,2.3754,3686.5234,8757.0498
289228952,2.6130,3710.9375,9696.5488
289228991,2.5866,3691.4063,9548.0840
289229031,2.4546,3696.2891,9072.9219
289229070,2.4282,3715.8203,9022.7900
289229110,2.5602,3686.5234,9438.1533
289229150,2.5338,3701.1719,9377.9688
289229189,2.4546,3632.8125,8917.1123
289229229,2.4018,3715.8203,8924.7158
289229267,2.5074,3666.9922,9194.5801
289229307,2.5074,3691.4063,9255.7959
289229347,2.3754,3701.1719,8791.8457
289229386,2.3754,3603.5156,8559.8711
289229426,2.3226,3701.1719,8596.4717
289229465,2.4810,3691.4063,9158.3662
289229505,2.4282,3715.8203,9022.7900
289229545,2.3226,3706.0547,8607.8125
289229584,2.1907,3745.1172,8204.3057
289229624,2.2698,3686.5234,8367.8477
289229663,2.4018,3720.7031,8936.4443
289229703,2.2435,3681.6406,8259.5928
289229743,2.2962,3730.4688,8566.0576
289229782,2.3226,3691.4063,8573.7900
289229821,2.5338,3696.2891,9365.5967
289229860,2.5602,3681.6406,9425.6533
289229900,2.5338,3701.1719,9377.9688
289229939,2.6130,3671.8750,9594.4795
289229979,2.6394,3652.3438,9639.8428
289230019,2.5866,3686.5234,9535.4541
289230058,2.5602,3691.4063,9450.6543
289230098,2.5074,3662.1094,9182.3369
289230137,2.5338,3681.6406,9328.4805
289230177,2.5074,3686.5234,9243.5527
289230217,2.3754,3706.0547,8803.4443
289230256,2.2698,3735.3516,8478.6797
289230296,2.4282,3696.2891,8975.3643
289230334,2.2962,3735.3516,8577.2695
289230374,2.1115,3720.7031,7856.2144
289230414,2.2435,3725.5859,8358.1826
289230453,2.2171,3715.8203,8238.1992
289230493,2.1379,3750.0000,8017.0503
289230532,2.1115,3725.5859,7866.5239
289230572,2.2171,3735.3516,8281.5020
289230612,2.2435,3706.0547,8314.3652
289230651,2.3490,3715.8203,8728.5693
289230691,2.4546,3666.9922,9001.0098
289230730,2.7713,3637.6953,10081.2400
289230771,2.6394,3671.8750,9691.3926
289230811,2.5602,3686.5234,9438.1533
289230850,2.5602,3657.2266,9363.1484
289230889,2.6394,3676.7578,9704.2803
289230928,2.4810,3710.9375,9206.8232
289230968,2.3226,3691.4063,8573.7900
289231008,2.3754,3725.5859,8849.8398
289231047,2.4282,3696.2891,8975.3643
289231087,2.2698,3740.2344,8489.7627
289231126,2.2171,3715.8203,8238.1992
289231166,2.2698,3740.2344,8489.7627
289231206,2.3490,3701.1719,8694.1592
289231245,2.4282,3710.9375,9010.9336
289231285,2.4546,3686.5234,9048.9512
289231324,2.4282,3701.1719,8987.2207
289231364,2.5602,3681.6406,9425.6533
289231403,2.7185,3666.9922,9968.8604
289231442,2.6130,3652.3438,9543.4453
289231482,2.4546,3710.9375,9108.8779
289231521,2.4810,3686.5234,9146.2520
289231561,2.4546,3696.2891,9072.9219
289231600,2.4810,3691.4063,9158.3662
289231640,2.1907,3745.1172,8204.3057
289231680,2.1115,3735.3516,7887.1440
289231719,2.2171,3837.8906,8508.8369
289231759,2.2435,3715.8203,8336.2734
289231798,2.2171,3720.7031,8249.0254
289231838,2.2435,3715.8203,8336.2734
289231878,2.1907,3745.1172,8204.3057
289231917,2.3490,3671.8750,8625.3398
289231956,2.4018,3681.6406,8842.6230
289231995,2.4018,3701.1719,8889.5332
289232035,2.5074,3701.1719,9280.2822
289232075,2.5074,3701.1719,9280.2822
289232114,2.7713,3642.5781,10094.7710
289232155,2.5602,3647.4609,9338.1465
289232194,2.5602,3676.7578,9413.1523
289232234,2.5602,3681.6406,9425.6533
289232274,2.6658,3662.1094,9762.2744
289232313,2.5074,3715.8203,9317.0117
289232353,2.3490,3701.1719,8694.1592
289232392,2.3226,3720.7031,8641.8359
289232432,2.3754,3691.4063,8768.6484
289232472,2.2698,3720.7031,8445.4297
289232510,2.1379,3720.7031,7954.4170
289232550,2.1643,3740.2344,8094.8911
289232589,2.3754,3686.5234,8757.0498
289232629,2.3754,3696.2891,8780.2471
289232668,2.2962,3715.8203,8532.4209
289232708,2.2962,3710.9375,8521.2090
289232748,2.3226,3715.8203,8630.4951
289232787,2.5338,3681.6406,9328.4805
289232827,2.4282,3691.4063,8963.5078
289232866,2.6658,3671.8750,9788.3066
289232906,2.6658,3662.1094,9762.2744
289232946,2.8505,3642.5781,10383.1930
289232986,2.7449,3671.8750,10079.0490
289233027,2.5602,3686.5234,9438.1533
289233065,2.5338,3671.8750,9303.7373
289233105,2.4546,3740.2344,9180.7900
289233145,2.2435,3715.8203,8336.2734
289233184,2.1907,3745.1172,8204.3057
289233224,2.1643,3720.7031,8052.6201
289233263,2.2171,3735.3516,8281.5020
289233303,2.1907,3715.8203,8140.1255
289233343,2.1379,3750.0000,8017.0503
289233382,2.1379,3730.4688,7975.2949
289233422,2.2962,3730.4688,8566.0576
289233461,2.6394,3696.2891,9755.8301
289233501,2.6394,3671.8750,9691.3926
289233541,2.5866,3676.7578,9510.1953
289233580,2.5866,3662.1094,9472.3057
289233619,2.6658,3837.8906,10230.8630
289233659,2.7185,3686.5234,10021.9570
289233700,2.3226,3715.8203,8630.4951
289233740,2.4546,3706.0547,9096.8926
289233779,2.4018,3715.8203,8924.7158
289233819,2.3490,3691.4063,8671.2197
289233858,2.1907,3735.3516,8182.9121
289233898,2.1907,3710.9375,8129.4287
289233938,2.3226,3735.3516,8675.8594
289233977,2.4546,3686.5234,9048.9512
289234017,2.4282,3720.7031,9034.6465
289234056,2.3490,3696.2891,8682.6895
289234096,2.3754,3706.0547,8803.4443
289234136,2.5866,3676.7578,9510.1953
289234174,2.5866,3657.2266,9459.6758
289234214,2.5338,3706.0547,9390.3408
289234253,2.2698,3686.5234,8367.8477
289234293,2.5074,3710.9375,9304.7686
289234332,2.3226,3710.9375,8619.1543
289234372,2.2171,3657.2266,8108.2935
289234412,2.2962,3706.0547,8509.9971
289234451,2.2171,3730.4688,8270.6758
289234491,2.4018,3676.7578,8830.8955
289234530,2.2698,3720.7031,8445.4297
289234570,2.4282,3666.9922,8904.2256
289234610,2.5338,3681.6406,9328.4805
289234649,2.4546,3691.4063,9060.9365
289234689,2.4546,3706.0547,9096.8926
289234727,2.4546,3745.1172,9192.7754
289234767,2.3754,3686.5234,8757.0498
289234807,2.4018,3706.0547,8901.2607
289234846,2.5602,3671.8750,9400.6514
289234886,2.6921,3828.1250,10305.8690
289234926,2.4018,3696.2891,8877.8057
289234966,2.4282,3681.6406,8939.7949
289235006,2.5602,3701.1719,9475.6563
289235045,2.5866,3681.6406,9522.8252
289235085,2.4282,3706.0547,8999.0771
289235124,2.3490,3632.8125,8533.5811
289235164,2.3490,3720.7031,8740.0391
289235204,2.2962,3706.0547,8509.9971
289235243,2.3226,3715.8203,8630.4951
289235282,2.3754,3720.7031,8838.2412
289235321,2.2698,3710.9375,8423.2637
289235361,2.4282,3520.5078,8548.5303
289235401,2.4282,3706.0547,8999.0771
289235440,2.2962,3720.7031,8543.6328
289235480,2.2962,3710.9375,8521.2090
289235519,2.3754,3715.8203,8826.6426
289235559,2.4546,3696.2891,9072.9219
289235599,2.4018,3696.2891,8877.8057
289235638,2.3226,3691.4063,8573.7900
289235678,2.3226,3725.5859,8653.1768
289235717,2.4018,3686.5234,8854.3506
289235757,2.4546,3691.4063,9060.9365
289235795,2.2962,3676.7578,8442.7236
289235835,2.4018,3725.5859,8948.1719
289235875,2.4810,3876.9531,9618.7080
289235914,2.3754,3735.3516,8873.0371
289235954,2.2698,3706.0547,8412.1807
289235993,2.3754,3715.8203,8826.6426
289236033,2.4282,3706.0547,8999.0771
289236073,2.4810,3691.4063,9158.3662
289236112,2.2435,3745.1172,8402.0000
289236152,2.2435,3701.1719,8303.4102
289236191,2.3490,3706.0547,8705.6289
289236231,2.1907,3710.9375,8129.4287
289236271,2.1643,3745.1172,8105.4590
289236310,2.3226,3735.3516,8675.8594
289236349,2.2698,3725.5859,8456.5137
289236388,2.2698,3730.4688,8467.5967
289236428,2.3754,3710.9375,8815.0439
289236468,2.2962,3696.2891,8487.5723
289236507,2.2698,3720.7031,8445.4297
289236547,2.1115,3715.8203,7845.9043
289236586,1.9267,3779.2969,7281.6904
289236626,1.9531,3759.7656,7343.2920
289236666,2.1115,3740.2344,7897.4541
289236705,2.3226,3715.8203,8630.4951
289236745,2.0587,3745.1172,7710.0703
289236784,2.2171,3710.9375,8227.3740
289236824,2.2435,3720.7031,8347.2275
289236864,2.2698,3730.4688,8467.5967
289236902,2.2171,3735.3516,8281.5020
289236942,2.1379,3730.4688,7975.2949
289236981,2.1907,3745.1172,8204.3057
289237021,2.3490,3706.0547,8705.6289
289237060,2.2171,3730.4688,8270.6758
289237100,2.1115,3754.8828,7928.3843
289237140,1.9795,3769.5313,7461.8569
289237179,2.2171,3740.2344,8292.3271
289237219,2.2698,3725.5859,8456.5137
289237258,2.2171,3725.5859,8259.8506
289237298,2.5074,3676.7578,9219.0664
289237338,2.3754,3701.1719,8791.8457
289237377,2.4018,3720.7031,8936.4443
289237416,2.1907,3789.0625,8300.5752
289237455,2.1643,3754.8828,8126.5942
289237495,2.1115,3725.5859,7866.5239
289237535,2.2962,3735.3516,8577.2695
289237574,2.1115,3715.8203,7845.9043
289237614,1.8476,3789.0625,7000.4849
289237653,1.9531,3764.6484,7352.8291
289237693,2.0059,3774.4141,7571.1426
289237733,2.3490,3725.5859,8751.5088
289237772,2.3226,3720.7031,8641.8359
289237812,2.2698,3696.2891,8390.0137
289237851,2.4282,3676.7578,8927.9385
289237891,2.4810,3681.6406,9134.1377
289237931,2.2962,3730.4688,8566.0576
289237969,2.1379,3720.7031,7954.4170
289238009,1.9795,3779.2969,7481.1880
289238048,1.9795,3745.1172,7413.5288
289238088,2.0851,3764.6484,7849.6421
289238128,2.0323,3769.5313,7660.8398
289238167,2.1379,3745.1172,8006.6113
289238207,2.2435,3725.5859,8358.1826
289238246,2.3754,3715.8203,8826.6426
289238286,2.1907,3720.7031,8150.8223
289238325,2.2698,3725.5859,8456.5137
289238365,2.1379,3745.1172,8006.6113
289238405,2.1643,3793.9453,8211.1357
289238444,2.1115,3730.4688,7876.8340
289238483,2.0059,3764.6484,7551.5537
289238522,2.0851,3740.2344,7798.7368
289238562,2.2171,3740.2344,8292.3271
289238602,2.1907,3730.4688,8172.2153
289238641,2.1379,3730.4688,7975.2949
289238681,2.1379,3740.2344,7996.1724
289238720,2.0059,3740.2344,7502.5811
289238760,2.2435,3740.2344,8391.0459
289238800,2.3226,3710.9375,8619.1543
289238839,2.1379,3750.0000,8017.0503
289238879,2.1907,3715.8203,8140.1255
289238918,2.1643,3725.5859,8063.1880
289238958,2.3490,3715.8203,8728.5693
289238998,2.0587,3759.7656,7740.2271
289239036,2.2962,3710.9375,8521.2090
289239076,2.1115,3754.8828,7928.3843
289239115,2.1115,3730.4688,7876.8340
289239155,2.0323,3774.4141,7670.7632
289239195,2.0851,3730.4688,7778.3745
289239234,2.1643,3740.2344,8094.8911
289239274,2.5074,3686.5234,9243.5527
289239313,2.6658,3657.2266,9749.2578
289239353,2.5074,3666.9922,9194.5801
289239393,2.2698,3710.9375,8423.2637
289239432,2.0059,3754.8828,7531.9648
289239472,2.0587,3769.5313,7760.3315
289239511,1.6364,3813.4766,6240.3809
289239550,1.6892,3808.5938,6433.4355
289239589,1.9267,3754.8828,7234.6509
289239629,1.9003,3769.5313,7163.3828
289239669,1.9267,3759.7656,7244.0586
289239708,2.3226,3750.0000,8709.8818
289239748,1.8476,3735.3516,6901.2510
289239787,1.9267,3769.5313,7262.8745
289239827,1.5836,3779.2969,5984.9507
289239867,1.4780,3837.8906,5672.5581
289239906,1.5308,3833.0078,5867.6748
289239946,1.2141,3754.8828,4558.8213
289239985,1.3725,3842.7734,5274.0767
289240025,1.3989,3847.6563,5382.3315
289240065,1.5836,3828.1250,6062.2754
289240103,1.3197,3881.8359,5122.7773
289240143,1.4780,3837.8906,5672.5581
289240182,1.5572,3813.4766,5938.4268
289240222,1.3725,3818.3594,5240.5693
289240262,1.3197,3901.3672,5148.5522
289240301,1.4780,3823.2422,5650.9072
289240341,1.3725,3857.4219,5294.1812
289240380,1.3461,3852.5391,5185.7974
289240420,1.4253,3847.6563,5483.8853
289240460,1.2669,3930.6641,4979.7261
289240499,0.3167,3994.1406,1265.0360
289240539,0.3959,3989.2578,1579.3619
289240578,0.3431,3999.0234,1372.1311
289240617,0.3695,4003.9063,1479.4840
289240657,0.3431,3994.1406,1370.4558
289240696,0.4751,3999.0234,1899.8739
289240736,0.3695,3994.1406,1475.8755
289240775,0.3431,4072.2656,1397.2617
289240815,0.3959,3994.1406,1581.2950
289240854,0.3695,3994.1406,1475.8755
289240894,0.3431,3999.0234,1372.1311
289240934,0.3431,4003.9063,1373.8065
289240973,0.4487,3945.3125,1770.2258
289241013,0.3959,3989.2578,1579.3619
289241052,0.3959,4008.7891,1587.0945
289241092,0.5015,3999.0234,2005.4224
289241132,0.3167,3984.3750,1261.9430
289241170,0.3167,4003.9063,1268.1290
289241210,0.3431,3999.0234,1372.1311
289241249,0.3695,3999.0234,1477.6797
289241289,0.4487,3935.5469,1765.8440
289241329,0.3959,3994.1406,1581.2950
289241368,0.3431,4008.7891,1375.4819
289241408,0.3431,4003.9063,1373.8065
289241447,0.3959,3994.1406,1581.2950
289241487,0.3431,3984.3750,1367.1050
289241527,0.3431,4003.9063,1373.8065
289241566,0.3695,4003.9063,1479.4840
289241606,0.3695,4003.9063,1479.4840
289241645,0.3695,4003.9063,1479.4840
289241684,0.3431,4003.9063,1373.8065
289241724,0.3695,4008.7891,1481.2882
289241763,0.3959,4003.9063,1585.1614
289241803,0.3431,4062.5000,1393.9110
289241842,0.3695,3999.0234,1477.6797
289241882,0.4223,4003.9063,1690.8387
289241922,0.3695,4008.7891,1481.2882
289241961,0.3431,3994.1406,1370.4558
289242001,0.3959,4003.9063,1585.1614
289242040,0.4223,4003.9063,1690.8387
289242080,0.3959,3999.0234,1583.2281
289242119,0.4487,3999.0234,1794.3254
289242159,0.3959,3994.1406,1581.2950
289242199,0.3695,3999.0234,1477.6797
289242237,0.3695,3999.0234,1477.6797
289242277,0.3695,3984.3750,1472.2670
289242316,0.3695,4052.7344,1497.5265
289242356,0.3431,3984.3750,1367.1050
289242396,0.3959,4003.9063,1585.1614
289242435,0.3959,3994.1406,1581.2950
289242475,0.3431,4003.9063,1373.8065
289242514,0.4751,4003.9063,1902.1936
289242554,0.3167,3989.2578,1263.4895
289242594,0.3695,4013.6719,1483.0925
289242633,0.4223,4003.9063,1690.8387
289242673,0.3695,4003.9063,1479.4840
289242712,0.3167,3989.2578,1263.4895
289242752,0.2903,3999.0234,1161.0341
289242791,0.3695,3979.4922,1470.4628
289242830,0.5279,3974.6094,2098.0835
289242870,0.3695,3994.1406,1475.8755
289242909,0.3431,4003.9063,1373.8065
289242949,0.3959,3999.0234,1583.2281
289242989,0.3431,4008.7891,1375.4819
289243028,0.3167,4003.9063,1268.1290
289243068,0.3695,3989.2578,1474.0713
