289224&?	r?84,4028.3203,744.2526
289276844,2.2962,3725.5859,8554.8447
289276882,2.2698,3701.1719,8401.0967
289276922,2.3226,3740.2344,8687.2002
289276961,2.2171,3725.5859,8259.8506
289277001,2.1115,3764.6484,7949.0039
289277041,2.1643,3725.5859,8063.1880
289277080,2.1115,3740.2344,7897.4541
289277120,2.1643,3730.4688,8073.7554
289277159,2.1115,3735.3516,7887.1440
289277199,2.1379,3750.0000,8017.0503
289277239,2.1379,3720.7031,7954.4170
289277278,2.1379,3740.2344,7996.1724
289277318,2.2171,3725.5859,8259.8506
289277357,2.2171,3735.3516,8281.5020
289277396,2.1643,3715.8203,8042.0522
289277436,2.2435,3750.0000,8412.9541
289277475,2.2698,3701.1719,8401.0967
289277515,2.2435,3735.3516,8380.0908
289277554,2.2698,3720.7031,8445.4297
289277594,2.3226,3754.8828,8721.2227
289277634,2.2962,3715.8203,8532.4209
289277673,2.2435,3759.7656,8434.8633
289277713,2.1907,3725.5859,8161.5186
289277752,2.1643,3759.7656,8137.1621
289277792,2.2698,3740.2344,8489.7627
289277832,2.0587,3759.7656,7740.2271
289277871,2.0587,3735.3516,7689.9658
289277911,2.0587,3745.1172,7710.0703
289277949,2.1115,3745.1172,7907.7642
289277989,2.0587,3754.8828,7730.1748
289278029,2.1643,3740.2344,8094.8911
289278068,2.2962,3706.0547,8509.9971
289278108,2.2962,3725.5859,8554.8447
289278147,2.3226,3706.0547,8607.8125
289278187,2.3754,3891.6016,9244.1973
289278226,2.3226,3710.9375,8619.1543
289278266,2.2962,3691.4063,8476.3604
289278306,2.3226,3740.2344,8687.2002
289278345,2.3754,3720.7031,8838.2412
289278385,2.2171,3750.0000,8313.9775
289278424,2.0587,3740.2344,7700.0181
289278464,2.1115,3750.0000,7918.0742
289278503,2.0587,3750.0000,7720.1226
289278542,2.1115,3735.3516,7887.1440
289278582,2.0851,3745.1172,7808.9175
289278621,2.1379,3735.3516,7985.7339
289278661,2.2435,3754.8828,8423.9082
289278701,2.2698,3715.8203,8434.3467
289278740,2.2698,3735.3516,8478.6797
289278780,2.2962,3706.0547,8509.9971
289278819,2.3754,3725.5859,8849.8398
289278859,2.2435,3706.0547,8314.3652
289278899,2.1115,3750.0000,7918.0742
289278938,2.1643,3725.5859,8063.1880
289278978,2.1907,3774.4141,8268.4854
289279016,2.1115,3735.3516,7887.1440
289279056,2.1379,3754.8828,8027.4893
289279096,2.1643,3745.1172,8105.4590
289279135,2.0851,3759.7656,7839.4609
289279175,2.0851,3735.3516,7788.5557
289279214,2.1907,3725.5859,8161.5186
289279254,2.2698,3710.9375,8423.2637
289279294,2.3226,3710.9375,8619.1543
289279333,2.3754,3706.0547,8803.4443
289279373,2.2962,3725.5859,8554.8447
289279412,2.2962,3715.8203,8532.4209
289279452,2.2435,3710.9375,8325.3193
289279491,2.3490,3710.9375,8717.0996
289279531,2.2698,3735.3516,8478.6797
289279570,2.2435,3715.8203,8336.2734
289279609,2.2698,3740.2344,8489.7627
289279649,2.1907,3720.7031,8150.8223
289279688,2.2435,3740.2344,8391.0459
289279728,2.2435,3735.3516,8380.0908
289279768,2.1643,3818.3594,8263.9746
289279807,2.0851,3750.0000,7819.0986
289279847,2.1115,3735.3516,7887.1440
289279886,2.1907,3745.1172,8204.3057
289279926,2.2962,3720.7031,8543.6328
289279966,2.1907,3891.6016,8525.2041
289280005,2.2962,3706.0547,8509.9971
289280045,2.2435,3740.2344,8391.0459
289280083,2.2698,3720.7031,8445.4297
289280123,2.2962,3745.1172,8599.6934
289280163,2.2698,3706.0547,8412.1807
289280202,2.1643,3764.6484,8147.7300
289280242,2.2171,3720.7031,8249.0254
289280281,2.1115,3784.1797,7990.2441
289280321,2.0851,3720.7031,7758.0122
289280361,2.1115,3754.8828,7928.3843
289280400,2.1643,3740.2344,8094.8911
289280440,2.2962,3745.1172,8599.6934
289280479,2.1907,3754.8828,8225.6982
289280519,2.1907,3735.3516,8182.9121
289280559,2.1643,3750.0000,8116.0264
289280598,2.1643,3720.7031,8052.6201
289280637,2.3490,3720.7031,8740.0391
289280676,2.3226,3706.0547,8607.8125
289280716,2.3226,3735.3516,8675.8594
289280755,2.2171,3745.1172,8303.1523
289280795,2.1643,3730.4688,8073.7554
289280835,2.0851,3750.0000,7819.0986
289280874,2.1379,3759.7656,8037.9282
289280914,2.0851,3750.0000,7819.0986
289280953,2.1115,3759.7656,7938.6943
289280993,2.1907,3730.4688,8172.2153
289281033,2.2698,3740.2344,8489.7627
289281072,2.2171,3720.7031,8249.0254
289281112,2.4018,3745.1172,8995.0820
289281150,2.4018,3715.8203,8924.7158
289281190,2.2962,3691.4063,8476.3604
289281230,2.2698,3710.9375,8423.2637
289281269,2.3754,3740.2344,8884.6357
289281309,2.4282,3706.0547,8999.0771
289281348,2.2962,3720.7031,8543.6328
289281388,2.2435,3720.7031,8347.2275
289281428,2.1643,3730.4688,8073.7554
289281467,2.1379,3715.8203,7943.9780
289281507,2.1115,3754.8828,7928.3843
289281546,2.0851,3627.9297,7564.5708
289281586,2.1115,3754.8828,7928.3843
289281626,2.1379,3715.8203,7943.9780
289281665,2.1907,3745.1172,8204.3057
289281704,2.1643,3730.4688,8073.7554
289281743,2.2962,3730.4688,8566.0576
289281783,2.2698,3740.2344,8489.7627
289281823,2.2435,3725.5859,8358.1826
289281862,2.1907,3745.1172,8204.3057
289281902,2.2435,3730.4688,8369.1367
289281941,2.1115,3750.0000,7918.0742
289281981,2.3226,3701.1719,8596.4717
289282020,2.2698,3691.4063,8378.9307
289282060,2.3490,3750.0000,8808.8584
289282100,2.2962,3730.4688,8566.0576
289282139,2.2698,3710.9375,8423.2637
289282179,2.3490,3720.7031,8740.0391
289282217,2.2698,3730.4688,8467.5967
289282257,2.1643,3740.2344,8094.8911
289282297,2.1115,3720.7031,7856.2144
289282336,2.1115,3754.8828,7928.3843
289282376,2.0059,3725.5859,7473.1978
289282415,2.0059,3774.4141,7571.1426
289282455,2.0851,3730.4688,7778.3745
289282495,2.1907,3750.0000,8215.0020
289282534,2.2171,3725.5859,8259.8506
289282574,2.1643,3764.6484,8147.7300
289282613,2.1379,3730.4688,7975.2949
289282653,2.2962,3735.3516,8577.2695
289282693,2.3226,3725.5859,8653.1768
289282732,2.1643,3745.1172,8105.4590
289282771,2.2435,3706.0547,8314.3652
289282810,2.1643,3740.2344,8094.8911
289282850,2.0851,3730.4688,7778.3745
289282890,2.1115,3745.1172,7907.7642
289282929,2.1907,3745.1172,8204.3057
289282969,2.0851,3754.8828,7829.2798
289283008,2.1115,3754.8828,7928.3843
289283048,2.1115,3730.4688,7876.8340
289283088,2.0323,3735.3516,7591.3765
289283127,2.2435,3720.7031,8347.2275
289283167,2.3226,3862.3047,8970.7246
289283206,2.4018,3701.1719,8889.5332
289283246,2.3490,3715.8203,8728.5693
289283284,2.4810,3696.2891,9170.4805
289283324,2.4018,3701.1719,8889.5332
289283364,2.3490,3735.3516,8774.4482
289283403,2.2962,3730.4688,8566.0576
289283443,2.0323,3764.6484,7650.9165
289283482,2.1379,3754.8828,8027.4893
289283522,2.0059,3725.5859,7473.1978
289283562,2.0323,3764.6484,7650.9165
289283601,2.1907,3745.1172,8204.3057
289283641,2.1379,3735.3516,7985.7339
289283680,2.1379,3715.8203,7943.9780
289283720,2.1115,3759.7656,7938.6943
289283760,2.2962,3710.9375,8521.2090
289283799,2.3754,3730.4688,8861.4385
289283838,2.4282,3706.0547,8999.0771
289283877,2.2171,3735.3516,8281.5020
289283917,2.3754,3725.5859,8849.8398
289283957,2.1907,3735.3516,8182.9121
289283996,2.1115,3725.5859,7866.5239
289284036,2.1115,3754.8828,7928.3843
289284075,2.0851,3735.3516,7788.5557
289284115,2.1379,3754.8828,8027.4893
289284155,2.1115,3750.0000,7918.0742
289284194,2.1115,3754.8828,7928.3843
289284234,2.1907,3735.3516,8182.9121
289284273,2.1115,3735.3516,7887.1440
289284313,2.2962,3730.4688,8566.0576
289284353,2.2171,3720.7031,8249.0254
289284391,2.1907,3735.3516,8182.9121
289284431,2.1115,3730.4688,7876.8340
289284470,2.1643,3720.7031,8052.6201
289284510,2.3754,3725.5859,8849.8398
289284549,2.1379,3740.2344,7996.1724
289284589,2.1379,3730.4688,7975.2949
289284629,2.1115,3750.0000,7918.0742
289284668,2.1379,3735.3516,7985.7339
289284708,2.1643,3754.8828,8126.5942
289284747,2.2171,3671.8750,8140.7700
289284787,2.1643,3750.0000,8116.0264
289284827,2.1643,3720.7031,8052.6201
289284866,2.0851,3745.1172,7808.9175
289284905,2.1643,3725.5859,8063.1880
289284944,2.1643,3740.2344,8094.8911
289284984,2.1907,3730.4688,8172.2153
289285024,2.2435,3745.1172,8402.0000
289285063,2.3226,3715.8203,8630.4951
289285103,2.3490,3720.7031,8740.0391
289285142,2.4282,3696.2891,8975.3643
289285182,2.3754,3730.4688,8861.4385
289285222,2.2698,3706.0547,8412.1807
289285261,2.1115,3774.4141,7969.6240
289285301,2.0323,3740.2344,7601.2998
289285340,2.1379,3779.2969,8079.6836
289285380,2.0059,3740.2344,7502.5811
289285420,2.0851,3735.3516,7788.5557
289285458,2.1907,3715.8203,8140.1255
289285498,2.1907,3740.2344,8193.6084
289285537,2.2435,3891.6016,8730.6309
289285577,2.1643,3720.7031,8052.6201
289285617,2.1643,3735.3516,8084.3232
289285656,2.3226,3706.0547,8607.8125
289285696,2.2962,3740.2344,8588.4814
289285735,2.2698,3691.4063,8378.9307
289285775,2.3754,3715.8203,8826.6426
289285814,2.3490,3715.8203,8728.5693
289285854,2.2698,3725.5859,8456.5137
289285894,2.1907,3706.0547,8118.7324
289285933,2.2171,3730.4688,8270.6758
289285972,2.0851,3740.2344,7798.7368
289286011,2.0323,3750.0000,7621.1465
289286051,2.0587,3735.3516,7689.9658
289286091,2.1907,3754.8828,8225.6982
289286130,2.1115,3735.3516,7887.1440
289286170,2.1643,3750.0000,8116.0264
289286209,2.1907,3725.5859,8161.5186
289286249,2.2171,3750.0000,8313.9775
289286289,2.1907,3710.9375,8129.4287
289286328,2.2435,3754.8828,8423.9082
289286368,2.0587,3720.7031,7659.8091
289286407,2.1907,3764.6484,8247.0918
289286447,2.1379,3730.4688,7975.2949
289286487,2.1379,3735.3516,7985.7339
289286525,2.1907,3789.0625,8300.5752
289286565,2.1907,3720.7031,8150.8223
289286604,2.2698,3735.3516,8478.6797
289286644,2.2171,3725.5859,8259.8506
289286684,2.2435,3730.4688,8369.1367
289286723,2.3226,3715.8203,8630.4951
289286763,2.2962,3725.5859,8554.8447
289286802,2.1115,3725.5859,7866.5239
289286842,2.0323,3764.6484,7650.9165
289286882,2.1379,3798.8281,8121.4390
289286921,2.2698,3759.7656,8534.0957
289286961,2.1907,3730.4688,8172.2153
289287000,2.2435,3750.0000,8412.9541
289287040,2.2435,3686.5234,8270.5479
289287078,2.2962,3725.5859,8554.8447
289287118,2.3754,3706.0547,8803.4443
289287158,2.2698,3740.2344,8489.7627
289287197,2.2435,3710.9375,8325.3193
289287237,2.2435,3750.0000,8412.9541
289287276,2.1643,3720.7031,8052.6201
289287316,2.1115,3759.7656,7938.6943
289287356,2.1115,3725.5859,7866.5239
289287395,2.2435,3740.2344,8391.0459
289287435,2.1379,3735.3516,7985.7339
289287474,2.2171,3750.0000,8313.9775
289287514,2.1907,3735.3516,8182.9121
289287554,2.0851,3720.7031,7758.0122
289287592,2.1643,3740.2344,8094.8911
289287632,2.1907,3740.2344,8193.6084
289287671,2.2962,3735.3516,8577.2695
289287711,2.2171,3720.7031,8249.0254
289287751,2.2698,3725.5859,8456.5137
289287790,2.2962,3720.7031,8543.6328
289287830,2.2698,3745.1172,8500.8467
289287869,2.2171,3710.9375,8227.3740
289287909,2.1907,3735.3516,8182.9121
289287949,2.1643,3701.1719,8010.3491
289287988,2.2962,3725.5859,8554.8447
289288028,2.2698,3691.4063,8378.9307
289288067,2.1907,3740.2344,8193.6084
289288107,2.1643,3725.5859,8063.1880
289288146,2.2171,3725.5859,8259.8506
289288185,2.1115,3715.8203,7845.9043
289288225,2.1379,3764.6484,8048.3667
289288264,2.1379,3710.9375,7933.5396
289288304,2.1643,3745.1172,8105.4590
289288343,2.0851,3725.5859,7768.1934
289288383,2.2171,3745.1172,8303.1523
289288423,2.2171,3730.4688,8270.6758
289288462,2.3226,3750.0000,8709.8818
289288502,2.2698,3710.9375,8423.2637
289288541,2.2435,3745.1172,8402.0000
289288581,2.3226,3710.9375,8619.1543
289288621,2.1907,3745.1172,8204.3057
289288659,2.2698,3715.8203,8434.3467
289288699,2.1379,3725.5859,7964.8560
289288738,2.2171,3735.3516,8281.5020
289288778,2.1115,3754.8828,7928.3843
289288818,1.9531,3769.5313,7362.3657
289288857,1.9795,3740.2344,7403.8633
289288897,1.9531,3769.5313,7362.3657
289288936,2.0851,3730.4688,7778.3745
289288976,2.1379,3759.7656,8037.9282
289289016,2.2698,3696.2891,8390.0137
289289055,2.3490,3730.4688,8762.9785
289289095,2.3226,3691.4063,8573.7900
289289134,2.2698,3759.7656,8534.0957
289289174,2.0323,3759.7656,7640.9932
289289213,1.9795,3784.1797,7490.8540
289289252,2.0059,3750.0000,7522.1704
289289292,2.1115,3774.4141,7969.6240
289289331,2.0587,3745.1172,7710.0703
289289371,2.1643,3754.8828,8126.5942
289289411,2.1907,3745.1172,8204.3057
289289450,2.1907,3754.8828,8225.6982
289289490,2.0587,3750.0000,7720.1226
289289529,2.0059,3740.2344,7502.5811
289289569,2.1379,3750.0000,8017.0503
289289608,2.0851,3735.3516,7788.5557
289289648,2.0851,3764.6484,7849.6421
289289688,2.0851,3735.3516,7788.5557
289289726,2.0323,3720.7031,7561.6064
289289766,2.1115,3730.4688,7876.8340
289289805,2.2698,3740.2344,8489.7627
289289845,2.1907,3740.2344,8193.6084
289289885,2.1115,3745.1172,7907.7642
289289924,2.0851,3686.5234,7686.7441
289289964,2.2171,3735.3516,8281.5020
289290003,2.1643,3764.6484,8147.7300
289290043,1.9531,3740.2344,7305.1455
289290083,2.0851,3754.8828,7829.2798
289290122,2.0059,3750.0000,7522.1704
289290162,2.1379,3774.4141,8069.2446
289290201,2.1115,3725.5859,7866.5239
289290241,2.1643,3779.2969,8179.4331
289290280,2.1907,3715.8203,8140.1255
289290319,2.2435,3715.8203,8336.2734
289290359,2.2171,3735.3516,8281.5020
289290398,2.2435,3745.1172,8402.0000
289290438,2.2435,3735.3516,8380.0908
289290478,2.0587,3725.5859,7669.8613
289290517,2.1115,3681.6406,7773.7344
289290557,2.1643,3735.3516,8084.3232
289290596,2.0323,3764.6484,7650.9165
289290636,2.1115,3745.1172,7907.7642
289290676,2.1115,3701.1719,7814.9741
289290715,2.2171,3745.1172,8303.1523
289290755,2.1643,3754.8828,8126.5942
289290793,2.1379,3750.0000,8017.0503
289290833,2.0851,3735.3516,7788.5557
289290872,2.1643,3759.7656,8137.1621
289290912,2.0851,3720.7031,7758.0122
289290952,2.0587,3769.5313,7760.3315
289290991,2.0059,3725.5859,7473.1978
289291031,2.0587,3759.7656,7740.2271
289291070,2.1643,3730.4688,8073.7554
289291110,2.2435,3740.2344,8391.0459
289291150,2.2171,3754.8828,8324.8037
289291189,2.0323,3720.7031,7561.6064
289291229,2.0587,3779.2969,7780.4360
289291268,2.0059,3740.2344,7502.5811
289291308,2.0587,3774.4141,7770.3838
289291347,2.1115,3735.3516,7887.1440
289291386,2.1379,3759.7656,8037.9282
289291426,2.0851,3740.2344,7798.7368
289291465,2.1379,3750.0000,8017.0503
289291505,2.1115,3784.1797,7990.2441
289291545,2.0059,3725.5859,7473.1978
289291584,2.0851,3769.5313,7859.8232
289291624,2.0587,3710.9375,7639.7046
289291663,2.0587,3784.1797,7790.4883
289291703,2.0851,3754.8828,7829.2798
289291743,2.0851,3754.8828,7829.2798
289291782,2.0323,3779.2969,7680.6865
289291822,2.0587,3759.7656,7740.2271
289291860,2.1115,3750.0000,7918.0742
289291900,2.0851,3735.3516,7788.5557
289291940,2.1115,3745.1172,7907.7642
289291979,2.0851,3725.5859,7768.1934
289292019,2.0587,3793.9453,7810.5928
289292058,1.9531,3740.2344,7305.1455
289292098,1.9531,3774.4141,7371.9023
289292137,2.0587,3745.1172,7710.0703
289292177,1.9531,3764.6484,7352.8291
289292217,1.8739,3769.5313,7063.8916
289292256,1.9795,3750.0000,7423.1943
289292296,2.0587,3774.4141,7770.3838
289292335,2.0587,3730.4688,7679.9136
289292375,2.0587,3769.5313,7760.3315
289292414,2.0587,3754.8828,7730.1748
289292453,1.9795,3779.2969,7481.1880
289292493,2.0851,3779.2969,7880.1855
289292532,1.8212,3764.6484,6856.0161
289292572,1.9003,3779.2969,7181.9409
289292612,1.9003,3745.1172,7116.9878
289292651,1.7684,3813.4766,6743.6372
289292691,1.7420,3774.4141,6574.9399
289292730,1.7948,3808.5938,6835.5254
289292770,1.8476,3793.9453,7009.5059
289292810,1.8212,3803.7109,6927.1553
289292849,1.8212,3798.8281,6918.2627
289292889,1.9003,3779.2969,7181.9409
289292928,1.7684,3803.7109,6726.3682
289292967,1.8476,3779.2969,6982.4424
289293007,1.7684,3828.1250,6769.5410
289293046,1.6364,3798.8281,6216.4102
289293086,0.3695,4008.7891,1481.2882
289293125,0.2111,3994.1406,843.3574
289293164,0.1848,3994.1406,737.9377
289293202,0.2639,3994.1406,1054.1968
289293242,0.2375,4003.9063,951.0968
289293281,0.2639,4013.6719,1059.3517
289293320,0.2639,4008.7891,1058.0630
289293360,0.2639,4018.5547,1060.6405
289293399,0.2375,4003.9063,951.0968
289293437,0.2639,3994.1406,1054.1968
289293477,0.2639,4013.6719,1059.3517
289293516,0.2639,4052.7344,1069.6617
289293556,0.2639,4023.4375,1061.9292
289293595,0.2111,3999.0234,844.3884
289293634,0.3959,4018.5547,1590.9607
289293674,0.2639,4018.5547,1060.6405
289293713,0.2639,4013.6719,1059.3517
289293753,0.2111,4013.6719,847.4814
289293791,0.2903,4013.6719,1165.2870
289293831,0.2639,4013.6719,1059.3517
289293871,0.1848,4018.5547,742.4484
289293908,0.1848,4008.7891,740.6441
289293947,0.3695,4008.7891,1481.2882
289293986,0.2375,4013.6719,953.4166
289294025,0.2639,4013.6719,1059.3517
289294064,0.2639,4018.5547,1060.6405
289294104,0.2375,4013.6719,953.4166
289294143,0.2639,4018.5547,1060.6405
289294182,0.2375,4018.5547,954.5764
289294221,0.2375,4038.0859,959.2159
289294259,0.2111,4013.6719,847.4814
289294298,0.2111,4013.6719,847.4814
289294337,0.2639,4023.4375,1061.9292
289294375,0.2639,4013.6719,1059.3517
289294415,0.2375,4013.6719,953.4166
289294453,0.2375,4018.5547,954.5764
289294492,0.2111,4013.6719,847.4814
289294530,0.2111,4018.5547,848.5124
289294569,0.2375,4023.4375,955.7363
289294608,0.2111,3994.1406,843.3574
289294646,0.2903,4013.6719,1165.2870
289294686,0.2639,4018.5547,1060.6405
289294725,0.2375,4018.5547,954.5764
289294764,0.2639,4013.6719,1059.3517
289294803,0.2639,4018.5547,1060.6405
289294842,0.3695,4018.5547,1484.8967
289294882,0.2903,4018.5547,1166.7046
289294921,0.2111,4023.4375,849.5434
289294960,0.2375,4023.4375,955.7363
289294998,0.2375,4013.6719,953.4166
289295037,0.3431,4018.5547,1378.8326
289295077,0.2375,4013.6719,953.4166
289295115,0.3695,4013.6719,1483.0925
289295155,0.2639,4023.4375,1061.9292
289295194,0.2111,4033.2031,851.6054
289295233,0.2903,4008.7891,1163.8693
289295272,0.2639,4013.6719,1059.3517
289295311,0.2111,4023.4375,849.5434
289295350,0.2639,4018.5547,1060.6405
289295389,0.3959,4018.5547,1590.9607
