,0.2111,4028.3203,850.5744
261465668,2.3490,3715.8203,8728.5693
261465708,2.2962,3715.8203,8532.4209
261465747,2.2435,3701.1719,8303.4102
261465787,2.2698,3715.8203,8434.3467
261465826,2.1115,3759.7656,7938.6943
261465866,1.9267,3769.5313,7262.8745
261465906,2.0587,3735.3516,7689.9658
261465945,2.0587,3740.2344,7700.0181
261465985,2.1379,3745.1172,8006.6113
261466023,2.1643,3730.4688,8073.7554
261466063,2.2171,3745.1172,8303.1523
261466103,2.2171,3657.2266,8108.2935
261466142,2.2962,3740.2344,8588.4814
261466182,2.3754,3706.0547,8803.4443
261466221,2.3490,3725.5859,8751.5088
261466261,2.2962,3701.1719,8498.7842
261466301,2.3490,3696.2891,8682.6895
261466340,2.3754,3701.1719,8791.8457
261466380,2.2435,3730.4688,8369.1367
261466419,2.0851,3745.1172,7808.9175
261466459,2.1643,3750.0000,8116.0264
261466498,2.1379,3740.2344,7996.1724
261466537,2.1643,3701.1719,8010.3491
261466577,2.1115,3754.8828,7928.3843
261466616,2.1643,3583.9844,7756.7231
261466656,2.1379,3754.8828,8027.4893
261466695,2.1379,3720.7031,7954.4170
261466735,2.2171,3715.8203,8238.1992
261466775,2.1643,3725.5859,8063.1880
261466814,2.2698,3710.9375,8423.2637
261466854,2.3226,3745.1172,8698.5410
261466893,2.2962,3706.0547,8509.9971
261466933,2.2698,3740.2344,8489.7627
261466973,2.2171,3706.0547,8216.5488
261467012,2.2435,3740.2344,8391.0459
261467052,2.2435,3725.5859,8358.1826
261467090,2.1643,3725.5859,8063.1880
261467130,2.1115,3745.1172,7907.7642
261467170,2.2435,3720.7031,8347.2275
261467209,2.1643,3725.5859,8063.1880
261467249,2.1115,3720.7031,7856.2144
261467288,2.1907,3769.5313,8257.7881
261467328,2.1643,3740.2344,8094.8911
261467368,2.1115,3730.4688,7876.8340
261467407,2.2435,3740.2344,8391.0459
261467447,2.1907,3710.9375,8129.4287
261467486,2.1379,3750.0000,8017.0503
261467526,2.1643,3696.2891,7999.7813
261467566,2.1907,3710.9375,8129.4287
261467604,2.2435,3720.7031,8347.2275
261467644,2.1379,3735.3516,7985.7339
261467683,2.2171,3730.4688,8270.6758
261467723,2.2171,3715.8203,8238.1992
261467762,2.2435,3730.4688,8369.1367
261467802,2.2698,3710.9375,8423.2637
261467842,2.2435,3735.3516,8380.0908
261467881,2.3490,3745.1172,8797.3887
261467921,2.2435,3735.3516,8380.0908
261467960,2.1643,3730.4688,8073.7554
261468000,2.2435,3720.7031,8347.2275
261468040,2.1379,3730.4688,7975.2949
261468079,2.0323,3740.2344,7601.2998
261468119,2.1907,3740.2344,8193.6084
261468157,2.1379,3730.4688,7975.2949
261468197,2.0851,3750.0000,7819.0986
261468237,2.0587,3750.0000,7720.1226
261468276,2.1643,3735.3516,8084.3232
261468316,2.2698,3745.1172,8500.8467
261468355,2.1907,3725.5859,8161.5186
261468395,2.3490,3779.2969,8877.6777
261468435,2.2435,3696.2891,8292.4561
261468474,2.2435,3735.3516,8380.0908
261468514,2.2698,3710.9375,8423.2637
261468553,2.0851,3740.2344,7798.7368
261468593,2.1115,3745.1172,7907.7642
261468633,2.2698,3720.7031,8445.4297
261468672,2.1379,3735.3516,7985.7339
261468711,2.1643,3710.9375,8031.4844
261468750,2.1643,3754.8828,8126.5942
261468790,2.1379,3735.3516,7985.7339
261468830,2.1907,3730.4688,8172.2153
261468869,2.1907,3740.2344,8193.6084
261468909,2.1643,3706.0547,8020.9170
261468948,2.1643,3769.5313,8158.2974
261468988,2.0587,3725.5859,7669.8613
261469027,2.1379,3740.2344,7996.1724
261469067,2.2962,3720.7031,8543.6328
261469107,2.4018,3730.4688,8959.8994
261469146,2.2435,3725.5859,8358.1826
261469186,2.2435,3706.0547,8314.3652
261469224,2.2962,3725.5859,8554.8447
261469264,2.2435,3701.1719,8303.4102
261469304,2.1907,3720.7031,8150.8223
261469343,2.0851,3720.7031,7758.0122
261469383,2.1907,3745.1172,8204.3057
261469422,2.1643,3720.7031,8052.6201
261469462,2.2171,3745.1172,8303.1523
261469502,2.1115,3750.0000,7918.0742
261469541,2.0587,3720.7031,7659.8091
261469581,2.1115,3750.0000,7918.0742
261469620,2.1379,3735.3516,7985.7339
261469660,2.1643,3701.1719,8010.3491
261469700,2.2171,3725.5859,8259.8506
261469739,2.1643,3735.3516,8084.3232
261469778,2.0587,3750.0000,7720.1226
261469817,2.1643,3720.7031,8052.6201
261469857,2.1643,3725.5859,8063.1880
261469897,2.2435,3720.7031,8347.2275
261469936,2.2435,3730.4688,8369.1367
261469976,2.1907,3710.9375,8129.4287
261470015,2.1907,3730.4688,8172.2153
261470055,2.1907,3735.3516,8182.9121
261470095,2.1115,3735.3516,7887.1440
261470134,2.0587,3769.5313,7760.3315
261470174,2.1115,3740.2344,7897.4541
261470213,2.1643,3735.3516,8084.3232
261470253,2.2698,3725.5859,8456.5137
261470291,2.2698,3725.5859,8456.5137
261470331,2.2435,3715.8203,8336.2734
261470371,2.2962,3657.2266,8397.8750
261470410,2.2435,3715.8203,8336.2734
261470450,2.2698,3691.4063,8378.9307
261470489,2.2698,3740.2344,8489.7627
261470529,2.1379,3710.9375,7933.5396
261470569,2.1115,3764.6484,7949.0039
261470608,2.0059,3725.5859,7473.1978
261470648,2.0851,3754.8828,7829.2798
261470687,2.0059,3774.4141,7571.1426
261470727,2.1379,3740.2344,7996.1724
261470767,2.2171,3759.7656,8335.6289
261470806,2.2962,3715.8203,8532.4209
261470845,2.2698,3730.4688,8467.5967
261470884,2.2962,3740.2344,8588.4814
261470924,2.3490,3725.5859,8751.5088
261470964,2.2435,3725.5859,8358.1826
261471003,2.1907,3725.5859,8161.5186
261471043,2.2171,3740.2344,8292.3271
261471082,2.1907,3715.8203,8140.1255
261471122,2.1379,3745.1172,8006.6113
261471162,2.1379,3710.9375,7933.5396
261471201,2.1643,3740.2344,8094.8911
261471241,2.1907,3715.8203,8140.1255
261471280,2.0851,3730.4688,7778.3745
261471320,2.1643,3730.4688,8073.7554
261471360,2.1379,3725.5859,7964.8560
261471398,2.0851,3754.8828,7829.2798
261471438,2.0851,3745.1172,7808.9175
261471477,2.2698,3750.0000,8511.9297
261471517,2.2171,3720.7031,8249.0254
261471556,2.2962,3735.3516,8577.2695
261471596,2.2698,3720.7031,8445.4297
261471636,2.3226,3769.5313,8755.2461
261471675,2.2962,3735.3516,8577.2695
261471715,2.1115,3715.8203,7845.9043
261471754,2.2171,3750.0000,8313.9775
261471794,2.1907,3720.7031,8150.8223
261471834,2.1643,3754.8828,8126.5942
261471873,2.3490,3715.8203,8728.5693
261471912,2.3490,3725.5859,8751.5088
261471951,2.2435,3725.5859,8358.1826
261471991,2.2171,3701.1719,8205.7227
261472031,2.2698,3745.1172,8500.8467
261472070,2.1907,3706.0547,8118.7324
261472110,2.2698,3740.2344,8489.7627
261472149,2.2171,3740.2344,8292.3271
261472189,2.2698,3750.0000,8511.9297
261472229,2.1907,3730.4688,8172.2153
261472268,2.1907,3715.8203,8140.1255
261472308,2.1643,3735.3516,8084.3232
261472347,2.1115,3730.4688,7876.8340
261472387,2.1115,3750.0000,7918.0742
261472427,2.0323,3720.7031,7561.6064
261472465,2.0851,3627.9297,7564.5708
261472505,2.0851,3740.2344,7798.7368
261472544,2.1115,3720.7031,7856.2144
261472584,2.2171,3730.4688,8270.6758
261472624,2.2171,3730.4688,8270.6758
261472663,2.2435,3750.0000,8412.9541
261472703,2.2698,3710.9375,8423.2637
261472742,2.1907,3745.1172,8204.3057
261472782,2.2435,3706.0547,8314.3652
261472821,2.2698,3720.7031,8445.4297
261472861,2.2962,3710.9375,8521.2090
261472901,2.1907,3725.5859,8161.5186
261472940,2.2171,3750.0000,8313.9775
261472979,2.1115,3720.7031,7856.2144
261473018,2.1643,3750.0000,8116.0264
261473058,2.1379,3720.7031,7954.4170
261473098,2.2171,3735.3516,8281.5020
261473137,2.1379,3745.1172,8006.6113
261473177,2.2698,3710.9375,8423.2637
261473216,2.2698,3735.3516,8478.6797
261473256,2.3226,3691.4063,8573.7900
261473296,2.4018,3725.5859,8948.1719
261473335,2.3226,3696.2891,8585.1309
261473375,2.2962,3745.1172,8599.6934
261473414,2.1907,3730.4688,8172.2153
261473454,2.1643,3750.0000,8116.0264
261473494,2.0851,3720.7031,7758.0122
261473532,2.1907,3725.5859,8161.5186
261473572,2.1907,3720.7031,8150.8223
261473611,2.1907,3720.7031,8150.8223
261473651,2.1643,3754.8828,8126.5942
261473691,2.0851,3706.0547,7727.4688
261473730,2.0851,3808.5938,7941.2725
261473770,2.0851,3735.3516,7788.5557
261473809,2.2698,3735.3516,8478.6797
261473849,2.3226,3730.4688,8664.5176
261473889,2.1907,3725.5859,8161.5186
261473928,2.0851,3588.8672,7483.1221
261473968,2.2171,3720.7031,8249.0254
261474007,2.1643,3750.0000,8116.0264
261474046,2.1907,3706.0547,8118.7324
261474085,2.2171,3750.0000,8313.9775
261474125,2.2962,3720.7031,8543.6328
261474165,2.1379,3706.0547,7923.1006
261474204,2.1115,3730.4688,7876.8340
261474244,2.1379,3715.8203,7943.9780
261474283,2.0851,3735.3516,7788.5557
261474323,2.1379,3730.4688,7975.2949
261474363,2.2435,3745.1172,8402.0000
261474402,2.1643,3740.2344,8094.8911
261474442,2.2171,3735.3516,8281.5020
261474481,2.1643,3745.1172,8105.4590
261474521,2.1907,3720.7031,8150.8223
261474561,2.2698,3725.5859,8456.5137
261474599,2.3754,3710.9375,8815.0439
261474639,2.3226,3720.7031,8641.8359
261474678,2.3490,3710.9375,8717.0996
261474718,2.2962,3715.8203,8532.4209
261474758,2.2962,3720.7031,8543.6328
261474797,2.1643,3764.6484,8147.7300
261474837,2.0323,3735.3516,7591.3765
261474876,2.1907,3735.3516,8182.9121
261474916,2.1379,3745.1172,8006.6113
261474956,2.1379,3701.1719,7912.6616
261474995,2.1907,3740.2344,8193.6084
261475035,2.2962,3725.5859,8554.8447
261475074,2.1115,3759.7656,7938.6943
261475113,2.0323,3750.0000,7621.1465
261475153,2.0323,3740.2344,7601.2998
261475192,2.1115,3798.8281,8021.1738
261475232,2.0851,3720.7031,7758.0122
261475271,2.1643,3750.0000,8116.0264
261475311,2.1379,3720.7031,7954.4170
261475350,2.2171,3735.3516,8281.5020
261475390,2.2962,3715.8203,8532.4209
261475430,2.2698,3710.9375,8423.2637
261475469,2.2962,3720.7031,8543.6328
261475509,2.1643,3730.4688,8073.7554
261475548,2.1115,3754.8828,7928.3843
261475588,2.1907,3715.8203,8140.1255
261475628,2.2698,3730.4688,8467.5967
261475666,2.2435,3696.2891,8292.4561
261475706,2.3226,3837.8906,8914.0195
261475745,2.2171,3701.1719,8205.7227
261475785,2.1643,3740.2344,8094.8911
261475825,2.1643,3745.1172,8105.4590
261475864,2.1643,3740.2344,8094.8911
261475904,2.0323,3774.4141,7670.7632
261475943,2.0851,3764.6484,7849.6421
261475983,1.9795,3750.0000,7423.1943
261476023,2.0851,3608.3984,7523.8462
261476062,2.2698,3720.7031,8445.4297
261476102,2.2171,3710.9375,8227.3740
261476141,2.2171,3691.4063,8184.0723
261476180,2.2435,3745.1172,8402.0000
261476220,2.1643,3720.7031,8052.6201
261476259,2.2171,3740.2344,8292.3271
261476299,2.1643,3701.1719,8010.3491
261476338,2.2171,3735.3516,8281.5020
261476378,2.1907,3720.7031,8150.8223
261476418,2.2698,3725.5859,8456.5137
261476457,2.1643,3750.0000,8116.0264
261476497,2.1379,3730.4688,7975.2949
261476536,1.9795,3774.4141,7471.5225
261476576,1.9795,3730.4688,7384.5322
261476615,2.0587,3740.2344,7700.0181
261476655,2.0851,3740.2344,7798.7368
261476695,2.1643,3725.5859,8063.1880
261476733,2.2435,3725.5859,8358.1826
261476773,2.3490,3710.9375,8717.0996
261476812,2.2962,3730.4688,8566.0576
261476852,2.3490,3696.2891,8682.6895
261476892,2.3490,3730.4688,8762.9785
261476931,2.3754,3701.1719,8791.8457
261476971,2.1907,3730.4688,8172.2153
261477010,2.2698,3706.0547,8412.1807
261477050,2.2171,3740.2344,8292.3271
261477090,1.9003,3754.8828,7135.5459
261477129,1.9003,3754.8828,7135.5459
261477169,2.0323,3764.6484,7650.9165
261477208,2.0323,3759.7656,7640.9932
261477248,2.0323,3793.9453,7710.4565
261477287,2.0851,3715.8203,7747.8311
261477326,2.2698,3720.7031,8445.4297
261477366,2.2698,3735.3516,8478.6797
261477405,2.2962,3681.6406,8453.9365
261477445,2.3490,3720.7031,8740.0391
261477485,2.1907,3676.7578,8054.5527
261477524,2.0851,3740.2344,7798.7368
261477564,2.2171,3706.0547,8216.5488
261477603,2.2962,3725.5859,8554.8447
261477643,2.2698,3676.7578,8345.6807
261477683,2.2698,3686.5234,8367.8477
261477722,2.2171,3710.9375,8227.3740
261477762,2.0323,3740.2344,7601.2998
261477800,2.1379,3901.3672,8340.6553
261477840,2.2435,3710.9375,8325.3193
261477879,2.2435,3730.4688,8369.1367
261477919,2.1379,3715.8203,7943.9780
261477959,2.0323,3745.1172,7611.2231
261477998,2.0851,3735.3516,7788.5557
261478038,2.1907,3750.0000,8215.0020
261478077,2.1643,3740.2344,8094.8911
261478117,2.2698,3720.7031,8445.4297
261478157,2.1643,3735.3516,8084.3232
261478196,2.1643,3710.9375,8031.4844
261478236,2.1907,3769.5313,8257.7881
261478275,2.1379,3720.7031,7954.4170
261478315,2.2171,3720.7031,8249.0254
261478354,2.1643,3730.4688,8073.7554
261478393,2.1643,3720.7031,8052.6201
261478433,2.1907,3730.4688,8172.2153
261478472,2.1643,3730.4688,8073.7554
261478512,2.2435,3686.5234,8270.5479
261478552,2.1907,3706.0547,8118.7324
261478591,2.2171,3730.4688,8270.6758
261478631,2.2171,3730.4688,8270.6758
261478670,2.1643,3740.2344,8094.8911
261478710,2.0587,3764.6484,7750.2793
261478750,2.1115,3706.0547,7825.2842
261478789,2.1115,3745.1172,7907.7642
261478829,2.1115,3730.4688,7876.8340
261478867,2.2171,3759.7656,8335.6289
261478907,2.1907,3715.8203,8140.1255
261478947,2.1379,3710.9375,7933.5396
261478986,2.2435,3754.8828,8423.9082
261479026,2.1379,3691.4063,7891.7837
261479065,2.0587,3774.4141,7770.3838
261479105,2.0587,3740.2344,7700.0181
261479144,1.9795,3764.6484,7452.1914
261479184,2.0059,3754.8828,7531.9648
261479224,2.0323,3735.3516,7591.3765
261479263,1.9795,3779.2969,7481.1880
261479303,2.2435,3720.7031,8347.2275
261479342,2.2698,3730.4688,8467.5967
261479382,2.2962,3710.9375,8521.2090
261479421,2.3226,3730.4688,8664.5176
261479460,2.1643,3735.3516,8084.3232
261479500,2.1643,3735.3516,8084.3232
261479539,1.9795,3759.7656,7442.5259
261479579,2.0851,3735.3516,7788.5557
261479619,1.9795,3779.2969,7481.1880
261479658,2.0059,3759.7656,7541.7593
261479698,2.0059,3754.8828,7531.9648
261479737,2.0323,3754.8828,7631.0698
261479777,2.1115,3789.0625,8000.5542
261479817,2.3226,3735.3516,8675.8594
261479856,2.4018,3681.6406,8842.6230
261479896,2.3754,3720.7031,8838.2412
261479934,2.2171,3710.9375,8227.3740
261479974,1.9003,3784.1797,7191.2197
261480014,1.9003,3769.5313,7163.3828
261480053,1.8739,3798.8281,7118.7925
261480093,1.9267,3769.5313,7262.8745
261480132,2.0851,3715.8203,7747.8311
261480172,2.2171,3735.3516,8281.5020
261480212,2.2171,3740.2344,8292.3271
261480251,2.2962,3740.2344,8588.4814
261480291,2.0587,3764.6484,7750.2793
261480330,2.0059,3754.8828,7531.9648
261480370,1.9003,3784.1797,7191.2197
261480409,1.9795,3759.7656,7442.5259
261480449,1.9531,3779.2969,7381.4395
261480488,2.0587,3740.2344,7700.0181
261480527,2.2171,3740.2344,8292.3271
261480567,2.1379,3745.1172,8006.6113
261480606,2.1115,3710.9375,7835.5942
261480646,2.0323,3764.6484,7650.9165
261480686,2.0059,3740.2344,7502.5811
261480725,1.9531,3754.8828,7333.7554
261480765,1.8739,3764.6484,7054.7412
261480804,2.0059,3740.2344,7502.5811
261480844,1.9795,3789.0625,7500.5195
261480884,2.0059,3750.0000,7522.1704
261480923,2.1115,3754.8828,7928.3843
261480963,2.1643,3745.1172,8105.4590
261481001,2.0851,3735.3516,7788.5557
261481041,2.0323,3725.5859,7571.5298
261481081,2.0059,3730.4688,7482.9922
261481120,1.8476,3779.2969,6982.4424
261481160,1.9795,3774.4141,7471.5225
261481199,1.8476,3764.6484,6955.3784
261481239,1.9531,3774.4141,7371.9023
261481279,2.0059,3740.2344,7502.5811
261481318,2.0851,3754.8828,7829.2798
261481358,2.1379,3735.3516,7985.7339
261481397,2.0851,3740.2344,7798.7368
261481437,2.0851,3769.5313,7859.8232
261481477,1.9795,3769.5313,7461.8569
261481516,1.9267,3784.1797,7291.0981
261481555,1.8476,3720.7031,6874.1875
261481594,1.9267,3774.4141,7272.2822
261481634,1.9795,3769.5313,7461.8569
261481673,2.0851,3725.5859,7768.1934
261481713,2.0587,3754.8828,7730.1748
261481753,2.0587,3759.7656,7740.2271
261481792,2.0059,3730.4688,7482.9922
261481832,2.0587,3789.0625,7800.5405
261481871,2.0587,3720.7031,7659.8091
261481911,1.9531,3779.2969,7381.4395
261481951,1.9267,3764.6484,7253.4668
261481990,2.1115,3730.4688,7876.8340
261482030,2.1643,3774.4141,8168.8652
261482068,2.0059,3706.0547,7434.0200
261482108,2.0059,3745.1172,7512.3760
261482148,1.8739,3759.7656,7045.5913
261482187,2.0587,3769.5313,7760.3315
261482227,2.0059,3774.4141,7571.1426
261482266,1.8739,3789.0625,7100.4922
261482306,1.8476,3789.0625,7000.4849
261482346,1.9531,3764.6484,7352.8291
261482385,1.9531,3774.4141,7371.9023
261482425,1.8739,3764.6484,7054.7412
261482464,1.8212,3759.7656,6847.1240
261482504,1.7156,3813.4766,6542.3345
261482544,1.6892,3779.2969,6383.9473
261482583,1.7156,3789.0625,6500.4502
261482622,1.6892,3808.5938,6433.4355
261482661,1.7156,3779.2969,6483.6963
261482701,1.6892,3818.3594,6449.9316
261482741,1.6628,3828.1250,6365.3896
261482780,1.6100,3813.4766,6139.7295
261482820,1.5044,3833.0078,5766.5078
261482859,1.4253,3823.2422,5449.0889
261482899,1.5308,3847.6563,5890.0991
261482938,1.3725,3828.1250,5253.9722
261482978,1.4253,3837.8906,5469.9668
261483018,1.4253,3837.8906,5469.9668
261483057,1.4780,3813.4766,5636.4731
261483097,1.3461,3857.4219,5192.3701
261483136,1.2669,3842.7734,4868.3784
261483175,1.2405,3852.5391,4779.0684
261483215,1.3461,3872.0703,5212.0879
261483254,1.2669,3857.4219,4886.9365
261483294,0.2375,3999.0234,949.9370
261483332,0.2375,4008.7891,952.2567
261483371,0.2903,4003.9063,1162.4517
261483411,0.2903,3974.6094,1153.9459
261483450,0.3695,3999.0234,1477.6797
261483490,0.1848,4013.6719,741.5463
261483528,0.2111,3999.0234,844.3884
261483567,0.2375,3999.0234,949.9370
261483604,0.3167,4003.9063,1268.1290
261483644,0.2639,4003.9063,1056.7742
261483684,0.2639,4003.9063,1056.7742
261483723,0.2375,4013.6719,953.4166
261483762,0.2639,4013.6719,1059.3517
261483801,0.2903,4003.9063,1162.4517
261483841,0.3959,4013.6719,1589.0276
261483881,0.1848,4013.6719,741.5463
261483919,0.2903,4003.9063,1162.4517
261483959,0.2639,3999.0234,1055.4855
261483998,0.2111,4003.9063,845.4194
261484037,0.2639,4008.7891,1058.0630
261484077,0.2639,4008.7891,1058.0630
261484115,0.3167,4008.7891,1269.6755
261484155,0.2903,4062.5000,1179.4631
261484194,0.2639,4008.7891,1058.0630
261484234,0.2639,4013.6719,1059.3517
261484274,0.2375,4013.6719,953.4166
261484312,0.2111,4008.7891,846.4504
261484351,0.2639,4008.7891,1058.0630
261484390,0.1848,4008.7891,740.6441
261484429,0.2375,4003.9063,951.0968
261484467,0.2375,4003.9063,951.0968
261484506,0.2111,4003.9063,845.4194
261484545,0.2375,4008.7891,952.2567
261484582,0.2111,4018.5547,848.5124
261484621,0.2375,4008.7891,952.2567
261484659,0.3959,4013.6719,1589.0276
261484699,0.2903,4008.7891,1163.8693
261484739,0.2111,4008.7891,846.4504
261484777,0.2903,4008.7891,1163.8693
261484817,0.2375,3989.2578,947.6172
261484855,0.2639,3979.4922,1050.3304
261484895,0.2639,4018.5547,1060.6405
261484934,0.2375,4018.5547,954.5764
261484973,0.2639,4013.6719,1059.3517
261485012,0.2375,4013.6719,953.4166
261485050,0.2903,4008.7891,1163.8693
261485090,0.2375,3989.2578,947.6172
261485128,0.3959,4008.7891,1587.0945
261485168,0.2639,3999.0234,1055.4855
261485208,0.2639,4028.3203,1063.2180
261485247,0.2375,3999.0234,949.9370
261485286,0.2903,4018.5547,1166.7046
261485325,0.2111,4062.5000,857.7914
261485364,0.2375,4096.6797,973.1344
261485402,0.2639,3994.1406,1054.1968
261485442,0.2111,4013.6719,847.4814
261485480,0.2375,4013.6719,953.4166
261485518,0.2375,3999.0234,949.9370
261485557,0.1848,4008.7891,740.6441
261485595,0.2639,4008.7891,1058.0630
261485635,0.2111,4008.7891,846.4504
261485674,0.2639,4013.6719,1059.3517
261485713,0.3959,4013.6719,1589.0276
