99,0.??L??722656,859.8534
80063946,2.2171,3793.9453,8411.4072
80063984,2.2962,3813.4766,8756.6631
80064023,2.2698,3774.4141,8567.3457
80064062,2.2698,3808.5938,8644.9287
80064100,2.2698,3774.4141,8567.3457
80064139,2.2698,3808.5938,8644.9287
80064177,2.3490,3789.0625,8900.6172
80064216,2.3226,3818.3594,8868.6563
80064254,2.2698,3774.4141,8567.3457
80064292,2.3490,3813.4766,8957.9668
80064331,2.2435,3764.6484,8445.8174
80064369,2.2698,3808.5938,8644.9287
80064408,2.2962,3789.0625,8700.6025
80064446,2.2698,3823.2422,8678.1777
80064485,2.2171,3798.8281,8422.2334
80064524,2.1907,3833.0078,8396.8447
80064562,2.1115,3793.9453,8010.8643
80064601,2.2171,3808.5938,8443.8838
80064638,2.1643,3798.8281,8221.7041
80064677,2.1643,3828.1250,8285.1104
80064715,2.1643,3798.8281,8221.7041
80064754,2.1907,3828.1250,8386.1475
80064793,2.2698,3789.0625,8600.5957
80064831,2.1379,3818.3594,8163.1943
80064870,2.3226,3793.9453,8811.9512
80064908,2.3226,3813.4766,8857.3145
80064947,2.3226,3789.0625,8800.6094
80064986,2.3226,3818.3594,8868.6563
80065024,2.2698,3769.5313,8556.2627
80065062,2.2698,3818.3594,8667.0947
80065100,2.3226,3789.0625,8800.6094
80065139,2.2698,3813.4766,8656.0117
80065177,2.2698,3779.2969,8578.4287
80065216,2.3754,3823.2422,9081.8145
80065255,2.1907,3803.7109,8332.6650
80065293,2.1379,3818.3594,8163.1943
80065332,2.1379,3803.7109,8131.8779
80065370,2.1115,3823.2422,8072.7241
80065409,2.1115,3808.5938,8041.7939
80065446,2.1379,3828.1250,8184.0723
80065485,2.1907,3798.8281,8321.9678
80065524,2.3490,3813.4766,8957.9668
80065562,2.2962,3789.0625,8700.6025
80065601,2.4018,3813.4766,9159.2686
80065639,2.3490,3793.9453,8912.0869
80065678,2.4018,3813.4766,9159.2686
80065716,2.2962,3789.0625,8700.6025
80065755,2.2698,3818.3594,8667.0947
80065794,2.2698,3798.8281,8622.7617
80065831,2.1643,3823.2422,8274.5430
80065870,2.2962,3798.8281,8723.0273
80065908,2.1643,3784.1797,8190.0005
80065947,2.1643,3798.8281,8221.7041
80065986,2.2171,3818.3594,8465.5352
80066024,2.1379,3808.5938,8142.3169
80066063,2.2962,3803.7109,8734.2393
80066101,2.2435,3803.7109,8533.4521
80066140,2.3490,3803.7109,8935.0264
80066178,2.2171,3798.8281,8422.2334
80066216,2.2435,3813.4766,8555.3613
80066255,2.2698,3813.4766,8656.0117
80066293,2.2962,3808.5938,8745.4512
80066332,2.3754,3803.7109,9035.4199
80066370,2.2171,3808.5938,8443.8838
80066409,2.2435,3808.5938,8544.4063
80066447,2.2171,3798.8281,8422.2334
80066486,2.2435,3808.5938,8544.4063
80066525,2.2698,3803.7109,8633.8447
80066563,2.2171,3808.5938,8443.8838
80066601,2.3226,3798.8281,8823.2920
80066639,2.3754,3803.7109,9035.4199
80066678,2.3490,3793.9453,8912.0869
80066717,2.2698,3798.8281,8622.7617
80066755,2.4810,3798.8281,9424.8799
80066794,2.2962,3779.2969,8678.1787
80066832,2.2962,3803.7109,8734.2393
80066871,2.2171,3808.5938,8443.8838
80066909,2.2171,3808.5938,8443.8838
80066948,2.1907,3813.4766,8354.0576
80066987,2.1379,3818.3594,8163.1943
80067024,2.3226,3813.4766,8857.3145
80067063,2.3754,3789.0625,9000.6230
80067101,2.2435,3803.7109,8533.4521
80067140,2.3226,3784.1797,8789.2686
80067178,2.2435,3803.7109,8533.4521
80067217,2.3754,3808.5938,9047.0186
80067256,2.2962,3789.0625,8700.6025
80067294,2.3490,3793.9453,8912.0869
80067333,2.2698,3798.8281,8622.7617
80067371,2.2962,3793.9453,8711.8145
80067409,2.2171,3813.4766,8454.7090
80067448,2.2171,3818.3594,8465.5352
80067486,2.2171,3813.4766,8454.7090
80067525,2.3490,3803.7109,8935.0264
80067563,2.4018,3789.0625,9100.6309
80067602,2.2962,3803.7109,8734.2393
80067640,2.4018,3793.9453,9112.3584
80067679,2.3754,3798.8281,9023.8213
80067718,2.2962,3803.7109,8734.2393
80067756,2.2171,3803.7109,8433.0586
80067794,2.1907,3793.9453,8311.2715
80067832,2.1379,3823.2422,8173.6333
80067871,2.2698,3798.8281,8622.7617
80067909,2.2698,3803.7109,8633.8447
80067948,2.2962,3808.5938,8745.4512
80067987,2.2171,3793.9453,8411.4072
80068025,2.1379,3803.7109,8131.8779
80068064,2.2171,3798.8281,8422.2334
80068102,2.2171,3808.5938,8443.8838
80068141,2.2171,3803.7109,8433.0586
80068178,2.2698,3793.9453,8611.6787
80068217,2.2962,3784.1797,8689.3906
80068256,2.3490,3789.0625,8900.6172
80068294,2.2698,3798.8281,8622.7617
80068333,2.3490,3789.0625,8900.6172
80068371,2.2698,3793.9453,8611.6787
80068410,2.2962,3798.8281,8723.0273
80068449,2.2698,3798.8281,8622.7617
80068487,2.2962,3798.8281,8723.0273
80068526,2.2435,3808.5938,8544.4063
80068563,2.1907,3803.7109,8332.6650
80068602,2.2435,3808.5938,8544.4063
80068640,2.1379,3818.3594,8163.1943
80068679,2.2171,3808.5938,8443.8838
80068718,2.2171,3808.5938,8443.8838
80068756,2.2435,3803.7109,8533.4521
80068795,2.1907,3793.9453,8311.2715
80068833,2.3226,3798.8281,8823.2920
80068872,2.2698,3808.5938,8644.9287
80068910,2.3754,3793.9453,9012.2217
80068948,2.3226,3793.9453,8811.9512
80068987,2.3226,3798.8281,8823.2920
80069025,2.1907,3808.5938,8343.3613
80069064,2.2698,3803.7109,8633.8447
80069102,2.2435,3803.7109,8533.4521
80069141,2.1907,3803.7109,8332.6650
80069180,2.2962,3823.2422,8779.0879
80069218,2.1907,3789.0625,8300.5752
80069257,2.2171,3813.4766,8454.7090
80069295,2.3226,3798.8281,8823.2920
80069334,2.2171,3798.8281,8422.2334
80069371,2.3226,3784.1797,8789.2686
80069410,2.2698,3803.7109,8633.8447
80069449,2.2698,3803.7109,8633.8447
80069487,2.1643,3803.7109,8232.2715
80069526,2.1907,3798.8281,8321.9678
80069564,2.2171,3813.4766,8454.7090
80069603,2.3226,3798.8281,8823.2920
80069641,2.2698,3798.8281,8622.7617
80069680,2.3754,3798.8281,9023.8213
80069719,2.3226,3818.3594,8868.6563
80069756,2.2698,3793.9453,8611.6787
80069795,2.2435,3803.7109,8533.4521
80069833,2.2171,3798.8281,8422.2334
80069872,2.3226,3798.8281,8823.2920
80069911,2.1643,3793.9453,8211.1357
80069949,2.2171,3813.4766,8454.7090
80069988,2.2435,3779.2969,8478.6807
80070026,2.1115,3823.2422,8072.7241
80070065,2.2171,3808.5938,8443.8838
80070103,2.2171,3818.3594,8465.5352
80070141,2.1643,3784.1797,8190.0005
80070180,2.2171,3823.2422,8476.3604
80070218,2.1907,3798.8281,8321.9678
80070257,2.1643,3818.3594,8263.9746
80070295,2.3226,3784.1797,8789.2686
80070334,2.2435,3803.7109,8533.4521
80070372,2.3490,3769.5313,8854.7373
80070411,2.2962,3808.5938,8745.4512
80070450,2.2698,3774.4141,8567.3457
80070488,2.2698,3818.3594,8667.0947
80070526,2.2435,3779.2969,8478.6807
80070564,2.2435,3818.3594,8566.3154
80070603,2.3226,3774.4141,8766.5869
80070641,2.3754,3813.4766,9058.6172
80070680,2.1643,3784.1797,8190.0005
80070719,2.1643,3828.1250,8285.1104
80070757,2.1379,3793.9453,8111.0000
80070796,2.2435,3823.2422,8577.2695
80070834,2.3226,3789.0625,8800.6094
80070873,2.2962,3803.7109,8734.2393
80070912,2.3754,3779.2969,8977.4258
80070949,2.3490,3803.7109,8935.0264
80070988,2.4282,3769.5313,9153.2119
80071026,2.3226,3808.5938,8845.9736
80071065,2.2698,3779.2969,8578.4287
80071103,2.2435,3823.2422,8577.2695
80071142,2.2962,3784.1797,8689.3906
80071181,2.2171,3823.2422,8476.3604
80071219,2.1907,3798.8281,8321.9678
80071258,2.2435,3818.3594,8566.3154
80071296,2.2698,3789.0625,8600.5957
80071334,2.2435,3813.4766,8555.3613
80071372,2.4546,3779.2969,9276.6729
80071411,2.4282,3798.8281,9224.3506
80071450,2.2962,3789.0625,8700.6025
80071488,2.3490,3793.9453,8912.0869
80071527,2.3754,3789.0625,9000.6230
80071565,2.2435,3803.7109,8533.4521
80071604,2.2435,3798.8281,8522.4980
80071643,2.2698,3808.5938,8644.9287
80071681,2.1643,3803.7109,8232.2715
80071719,2.1907,3803.7109,8332.6650
80071757,2.1643,3828.1250,8285.1104
80071796,2.1643,3793.9453,8211.1357
80071834,2.1907,3818.3594,8364.7549
80071873,2.2171,3779.2969,8378.9307
80071912,2.2435,3813.4766,8555.3613
80071950,2.2962,3774.4141,8666.9658
80071989,2.2435,3818.3594,8566.3154
80072027,2.2698,3784.1797,8589.5117
80072066,2.2171,3803.7109,8433.0586
80072103,2.2962,3779.2969,8678.1787
80072142,2.2962,3808.5938,8745.4512
80072181,2.3226,3793.9453,8811.9512
80072219,2.2435,3798.8281,8522.4980
80072258,2.2171,3784.1797,8389.7568
80072296,2.3490,3813.4766,8957.9668
80072335,2.2171,3789.0625,8400.5820
80072374,2.2171,3784.1797,8389.7568
80072412,2.2962,3798.8281,8723.0273
80072451,2.3226,3803.7109,8834.6328
80072488,2.1907,3784.1797,8289.8779
80072527,2.1907,3813.4766,8354.0576
80072565,2.2698,3798.8281,8622.7617
80072604,2.2435,3813.4766,8555.3613
80072643,2.2698,3803.7109,8633.8447
80072681,2.2435,3784.1797,8489.6348
80072720,2.2962,3793.9453,8711.8145
80072758,2.3226,3798.8281,8823.2920
80072797,2.3226,3803.7109,8834.6328
80072835,2.3226,3798.8281,8823.2920
80072873,2.2171,3789.0625,8400.5820
80072912,2.2698,3798.8281,8622.7617
80072950,2.3754,3798.8281,9023.8213
80072989,2.3226,3793.9453,8811.9512
80073027,2.2962,3793.9453,8711.8145
80073066,2.3754,3793.9453,9012.2217
80073104,2.1907,3779.2969,8279.1816
80073143,2.2435,3808.5938,8544.4063
80073182,2.3490,3789.0625,8900.6172
80073220,2.2698,3784.1797,8589.5117
80073259,2.3490,3798.8281,8923.5566
80073296,2.2962,3789.0625,8700.6025
80073335,2.2962,3793.9453,8711.8145
80073374,2.2698,3793.9453,8611.6787
80073412,2.1643,3808.5938,8242.8398
80073451,2.1907,3803.7109,8332.6650
80073489,2.2171,3808.5938,8443.8838
80073528,2.2171,3789.0625,8400.5820
80073566,2.2962,3808.5938,8745.4512
80073605,2.3226,3789.0625,8800.6094
80073644,2.3226,3818.3594,8868.6563
80073681,2.3226,3779.2969,8777.9277
80073720,2.3490,3803.7109,8935.0264
80073758,2.4018,3759.7656,9030.2646
80073797,2.3490,3798.8281,8923.5566
80073835,2.4546,3764.6484,9240.7168
80073874,2.3226,3803.7109,8834.6328
80073913,2.2962,3759.7656,8633.3301
80073951,2.3226,3808.5938,8845.9736
80073990,2.2962,3779.2969,8678.1787
80074028,2.1643,3813.4766,8253.4072
80074066,2.2435,3793.9453,8511.5439
80074105,2.2435,3823.2422,8577.2695
80074143,2.2698,3784.1797,8589.5117
80074182,2.2698,3813.4766,8656.0117
80074220,2.2435,3789.0625,8500.5889
80074259,2.2962,3798.8281,8723.0273
80074297,2.3226,3784.1797,8789.2686
80074336,2.4018,3798.8281,9124.0859
80074375,2.2698,3784.1797,8589.5117
80074413,2.2698,3793.9453,8611.6787
80074451,2.1907,3784.1797,8289.8779
80074489,2.1643,3793.9453,8211.1357
80074528,2.2435,3808.5938,8544.4063
80074566,2.1907,3798.8281,8321.9678
80074605,2.1115,3823.2422,8072.7241
80074644,2.2435,3793.9453,8511.5439
80074682,2.2698,3818.3594,8667.0947
80074721,2.2435,3779.2969,8478.6807
80074759,2.1907,3823.2422,8375.4512
80074798,2.2435,3779.2969,8478.6807
80074836,2.2962,3813.4766,8756.6631
80074874,2.3226,3764.6484,8743.9053
80074913,2.2698,3803.7109,8633.8447
80074951,2.2171,3789.0625,8400.5820
80074990,2.1907,3798.8281,8321.9678
80075028,2.2435,3793.9453,8511.5439
80075067,2.2962,3813.4766,8756.6631
80075106,2.2435,3789.0625,8500.5889
80075144,2.1907,3808.5938,8343.3613
80075183,2.1907,3793.9453,8311.2715
80075220,2.2698,3813.4766,8656.0117
80075259,2.2435,3798.8281,8522.4980
80075297,2.2171,3808.5938,8443.8838
80075336,2.2435,3789.0625,8500.5889
80075375,2.3490,3803.7109,8935.0264
80075413,2.2698,3798.8281,8622.7617
80075452,2.2962,3789.0625,8700.6025
80075490,2.2698,3798.8281,8622.7617
80075529,2.2171,3784.1797,8389.7568
80075567,2.2698,3808.5938,8644.9287
80075606,2.2171,3798.8281,8422.2334
80075644,2.2435,3813.4766,8555.3613
80075682,2.1643,3784.1797,8190.0005
80075721,2.2962,3823.2422,8779.0879
80075759,2.2171,3808.5938,8443.8838
80075798,2.2962,3793.9453,8711.8145
80075837,2.3490,3793.9453,8912.0869
80075875,2.3226,3798.8281,8823.2920
80075914,2.2962,3784.1797,8689.3906
80075952,2.2171,3818.3594,8465.5352
80075991,2.2171,3793.9453,8411.4072
80076028,2.1907,3823.2422,8375.4512
80076067,2.2962,3803.7109,8734.2393
80076106,2.2962,3813.4766,8756.6631
80076144,2.2435,3793.9453,8511.5439
80076183,2.4282,3808.5938,9248.0635
80076221,2.3490,3793.9453,8912.0869
80076260,2.2962,3803.7109,8734.2393
80076298,2.3754,3789.0625,9000.6230
80076337,2.2698,3808.5938,8644.9287
80076376,2.2698,3798.8281,8622.7617
80076413,2.2962,3793.9453,8711.8145
80076452,2.2435,3808.5938,8544.4063
80076490,2.2435,3789.0625,8500.5889
80076529,2.1907,3793.9453,8311.2715
80076568,2.2171,3798.8281,8422.2334
80076606,2.1643,3808.5938,8242.8398
80076645,2.1643,3803.7109,8232.2715
80076683,2.1379,3828.1250,8184.0723
80076722,2.2171,3779.2969,8378.9307
80076760,2.2435,3803.7109,8533.4521
80076798,2.2962,3784.1797,8689.3906
80076837,2.3226,3808.5938,8845.9736
80076875,2.2171,3769.5313,8357.2803
80076914,2.2698,3813.4766,8656.0117
80076952,2.3490,3779.2969,8877.6777
80076991,2.2435,3813.4766,8555.3613
80077029,2.2435,3784.1797,8489.6348
80077068,2.2435,3818.3594,8566.3154
80077107,2.2435,3774.4141,8467.7256
80077145,2.3490,3823.2422,8980.9063
80077184,2.2435,3769.5313,8456.7715
80077221,2.2171,3813.4766,8454.7090
80077260,2.2962,3759.7656,8633.3301
80077299,2.1379,3808.5938,8142.3169
80077337,2.3490,3789.0625,8900.6172
80077376,2.2698,3828.1250,8689.2617
80077414,2.1643,3784.1797,8190.0005
80077453,2.1907,3823.2422,8375.4512
80077491,2.1907,3774.4141,8268.4854
80077530,2.2171,3823.2422,8476.3604
80077569,2.1907,3774.4141,8268.4854
80077606,2.2171,3823.2422,8476.3604
80077645,2.2171,3779.2969,8378.9307
80077683,2.1907,3823.2422,8375.4512
80077722,2.2435,3779.2969,8478.6807
80077760,2.2962,3803.7109,8734.2393
80077799,2.4282,3789.0625,9200.6377
80077838,2.1907,3808.5938,8343.3613
80077876,2.2698,3774.4141,8567.3457
80077915,2.2171,3808.5938,8443.8838
80077953,2.2171,3769.5313,8357.2803
80077991,2.2435,3818.3594,8566.3154
80078029,2.1907,3774.4141,8268.4854
80078068,2.2962,3808.5938,8745.4512
80078107,2.2698,3784.1797,8589.5117
80078145,2.2698,3813.4766,8656.0117
80078184,2.2698,3784.1797,8589.5117
80078222,2.1907,3769.5313,8257.7881
80078261,2.2698,3798.8281,8622.7617
80078300,2.2962,3818.3594,8767.8750
80078338,2.4018,3779.2969,9077.1748
80078376,2.2698,3818.3594,8667.0947
80078414,2.2962,3779.2969,8678.1787
80078453,2.2962,3818.3594,8767.8750
80078491,2.2698,3789.0625,8600.5957
80078530,2.1643,3823.2422,8274.5430
80078569,2.2171,3793.9453,8411.4072
80078607,2.2698,3798.8281,8622.7617
80078646,2.3490,3789.0625,8900.6172
80078684,2.2962,3808.5938,8745.4512
80078723,2.1907,3793.9453,8311.2715
80078760,2.2171,3808.5938,8443.8838
80078799,2.2171,3798.8281,8422.2334
80078838,2.2962,3818.3594,8767.8750
80078876,2.1115,3813.4766,8052.1040
80078915,2.2962,3808.5938,8745.4512
80078953,2.2435,3798.8281,8522.4980
80078992,2.2435,3793.9453,8511.5439
80079031,2.3226,3798.8281,8823.2920
80079069,2.2962,3789.0625,8700.6025
80079108,2.4018,3808.5938,9147.5410
80079145,2.3226,3779.2969,8777.9277
80079184,2.2698,3789.0625,8600.5957
80079222,2.2171,3808.5938,8443.8838
80079261,2.2171,3803.7109,8433.0586
80079300,2.2171,3798.8281,8422.2334
80079338,2.1907,3798.8281,8321.9678
80079377,2.2962,3789.0625,8700.6025
80079415,2.2962,3803.7109,8734.2393
80079454,2.3490,3784.1797,8889.1475
80079492,2.2698,3808.5938,8644.9287
80079531,2.2171,3784.1797,8389.7568
80079569,2.1643,3808.5938,8242.8398
80079607,2.1907,3798.8281,8321.9678
80079646,2.1907,3828.1250,8386.1475
80079684,2.2435,3784.1797,8489.6348
80079723,2.2435,3808.5938,8544.4063
80079762,2.2435,3774.4141,8467.7256
80079800,2.2171,3798.8281,8422.2334
80079839,2.3226,3769.5313,8755.2461
80079877,2.2962,3818.3594,8767.8750
80079916,2.3754,3769.5313,8954.2285
80079953,2.1907,3808.5938,8343.3613
80079992,2.2962,3769.5313,8655.7539
80080031,2.1643,3808.5938,8242.8398
80080069,2.2171,3784.1797,8389.7568
80080108,2.1907,3813.4766,8354.0576
80080146,2.1907,3789.0625,8300.5752
80080185,2.2698,3818.3594,8667.0947
80080223,2.4810,3764.6484,9340.0801
80080262,2.6130,3764.6484,9836.8936
80080301,2.5074,3754.8828,9414.9570
80080338,2.2698,3808.5938,8644.9287
80080377,2.3490,3779.2969,8877.6777
80080415,2.1643,3823.2422,8274.5430
80080454,2.0323,3813.4766,7750.1504
80080492,1.9531,3847.6563,7514.9536
80080531,2.1115,3818.3594,8062.4141
80080570,2.0059,3828.1250,7678.8823
80080608,2.0059,3818.3594,7659.2930
80080647,2.1379,3813.4766,8152.7554
80080685,2.0059,3837.8906,7698.4712
80080723,2.1379,3784.1797,8090.1226
80080762,2.1907,3833.0078,8396.8447
80080800,2.0323,3803.7109,7730.3037
80080839,2.0323,3823.2422,7769.9971
80080877,2.1115,3789.0625,8000.5542
80080916,2.0587,3847.6563,7921.1675
80080954,1.9531,3803.7109,7429.1230
80080993,2.0587,3828.1250,7880.9585
80081032,2.0059,3828.1250,7678.8823
80081070,1.7156,3862.3047,6626.1030
80081108,1.5836,3862.3047,6116.4028
80081146,1.4516,3896.4844,5656.3193
80081185,1.4516,3876.9531,5627.9673
80081223,1.6100,3876.9531,6241.9272
80081262,1.5836,3876.9531,6139.6006
80081301,1.3461,3901.3672,5251.5239
80081339,1.2141,3935.5469,4778.1660
80081378,1.1349,3920.8984,4449.9214
80081416,1.1349,3940.4297,4472.0879
80081455,0.2375,4042.9688,960.3758
80081492,0.2111,4042.9688,853.6674
80081529,0.1848,4042.9688,746.9590
80081567,0.1848,4047.8516,747.8611
80081604,0.3431,4038.0859,1385.5342
80081643,0.1584,4047.8516,641.0237
80081680,0.1848,4047.8516,747.8611
80081718,0.2111,4042.9688,853.6674
80081755,0.1584,4038.0859,639.4772
80081793,0.2111,4033.2031,851.6054
80081830,0.1584,4047.8516,641.0237
80081867,0.1848,4038.0859,746.0569
80081905,0.1584,4038.0859,639.4772
80081942,0.1584,4042.9688,640.2505
80081980,0.2111,4047.8516,854.6984
80082017,0.2111,4042.9688,853.6674
80082055,0.1848,4042.9688,746.9590
80082093,0.2375,4042.9688,960.3758
80082129,0.3431,4042.9688,1387.2095
80082168,0.1848,4042.9688,746.9590
80082205,0.1584,4028.3203,637.9308
80082243,0.1848,4028.3203,744.2526
80082280,0.3695,4038.0859,1492.1138
80082319,0.2375,4042.9688,960.3758
80082356,0.1848,4042.9688,746.9590
80082394,0.2375,4033.2031,958.0560
80082432,0.2639,4042.9688,1067.0842
80082469,0.2111,4047.8516,854.6984
80082507,0.1848,4047.8516,747.8611
80082544,0.2111,4047.8516,854.6984
80082582,0.1584,4052.7344,641.7970
80082619,0.1848,4042.9688,746.9590
80082657,0.2375,4047.8516,961.5356
80082695,0.2111,4047.8516,854.6984
80082732,0.1320,4047.8516,534.1865
80082769,0.2375,4042.9688,960.3758
80082806,0.2375,4052.7344,962.6956
80082844,0.1584,4047.8516,641.0237
80082881,0.1584,4047.8516,641.0237
80082919,0.1584,4052.7344,641.7970
80082957,0.1848,4047.8516,747.8611
80082994,0.1584,4057.6172,642.5703
80083032,0.1584,4047.8516,641.0237
80083068,0.1584,4042.9688,640.2505
80083106,0.2111,4052.7344,855.7294
80083143,0.2111,4047.8516,854.6984
80083181,0.2375,4047.8516,961.5356
80083218,0.1584,4052.7344,641.7970
80083256,0.2375,4047.8516,961.5356
80083294,0.2111,4042.9688,853.6674
80083331,0.1848,4047.8516,747.8611
80083368,0.1848,4033.2031,745.1547
80083405,0.2111,4042.9688,853.6674
80083443,0.1848,4052.7344,748.7632
80083480,0.1848,4047.8516,747.8611
80083518,0.1584,4052.7344,641.7970
80083556,0.3431,4057.6172,1392.2356
80083594,0.2111,4047.8516,854.6984
80083632,0.1584,4052.7344,641.7970
80083668,0.2375,4052.7344,962.6956
80083706,0.1584,4052.7344,641.7970
80083743,0.2111,4028.3203,850.5744
80083781,0.2111,4052.7344,855.7294
80083818,0.1848,4052.7344,748.7632
80083856,0.2111,4047.8516,854.6984
80083894,0.2111,4028.3203,850.5744
80083931,0.2111,4042.9688,853.6674
80083969,0.2111,4057.6172,856.7604
80084005,0.2111,4057.6172,856.7604
80084043,0.3695,4047.8516,1495.7222
80084081,0.1848,4052.7344,748.7632
80084119,0.2375,4047.8516,961.5356
80084157,0.1584,4047.8516,641.0237
80084194,0.2111,4047.8516,854.6984
80084232,0.2111,4052.7344,855.7294
80084269,0.2639,4052.7344,1069.6617
80084307,0.1848,4047.8516,747.8611
80084344,0.1848,4052.7344,748.7632
80084382,0.2111,4042.9688,853.6674
80084419,0.2375,4047.8516,961.5356
80084457,0.2903,4057.6172,1178.0455
80084496,0.2111,4047.8516,854.6984
80084533,0.1584,4057.6172,642.5703
80084571,0.2111,4057.6172,856.7604
80084608,0.1848,4047.8516,747.8611
80084645,0.2111,4052.7344,855.7294
80084682,0.2111,4052.7344,855.7294
80084720,0.1848,4052.7344,748.7632
