6370695L	)??8,052.7344,748.7632
263759521,2.1643,3740.2344,8094.8911
263759561,2.2698,3750.0000,8511.9297
263759600,2.2698,3750.0000,8511.9297
263759640,2.2962,3730.4688,8566.0576
263759679,2.0587,3779.2969,7780.4360
263759719,2.0587,3745.1172,7710.0703
263759759,2.1907,3725.5859,8161.5186
263759798,2.2698,3720.7031,8445.4297
263759838,2.2698,3759.7656,8534.0957
263759877,2.2435,3725.5859,8358.1826
263759917,2.0851,3740.2344,7798.7368
263759955,2.1379,3759.7656,8037.9282
263759995,2.2171,3740.2344,8292.3271
263760035,2.1643,3764.6484,8147.7300
263760074,2.1643,3740.2344,8094.8911
263760114,2.1643,3769.5313,8158.2974
263760153,2.2962,3725.5859,8554.8447
263760193,2.3490,3764.6484,8843.2676
263760233,2.2171,3745.1172,8303.1523
263760272,2.2435,3745.1172,8402.0000
263760312,2.1115,3769.5313,7959.3140
263760351,2.3226,3730.4688,8664.5176
263760391,2.2962,3745.1172,8599.6934
263760431,2.2435,3740.2344,8391.0459
263760470,2.2698,3774.4141,8567.3457
263760509,2.2171,3754.8828,8324.8037
263760548,2.2435,3735.3516,8380.0908
263760588,2.2171,3745.1172,8303.1523
263760628,2.1643,3818.3594,8263.9746
263760667,2.1115,3774.4141,7969.6240
263760707,2.0851,3759.7656,7839.4609
263760746,2.2171,3769.5313,8357.2803
263760786,2.2435,3735.3516,8380.0908
263760826,2.2698,3769.5313,8556.2627
263760865,2.2171,3730.4688,8270.6758
263760905,2.2435,3750.0000,8412.9541
263760944,2.1907,3735.3516,8182.9121
263760984,2.2698,3740.2344,8489.7627
263761024,2.2435,3764.6484,8445.8174
263761062,2.2435,3740.2344,8391.0459
263761102,2.1643,3754.8828,8126.5942
263761141,2.1907,3754.8828,8225.6982
263761181,2.1907,3774.4141,8268.4854
263761220,2.0323,3735.3516,7591.3765
263761260,2.0587,3789.0625,7800.5405
263761300,2.2171,3745.1172,8303.1523
263761339,2.2698,3754.8828,8523.0127
263761379,2.3226,3750.0000,8709.8818
263761418,2.2698,3720.7031,8445.4297
263761458,2.1115,3769.5313,7959.3140
263761498,2.0851,3740.2344,7798.7368
263761537,2.0851,3769.5313,7859.8232
263761576,2.1643,3740.2344,8094.8911
263761615,2.1907,3769.5313,8257.7881
263761655,2.1907,3740.2344,8193.6084
263761695,2.1379,3754.8828,8027.4893
263761734,2.1115,3769.5313,7959.3140
263761774,2.1379,3750.0000,8017.0503
263761813,2.2962,3754.8828,8622.1182
263761853,2.1379,3725.5859,7964.8560
263761893,2.2171,3774.4141,8368.1055
263761932,2.1643,3730.4688,8073.7554
263761972,2.2435,3764.6484,8445.8174
263762011,2.2435,3759.7656,8434.8633
263762051,2.1907,3730.4688,8172.2153
263762091,2.0851,3764.6484,7849.6421
263762129,2.0851,3750.0000,7819.0986
263762169,2.2171,3769.5313,8357.2803
263762208,2.1643,3725.5859,8063.1880
263762248,2.1115,3779.2969,7979.9341
263762288,2.1643,3769.5313,8158.2974
263762327,2.1643,3764.6484,8147.7300
263762367,2.2435,3740.2344,8391.0459
263762406,2.1907,3759.7656,8236.3955
263762446,2.1115,3759.7656,7938.6943
263762485,2.1643,3745.1172,8105.4590
263762525,2.1379,3774.4141,8069.2446
263762565,2.2435,3750.0000,8412.9541
263762604,2.1643,3774.4141,8168.8652
263762643,2.1643,3745.1172,8105.4590
263762682,2.2171,3750.0000,8313.9775
263762722,2.2435,3754.8828,8423.9082
263762762,2.1907,3730.4688,8172.2153
263762801,2.2435,3745.1172,8402.0000
263762841,2.2171,3735.3516,8281.5020
263762880,2.1907,3750.0000,8215.0020
263762920,2.1643,3691.4063,7989.2134
263762960,2.0851,3789.0625,7900.5479
263762999,2.1643,3750.0000,8116.0264
263763039,2.0587,3759.7656,7740.2271
263763078,2.0587,3779.2969,7780.4360
263763118,2.0059,3764.6484,7551.5537
263763158,2.1643,3774.4141,8168.8652
263763196,2.2698,3730.4688,8467.5967
263763236,2.3226,3764.6484,8743.9053
263763275,2.2962,3735.3516,8577.2695
263763315,2.1643,3779.2969,8179.4331
263763355,2.0587,3759.7656,7740.2271
263763394,2.0851,3769.5313,7859.8232
263763434,2.1379,3798.8281,8121.4390
263763473,2.2171,3735.3516,8281.5020
263763513,2.1907,3754.8828,8225.6982
263763553,2.1907,3759.7656,8236.3955
263763592,2.1907,3759.7656,8236.3955
263763632,2.2435,3730.4688,8369.1367
263763671,2.2435,3769.5313,8456.7715
263763710,2.1379,3730.4688,7975.2949
263763749,2.2962,3754.8828,8622.1182
263763789,2.1379,3764.6484,8048.3667
263763829,2.1907,3745.1172,8204.3057
263763868,2.1643,3769.5313,8158.2974
263763908,2.1379,3715.8203,7943.9780
263763947,2.3226,3769.5313,8755.2461
263763987,2.2962,3735.3516,8577.2695
263764027,2.1907,3769.5313,8257.7881
263764066,2.1379,3750.0000,8017.0503
263764106,1.9531,3774.4141,7371.9023
263764145,2.1379,3784.1797,8090.1226
263764185,2.1115,3740.2344,7897.4541
263764225,2.1379,3754.8828,8027.4893
263764263,2.2171,3735.3516,8281.5020
263764303,2.2698,3769.5313,8556.2627
263764342,2.2962,3730.4688,8566.0576
263764382,2.1643,3774.4141,8168.8652
263764422,2.1643,3754.8828,8126.5942
263764461,2.1907,3740.2344,8193.6084
263764501,2.2171,3774.4141,8368.1055
263764540,2.2962,3725.5859,8554.8447
263764580,2.3226,3745.1172,8698.5410
263764620,2.4018,3725.5859,8948.1719
263764659,2.2962,3745.1172,8599.6934
263764699,2.2435,3710.9375,8325.3193
263764738,2.1643,3750.0000,8116.0264
263764777,2.1115,3740.2344,7897.4541
263764817,2.1643,3750.0000,8116.0264
263764856,2.1907,3750.0000,8215.0020
263764896,2.1907,3735.3516,8182.9121
263764935,2.0587,3759.7656,7740.2271
263764975,2.1379,3735.3516,7985.7339
263765014,2.1907,3759.7656,8236.3955
263765054,2.1643,3730.4688,8073.7554
263765094,2.2962,3769.5313,8655.7539
263765133,2.1907,3745.1172,8204.3057
263765173,2.1643,3769.5313,8158.2974
263765212,2.0851,3754.8828,7829.2798
263765252,2.0587,3750.0000,7720.1226
263765292,2.2435,3764.6484,8445.8174
263765330,2.1115,3745.1172,7907.7642
263765370,2.1379,3759.7656,8037.9282
263765409,2.1907,3725.5859,8161.5186
263765449,2.2171,3740.2344,8292.3271
263765489,2.2698,3730.4688,8467.5967
263765528,2.4018,3754.8828,9018.5371
263765568,2.2435,3750.0000,8412.9541
263765607,2.2962,3735.3516,8577.2695
263765647,2.1907,3745.1172,8204.3057
263765687,2.1907,3725.5859,8161.5186
263765726,2.2171,3872.0703,8584.6152
263765766,2.1643,3730.4688,8073.7554
263765805,2.2171,3784.1797,8389.7568
263765844,2.1907,3754.8828,8225.6982
263765884,2.1379,3774.4141,8069.2446
263765923,2.1115,3779.2969,7979.9341
263765963,2.0587,3769.5313,7760.3315
263766002,2.1379,3759.7656,8037.9282
263766042,2.0851,3798.8281,7920.9102
263766082,2.1115,3740.2344,7897.4541
263766121,2.1379,3730.4688,7975.2949
263766161,2.2171,3759.7656,8335.6289
263766200,2.3226,3740.2344,8687.2002
263766240,2.2962,3784.1797,8689.3906
263766279,2.2698,3745.1172,8500.8467
263766319,2.2171,3735.3516,8281.5020
263766359,2.2698,3764.6484,8545.1797
263766397,2.2171,3725.5859,8259.8506
263766437,2.3226,3754.8828,8721.2227
263766476,2.1379,3735.3516,7985.7339
263766516,2.1643,3759.7656,8137.1621
263766556,2.1643,3745.1172,8105.4590
263766595,2.1643,3769.5313,8158.2974
263766635,2.1643,3740.2344,8094.8911
263766674,2.2962,3750.0000,8610.9053
263766714,2.1379,3759.7656,8037.9282
263766754,2.1907,3754.8828,8225.6982
263766793,2.1907,3764.6484,8247.0918
263766833,2.2171,3730.4688,8270.6758
263766872,2.2435,3720.7031,8347.2275
263766912,2.3754,3725.5859,8849.8398
263766951,2.1907,3764.6484,8247.0918
263766990,2.2435,3754.8828,8423.9082
263767030,2.1643,3769.5313,8158.2974
263767069,2.1115,3754.8828,7928.3843
263767109,2.0587,3745.1172,7710.0703
263767149,2.1115,3774.4141,7969.6240
263767188,2.0851,3750.0000,7819.0986
263767228,2.1115,3769.5313,7959.3140
263767267,2.1643,3750.0000,8116.0264
263767307,2.1643,3769.5313,8158.2974
263767347,2.1643,3754.8828,8126.5942
263767386,2.2435,3750.0000,8412.9541
263767426,2.2698,3764.6484,8545.1797
263767464,2.2962,3725.5859,8554.8447
263767504,2.3490,3789.0625,8900.6172
263767543,2.3226,3720.7031,8641.8359
263767583,2.2962,3764.6484,8644.5420
263767623,2.1643,3745.1172,8105.4590
263767662,2.2435,3764.6484,8445.8174
263767702,2.1379,3735.3516,7985.7339
263767741,2.1907,3759.7656,8236.3955
263767781,2.1907,3754.8828,8225.6982
263767821,2.2435,3759.7656,8434.8633
263767860,2.1379,3769.5313,8058.8057
263767900,2.1643,3725.5859,8063.1880
263767939,2.2435,3754.8828,8423.9082
263767979,2.2962,3725.5859,8554.8447
263768018,2.2962,3857.4219,8857.5723
263768057,2.2698,3735.3516,8478.6797
263768097,2.1907,3735.3516,8182.9121
263768136,2.1379,3759.7656,8037.9282
263768176,2.2435,3750.0000,8412.9541
263768216,2.2435,3764.6484,8445.8174
263768255,2.2962,3730.4688,8566.0576
263768295,2.3226,3754.8828,8721.2227
263768334,2.1379,3862.3047,8257.1445
263768374,2.0587,3759.7656,7740.2271
263768414,2.0851,3745.1172,7808.9175
263768453,2.0851,3769.5313,7859.8232
263768493,2.1115,3759.7656,7938.6943
263768531,2.1379,3759.7656,8037.9282
263768571,2.0323,3779.2969,7680.6865
263768611,2.2435,3759.7656,8434.8633
263768650,2.1643,3769.5313,8158.2974
263768690,2.2171,3715.8203,8238.1992
263768729,2.3226,3745.1172,8698.5410
263768769,2.3490,3730.4688,8762.9785
263768808,2.3226,3754.8828,8721.2227
263768848,2.2435,3715.8203,8336.2734
263768888,2.2435,3769.5313,8456.7715
263768927,2.1643,3750.0000,8116.0264
263768967,2.0323,3754.8828,7631.0698
263769006,2.0851,3784.1797,7890.3667
263769046,2.1643,3784.1797,8190.0005
263769085,2.1115,3774.4141,7969.6240
263769124,2.2698,3730.4688,8467.5967
263769164,2.1907,3759.7656,8236.3955
263769203,2.4546,3725.5859,9144.8340
263769243,2.4018,3740.2344,8983.3545
263769283,2.4018,3720.7031,8936.4443
263769322,2.4018,3715.8203,8924.7158
263769362,2.2698,3715.8203,8434.3467
263769401,2.2698,3735.3516,8478.6797
263769441,2.1115,3750.0000,7918.0742
263769481,2.1115,3774.4141,7969.6240
263769520,1.9795,3789.0625,7500.5195
263769560,1.9795,3745.1172,7413.5288
263769598,2.1379,3769.5313,8058.8057
263769638,2.0851,3735.3516,7788.5557
263769678,2.1643,3769.5313,8158.2974
263769717,2.3226,3740.2344,8687.2002
263769757,2.2962,3745.1172,8599.6934
263769796,2.2171,3813.4766,8454.7090
263769836,2.1643,3735.3516,8084.3232
263769876,2.2698,3745.1172,8500.8467
263769915,2.3226,3735.3516,8675.8594
263769955,2.1907,3745.1172,8204.3057
263769994,2.1907,3725.5859,8161.5186
263770034,2.1379,3759.7656,8037.9282
263770073,2.1115,3779.2969,7979.9341
263770113,2.2698,3750.0000,8511.9297
263770152,2.2698,3750.0000,8511.9297
263770191,2.4018,3730.4688,8959.8994
263770231,2.3226,3754.8828,8721.2227
263770270,2.3226,3725.5859,8653.1768
263770310,2.2435,3872.0703,8686.8135
263770350,2.2698,3706.0547,8412.1807
263770389,2.2698,3769.5313,8556.2627
263770429,2.1379,3750.0000,8017.0503
263770468,2.1643,3769.5313,8158.2974
263770508,2.0851,3769.5313,7859.8232
263770548,2.1379,3754.8828,8027.4893
263770587,2.0851,3774.4141,7870.0044
263770627,2.0587,3583.9844,7378.3462
263770665,2.1115,3754.8828,7928.3843
263770705,2.0587,3745.1172,7710.0703
263770745,2.0323,3774.4141,7670.7632
263770784,2.1907,3759.7656,8236.3955
263770824,2.1907,3754.8828,8225.6982
263770863,2.2171,3769.5313,8357.2803
263770903,2.3226,3706.0547,8607.8125
263770943,2.4018,3715.8203,8924.7158
263770982,2.3490,3710.9375,8717.0996
263771022,2.3490,3730.4688,8762.9785
263771061,2.2435,3725.5859,8358.1826
263771101,2.2435,3774.4141,8467.7256
263771141,2.2962,3754.8828,8622.1182
263771180,2.1643,3769.5313,8158.2974
263771219,2.1907,3740.2344,8193.6084
263771258,2.0323,3769.5313,7660.8398
263771298,2.1379,3769.5313,8058.8057
263771337,2.1907,3735.3516,8182.9121
263771377,2.0323,3769.5313,7660.8398
263771417,2.1379,3745.1172,8006.6113
263771456,2.0587,3789.0625,7800.5405
263771496,2.1115,3769.5313,7959.3140
263771535,2.0323,3764.6484,7650.9165
263771575,2.1379,3784.1797,8090.1226
263771615,2.1379,3740.2344,7996.1724
263771654,2.2698,3769.5313,8556.2627
263771694,2.1379,3710.9375,7933.5396
263771732,2.1907,3769.5313,8257.7881
263771772,2.1907,3759.7656,8236.3955
263771812,2.1379,3750.0000,8017.0503
263771851,2.1115,3764.6484,7949.0039
263771891,2.1643,3740.2344,8094.8911
263771930,2.1643,3725.5859,8063.1880
263771970,2.0851,3764.6484,7849.6421
263772010,2.0587,3779.2969,7780.4360
263772049,2.0587,3769.5313,7760.3315
263772089,2.1115,3759.7656,7938.6943
263772128,2.0587,3759.7656,7740.2271
263772168,2.2171,3750.0000,8313.9775
263772208,2.2171,3764.6484,8346.4541
263772247,2.1643,3754.8828,8126.5942
263772286,2.1379,3740.2344,7996.1724
263772325,2.1115,3759.7656,7938.6943
263772365,2.1115,3754.8828,7928.3843
263772405,2.0851,3759.7656,7839.4609
263772444,1.9795,3730.4688,7384.5322
263772484,1.8739,3793.9453,7109.6421
263772523,1.9795,3789.0625,7500.5195
263772563,2.0059,3774.4141,7571.1426
263772602,2.3226,3901.3672,9061.4531
263772642,2.2171,3725.5859,8259.8506
263772682,2.2962,3764.6484,8644.5420
263772721,2.1379,3730.4688,7975.2949
263772761,2.0323,3789.0625,7700.5332
263772800,1.9003,3769.5313,7163.3828
263772839,1.8476,3774.4141,6973.4209
263772879,1.9267,3793.9453,7309.9141
263772918,2.0059,3730.4688,7482.9922
263772958,2.0587,3769.5313,7760.3315
263772997,2.1643,3745.1172,8105.4590
263773037,2.1115,3774.4141,7969.6240
263773077,2.0851,3779.2969,7880.1855
263773116,2.0587,3784.1797,7790.4883
263773156,1.9267,3793.9453,7309.9141
263773195,1.9531,3774.4141,7371.9023
263773235,2.0059,3793.9453,7610.3208
263773275,2.0059,3784.1797,7590.7319
263773314,2.0851,3754.8828,7829.2798
263773353,2.2698,3764.6484,8545.1797
263773392,2.1643,3725.5859,8063.1880
263773432,2.2435,3750.0000,8412.9541
263773472,2.1643,3754.8828,8126.5942
263773511,2.1643,3759.7656,8137.1621
263773551,1.9795,3784.1797,7490.8540
263773590,1.9003,3774.4141,7172.6616
263773630,1.8476,3813.4766,7045.5908
263773670,1.8212,3818.3594,6953.8325
263773709,1.8739,3803.7109,7127.9424
263773749,2.0587,3759.7656,7740.2271
263773788,2.0323,3754.8828,7631.0698
263773828,2.1115,3789.0625,8000.5542
263773867,2.0059,3750.0000,7522.1704
263773906,1.9531,3793.9453,7410.0493
263773946,1.9795,3784.1797,7490.8540
263773985,1.8212,3789.0625,6900.4780
263774025,1.9795,3818.3594,7558.5132
263774064,1.9795,3759.7656,7442.5259
263774104,1.9795,3798.8281,7519.8506
263774144,2.0587,3793.9453,7810.5928
263774183,2.2698,3750.0000,8511.9297
263774223,2.1643,3774.4141,8168.8652
263774262,2.0059,3759.7656,7541.7593
263774302,2.0323,3784.1797,7690.6099
263774342,1.9795,3779.2969,7481.1880
263774381,2.0059,3710.9375,7443.8145
263774420,1.8212,3818.3594,6953.8325
263774459,1.9267,3789.0625,7300.5059
263774499,2.0059,3808.5938,7639.7041
263774539,1.9531,3774.4141,7371.9023
263774578,2.0851,3774.4141,7870.0044
263774618,2.0059,3774.4141,7571.1426
263774657,2.0323,3745.1172,7611.2231
263774697,1.9795,3833.0078,7587.5098
263774737,1.9267,3779.2969,7281.6904
263774776,1.8212,3818.3594,6953.8325
263774816,1.9003,3784.1797,7191.2197
263774855,1.8212,3798.8281,6918.2627
263774895,1.8739,3769.5313,7063.8916
263774935,2.0851,3808.5938,7941.2725
263774973,2.0059,3793.9453,7610.3208
263775013,1.9531,3784.1797,7390.9761
263775052,1.9531,3774.4141,7371.9023
263775092,1.8739,3818.3594,7155.3926
263775131,1.7684,3798.8281,6717.7334
263775171,1.7156,3828.1250,6567.4653
263775211,1.6628,3930.6641,6535.8911
263775250,1.6628,3818.3594,6349.1514
263775290,1.6628,3837.8906,6381.6279
263775329,1.6364,3808.5938,6232.3906
263775369,1.7420,3837.8906,6685.5146
263775409,1.8212,3789.0625,6900.4780
263775448,1.7156,3808.5938,6533.9575
263775488,1.7684,3833.0078,6778.1758
263775526,1.5308,3828.1250,5860.2002
263775566,1.5308,3862.3047,5912.5234
263775606,0.4487,4018.5547,1803.0889
263775645,0.2903,4028.3203,1169.5398
263775685,0.2639,4028.3203,1063.2180
263775724,0.1848,4033.2031,745.1547
263775763,0.2639,4028.3203,1063.2180
263775803,0.3695,4018.5547,1484.8967
263775842,0.2375,4028.3203,956.8962
263775881,0.2375,4028.3203,956.8962
263775919,0.2903,4028.3203,1169.5398
263775959,0.2639,4023.4375,1061.9292
263775997,0.3431,4023.4375,1380.5081
263776037,0.2375,4033.2031,958.0560
263776076,0.2375,4023.4375,955.7363
263776114,0.3431,4028.3203,1382.1833
263776154,0.2375,4028.3203,956.8962
263776192,0.3167,4033.2031,1277.4081
263776232,0.2639,4028.3203,1063.2180
263776272,0.2639,4033.2031,1064.5067
263776311,0.2375,4033.2031,958.0560
263776350,0.3167,4023.4375,1274.3151
263776389,0.2111,4033.2031,851.6054
263776428,0.2111,4038.0859,852.6364
263776466,0.2375,4028.3203,956.8962
263776504,0.2375,4033.2031,958.0560
263776543,0.3167,4028.3203,1275.8616
263776582,0.2111,4003.9063,845.4194
263776621,0.2111,4038.0859,852.6364
263776659,0.2375,4023.4375,955.7363
263776698,0.2111,4038.0859,852.6364
263776737,0.2639,4033.2031,1064.5067
263776776,0.2639,4033.2031,1064.5067
263776816,0.2639,4003.9063,1056.7742
263776855,0.2639,4028.3203,1063.2180
263776894,0.2375,4033.2031,958.0560
263776933,0.2639,3989.2578,1052.9080
263776972,0.2375,4038.0859,959.2159
263777011,0.2639,4033.2031,1064.5067
263777050,0.2639,4013.6719,1059.3517
263777090,0.2639,4028.3203,1063.2180
263777129,0.2639,4033.2031,1064.5067
263777169,0.3959,4028.3203,1594.8269
263777209,0.3167,4033.2031,1277.4081
263777248,0.2903,4038.0859,1172.3750
263777288,0.2639,4013.6719,1059.3517
263777327,0.2639,4033.2031,1064.5067
263777367,0.3959,4033.2031,1596.7600
