944,r???b???r??47,1166.7046
261201469,2.3226,3730.4688,8664.5176
261201508,2.3490,3706.0547,8705.6289
261201548,2.3226,3735.3516,8675.8594
261201587,2.2698,3701.1719,8401.0967
261201627,2.1115,3764.6484,7949.0039
261201667,2.0587,3720.7031,7659.8091
261201705,2.1115,3745.1172,7907.7642
261201745,2.1379,3720.7031,7954.4170
261201784,2.2171,3735.3516,8281.5020
261201824,2.1379,3745.1172,8006.6113
261201864,2.1379,3725.5859,7964.8560
261201903,2.2435,3750.0000,8412.9541
261201943,2.2962,3676.7578,8442.7236
261201982,2.2962,3706.0547,8509.9971
261202022,2.3754,3701.1719,8791.8457
261202062,2.3490,3745.1172,8797.3887
261202101,2.1115,3720.7031,7856.2144
261202141,2.0323,3750.0000,7621.1465
261202180,1.9795,3745.1172,7413.5288
261202220,1.9795,3750.0000,7423.1943
261202259,2.0059,3779.2969,7580.9370
261202298,2.0851,3740.2344,7798.7368
261202338,2.1379,3750.0000,8017.0503
261202377,2.1379,3730.4688,7975.2949
261202417,2.1907,3725.5859,8161.5186
261202457,2.1907,3740.2344,8193.6084
261202496,2.2962,3696.2891,8487.5723
261202536,2.3226,3730.4688,8664.5176
261202575,2.3226,3715.8203,8630.4951
261202615,2.2435,3725.5859,8358.1826
261202654,2.2962,3725.5859,8554.8447
261202694,2.1643,3803.7109,8232.2715
261202734,2.1907,3720.7031,8150.8223
261202772,2.2171,3735.3516,8281.5020
261202812,2.2171,3725.5859,8259.8506
261202851,2.2962,3725.5859,8554.8447
261202891,2.2435,3720.7031,8347.2275
261202931,2.3490,3706.0547,8705.6289
261202970,2.1907,3759.7656,8236.3955
261203010,2.1643,3735.3516,8084.3232
261203049,2.0323,3784.1797,7690.6099
261203089,2.0851,3769.5313,7859.8232
261203129,2.1115,3759.7656,7938.6943
261203168,2.0323,3759.7656,7640.9932
261203208,2.0323,3696.2891,7511.9893
261203247,2.1115,3725.5859,7866.5239
261203287,2.2435,3730.4688,8369.1367
261203326,2.1907,3769.5313,8257.7881
261203365,2.1643,3725.5859,8063.1880
261203405,2.2435,3750.0000,8412.9541
261203444,2.2435,3740.2344,8391.0459
261203484,2.1907,3715.8203,8140.1255
261203524,2.1643,3750.0000,8116.0264
261203563,2.2698,3710.9375,8423.2637
261203603,2.1379,3740.2344,7996.1724
261203642,2.2171,3720.7031,8249.0254
261203682,2.1379,3754.8828,8027.4893
261203722,2.2435,3750.0000,8412.9541
261203761,2.2171,3750.0000,8313.9775
261203801,2.1643,3735.3516,8084.3232
261203840,2.2171,3720.7031,8249.0254
261203879,2.2698,3745.1172,8500.8467
261203918,2.1643,3740.2344,8094.8911
261203958,2.0059,3759.7656,7541.7593
261203998,2.1379,3740.2344,7996.1724
261204037,2.0851,3764.6484,7849.6421
261204077,2.1115,3730.4688,7876.8340
261204116,2.1907,3730.4688,8172.2153
261204156,2.1115,3754.8828,7928.3843
261204196,2.1379,3710.9375,7933.5396
261204235,2.2962,3740.2344,8588.4814
261204275,2.2435,3701.1719,8303.4102
261204314,2.3226,3735.3516,8675.8594
261204354,2.2698,3710.9375,8423.2637
261204393,2.2171,3735.3516,8281.5020
261204432,2.1907,3701.1719,8108.0356
261204472,2.1907,3745.1172,8204.3057
261204511,2.2171,3730.4688,8270.6758
261204551,2.2171,3696.2891,8194.8975
261204591,2.1907,3750.0000,8215.0020
261204630,2.1907,3710.9375,8129.4287
261204670,2.1907,3696.2891,8097.3389
261204709,2.2171,3706.0547,8216.5488
261204749,2.2698,3750.0000,8511.9297
261204789,2.2435,3730.4688,8369.1367
261204828,2.3226,3715.8203,8630.4951
261204868,2.1907,3725.5859,8161.5186
261204907,2.1643,3706.0547,8020.9170
261204946,2.1379,3720.7031,7954.4170
261204986,2.1379,3740.2344,7996.1724
261205025,2.1115,3754.8828,7928.3843
261205065,2.0851,3740.2344,7798.7368
261205104,2.0587,3745.1172,7710.0703
261205144,2.1115,3740.2344,7897.4541
261205183,2.1379,3657.2266,7818.7119
261205223,2.1379,3764.6484,8048.3667
261205263,2.2171,3725.5859,8259.8506
261205302,2.1643,3750.0000,8116.0264
261205342,2.2171,3715.8203,8238.1992
261205381,2.2698,3720.7031,8445.4297
261205421,2.2435,3735.3516,8380.0908
261205460,2.2171,3710.9375,8227.3740
261205499,2.2171,3833.0078,8498.0117
261205539,2.1379,3715.8203,7943.9780
261205578,2.0587,3745.1172,7710.0703
261205618,2.1907,3735.3516,8182.9121
261205658,2.0851,3759.7656,7839.4609
261205697,2.1643,3720.7031,8052.6201
261205737,2.1643,3710.9375,8031.4844
261205776,2.1379,3710.9375,7933.5396
261205816,2.2171,3696.2891,8194.8975
261205856,2.2435,3740.2344,8391.0459
261205895,2.2962,3681.6406,8453.9365
261205935,2.3226,3720.7031,8641.8359
261205974,2.2698,3701.1719,8401.0967
261206013,2.3490,3740.2344,8785.9180
261206053,2.2435,3725.5859,8358.1826
261206092,2.2171,3745.1172,8303.1523
261206132,2.1907,3720.7031,8150.8223
261206171,2.1643,3730.4688,8073.7554
261206211,2.0587,3759.7656,7740.2271
261206251,2.0851,3740.2344,7798.7368
261206290,2.1379,3754.8828,8027.4893
261206330,2.1379,3730.4688,7975.2949
261206369,2.1907,3730.4688,8172.2153
261206409,2.2435,3740.2344,8391.0459
261206448,2.2698,3818.3594,8667.0947
261206488,2.2962,3730.4688,8566.0576
261206528,2.2435,3706.0547,8314.3652
261206566,2.2962,3740.2344,8588.4814
261206606,2.3490,3706.0547,8705.6289
261206645,2.3226,3740.2344,8687.2002
261206685,2.2698,3696.2891,8390.0137
261206725,2.1907,3730.4688,8172.2153
261206764,2.1643,3691.4063,7989.2134
261206804,2.1643,3720.7031,8052.6201
261206843,2.1379,3754.8828,8027.4893
261206883,2.0587,3730.4688,7679.9136
261206923,2.0851,3759.7656,7839.4609
261206962,1.9795,3657.2266,7239.5479
261207002,2.0851,3759.7656,7839.4609
261207041,2.1643,3789.0625,8200.5684
261207080,2.1643,3730.4688,8073.7554
261207120,2.2435,3740.2344,8391.0459
261207159,2.2171,3720.7031,8249.0254
261207199,2.2698,3735.3516,8478.6797
261207238,2.2962,3691.4063,8476.3604
261207278,2.3226,3710.9375,8619.1543
261207318,2.2962,3681.6406,8453.9365
261207357,2.4018,3710.9375,8912.9883
261207397,2.3490,3696.2891,8682.6895
261207436,2.2698,3725.5859,8456.5137
261207476,2.3226,3686.5234,8562.4492
261207516,2.1907,3710.9375,8129.4287
261207555,2.1907,3740.2344,8193.6084
261207595,2.3226,3730.4688,8664.5176
261207633,2.0587,3740.2344,7700.0181
261207673,2.1907,3745.1172,8204.3057
261207712,2.0059,3784.1797,7590.7319
261207752,2.2171,3745.1172,8303.1523
261207792,2.0587,3769.5313,7760.3315
261207831,2.1379,3745.1172,8006.6113
261207871,2.2171,3745.1172,8303.1523
261207910,2.2171,3730.4688,8270.6758
261207950,2.2435,3706.0547,8314.3652
261207990,2.2962,3710.9375,8521.2090
261208029,2.2698,3681.6406,8356.7637
261208069,2.2171,3735.3516,8281.5020
261208108,2.2962,3720.7031,8543.6328
261208147,2.1643,3745.1172,8105.4590
261208187,2.0851,3745.1172,7808.9175
261208226,2.0851,3671.8750,7656.2012
261208266,2.1907,3730.4688,8172.2153
261208305,2.1379,3735.3516,7985.7339
261208345,2.1379,3754.8828,8027.4893
261208385,2.1643,3725.5859,8063.1880
261208424,2.1907,3745.1172,8204.3057
261208464,2.2171,3715.8203,8238.1992
261208503,2.2698,3730.4688,8467.5967
261208543,2.2962,3715.8203,8532.4209
261208583,2.2962,3710.9375,8521.2090
261208622,2.3226,3725.5859,8653.1768
261208662,2.1643,3715.8203,8042.0522
261208700,2.3226,3740.2344,8687.2002
261208740,2.2435,3828.1250,8588.2236
261208780,2.2962,3715.8203,8532.4209
261208819,2.2698,3691.4063,8378.9307
261208859,2.2435,3735.3516,8380.0908
261208898,2.1115,3725.5859,7866.5239
261208938,2.2435,3750.0000,8412.9541
261208977,2.1379,3735.3516,7985.7339
261209017,2.1115,3740.2344,7897.4541
261209057,2.1379,3896.4844,8330.2168
261209096,2.0323,3730.4688,7581.4531
261209136,2.0059,3759.7656,7541.7593
261209175,2.1115,3735.3516,7887.1440
261209214,2.2171,3754.8828,8324.8037
261209254,2.1643,3750.0000,8116.0264
261209293,2.2435,3720.7031,8347.2275
261209333,2.2435,3725.5859,8358.1826
261209372,2.3226,3720.7031,8641.8359
261209412,2.2435,3740.2344,8391.0459
261209452,2.2962,3706.0547,8509.9971
261209491,2.1379,3750.0000,8017.0503
261209531,2.1907,3715.8203,8140.1255
261209570,2.1115,3715.8203,7845.9043
261209610,2.1643,3754.8828,8126.5942
261209650,2.1643,3715.8203,8042.0522
261209689,2.1379,3745.1172,8006.6113
261209729,2.0851,3715.8203,7747.8311
261209767,2.2435,3769.5313,8456.7715
261209807,2.2962,3715.8203,8532.4209
261209847,2.2698,3730.4688,8467.5967
261209886,2.3226,3725.5859,8653.1768
261209926,2.3754,3725.5859,8849.8398
261209965,2.2435,3710.9375,8325.3193
261210005,2.2435,3706.0547,8314.3652
261210045,2.2698,3730.4688,8467.5967
261210084,2.2698,3730.4688,8467.5967
261210124,2.1643,3740.2344,8094.8911
261210163,2.1379,3720.7031,7954.4170
261210203,2.1643,3754.8828,8126.5942
261210242,2.2171,3730.4688,8270.6758
261210281,2.0851,3730.4688,7778.3745
261210321,2.0851,3735.3516,7788.5557
261210360,2.0323,3745.1172,7611.2231
261210400,2.1643,3750.0000,8116.0264
261210439,2.1379,3715.8203,7943.9780
261210479,2.1115,3754.8828,7928.3843
261210519,2.2962,3730.4688,8566.0576
261210558,2.2171,3740.2344,8292.3271
261210598,2.3490,3710.9375,8717.0996
261210637,2.2698,3740.2344,8489.7627
261210677,2.1643,3735.3516,8084.3232
261210717,2.1643,3750.0000,8116.0264
261210756,2.0851,3764.6484,7849.6421
261210796,2.0059,3730.4688,7482.9922
261210834,2.1115,3730.4688,7876.8340
261210874,2.2171,3725.5859,8259.8506
261210914,2.2435,3735.3516,8380.0908
261210953,2.2435,3720.7031,8347.2275
261210993,2.1907,3720.7031,8150.8223
261211032,2.1907,3740.2344,8193.6084
261211072,2.1907,3730.4688,8172.2153
261211112,2.2962,3740.2344,8588.4814
261211151,2.1643,3701.1719,8010.3491
261211191,2.2698,3720.7031,8445.4297
261211230,2.3226,3710.9375,8619.1543
261211270,2.2435,3735.3516,8380.0908
261211310,2.2698,3745.1172,8500.8467
261211348,2.2435,3754.8828,8423.9082
261211388,2.0059,3759.7656,7541.7593
261211427,2.0059,3759.7656,7541.7593
261211467,2.1379,3774.4141,8069.2446
261211506,2.0323,3730.4688,7581.4531
261211546,2.1115,3769.5313,7959.3140
261211586,2.2171,3706.0547,8216.5488
261211625,2.2171,3730.4688,8270.6758
261211665,2.2171,3740.2344,8292.3271
261211704,2.1907,3691.4063,8086.6426
261211744,2.1907,3735.3516,8182.9121
261211784,2.1643,3715.8203,8042.0522
261211823,2.1379,3750.0000,8017.0503
261211863,2.1379,3725.5859,7964.8560
261211901,2.1115,3750.0000,7918.0742
261211941,2.0851,3745.1172,7808.9175
261211981,2.1379,3745.1172,8006.6113
261212020,2.1379,3740.2344,7996.1724
261212060,2.1379,3710.9375,7933.5396
261212099,2.2171,3730.4688,8270.6758
261212139,2.3226,3710.9375,8619.1543
261212179,2.3490,3769.5313,8854.7373
261212218,2.1115,3725.5859,7866.5239
261212258,2.1115,3745.1172,7907.7642
261212297,2.1643,3715.8203,8042.0522
261212337,2.1907,3725.5859,8161.5186
261212377,2.3226,3735.3516,8675.8594
261212416,2.2698,3710.9375,8423.2637
261212455,2.2435,3745.1172,8402.0000
261212494,2.1643,3730.4688,8073.7554
261212534,2.2171,3750.0000,8313.9775
261212574,2.2435,3745.1172,8402.0000
261212613,2.1907,3750.0000,8215.0020
261212653,2.1115,3725.5859,7866.5239
261212692,2.1379,3740.2344,7996.1724
261212732,2.0587,3764.6484,7750.2793
261212771,2.1115,3735.3516,7887.1440
261212811,2.1907,3754.8828,8225.6982
261212851,2.1643,3725.5859,8063.1880
261212890,2.1907,3750.0000,8215.0020
261212930,2.2435,3720.7031,8347.2275
261212968,2.1643,3730.4688,8073.7554
261213008,2.1643,3725.5859,8063.1880
261213048,2.2962,3706.0547,8509.9971
261213087,2.2435,3750.0000,8412.9541
261213127,2.2171,3720.7031,8249.0254
261213166,2.1379,3750.0000,8017.0503
261213206,2.0851,3730.4688,7778.3745
261213246,2.1643,3759.7656,8137.1621
261213285,2.1115,3730.4688,7876.8340
261213325,2.1115,3774.4141,7969.6240
261213364,2.1115,3750.0000,7918.0742
261213404,2.1379,3715.8203,7943.9780
261213444,2.2435,3750.0000,8412.9541
261213483,2.2698,3710.9375,8423.2637
261213522,2.2171,3745.1172,8303.1523
261213561,2.2171,3730.4688,8270.6758
261213601,2.0323,3759.7656,7640.9932
261213641,2.1643,3735.3516,8084.3232
261213680,2.1643,3730.4688,8073.7554
261213720,2.2962,3730.4688,8566.0576
261213759,2.2962,3706.0547,8509.9971
261213799,2.3226,3740.2344,8687.2002
261213839,2.2698,3740.2344,8489.7627
261213878,2.2962,3740.2344,8588.4814
261213918,2.1643,3710.9375,8031.4844
261213957,2.1907,3730.4688,8172.2153
261213997,2.1907,3715.8203,8140.1255
261214035,2.1907,3735.3516,8182.9121
261214075,2.2171,3784.1797,8389.7568
261214115,2.1379,3750.0000,8017.0503
261214154,2.1643,3740.2344,8094.8911
261214194,2.1379,3715.8203,7943.9780
261214233,2.1379,3750.0000,8017.0503
261214273,2.1115,3725.5859,7866.5239
261214313,2.2171,3740.2344,8292.3271
261214352,2.1115,3740.2344,7897.4541
261214392,2.2171,3735.3516,8281.5020
261214431,2.1643,3750.0000,8116.0264
261214471,2.1643,3706.0547,8020.9170
261214511,2.1115,3759.7656,7938.6943
261214550,2.1379,3715.8203,7943.9780
261214589,2.2698,3803.7109,8633.8447
261214628,2.1907,3750.0000,8215.0020
261214668,2.2698,3730.4688,8467.5967
261214708,2.2171,3740.2344,8292.3271
261214747,2.2698,3701.1719,8401.0967
261214787,2.2171,3730.4688,8270.6758
261214826,2.2435,3720.7031,8347.2275
261214866,2.2435,3750.0000,8412.9541
261214906,2.2435,3715.8203,8336.2734
261214945,2.0323,3759.7656,7640.9932
261214985,2.1115,3745.1172,7907.7642
261215024,2.1379,3750.0000,8017.0503
261215064,2.1907,3754.8828,8225.6982
261215104,2.2435,3735.3516,8380.0908
261215142,2.2171,3745.1172,8303.1523
261215182,2.1379,3730.4688,7975.2949
261215221,2.1379,3769.5313,8058.8057
261215261,1.9531,3759.7656,7343.2920
261215300,1.8739,3779.2969,7082.1919
261215340,1.9531,3759.7656,7343.2920
261215380,2.0059,3745.1172,7512.3760
261215419,2.0851,3774.4141,7870.0044
261215459,2.2435,3710.9375,8325.3193
261215498,2.3226,3715.8203,8630.4951
261215538,2.3490,3710.9375,8717.0996
261215578,2.2962,3740.2344,8588.4814
261215617,2.1115,3740.2344,7897.4541
261215656,2.0587,3745.1172,7710.0703
261215695,2.0323,3764.6484,7650.9165
261215735,2.0059,3745.1172,7512.3760
261215775,1.9531,3784.1797,7390.9761
261215814,2.0059,3745.1172,7512.3760
261215854,2.0851,3803.7109,7931.0913
261215893,2.1907,3745.1172,8204.3057
261215933,2.1643,3710.9375,8031.4844
261215973,2.2435,3740.2344,8391.0459
261216012,2.2698,3706.0547,8412.1807
261216052,2.2698,3745.1172,8500.8467
261216091,2.0587,3730.4688,7679.9136
261216131,1.9531,3759.7656,7343.2920
261216171,2.0323,3769.5313,7660.8398
261216209,2.0587,3754.8828,7730.1748
261216249,2.0587,3754.8828,7730.1748
261216288,2.0587,3730.4688,7679.9136
261216328,2.0059,3774.4141,7571.1426
261216368,2.0323,3764.6484,7650.9165
261216407,2.1115,3754.8828,7928.3843
261216447,2.0323,3750.0000,7621.1465
261216486,2.0323,3725.5859,7571.5298
261216526,2.0059,3769.5313,7561.3481
261216565,2.0587,3735.3516,7689.9658
261216605,2.0587,3745.1172,7710.0703
261216645,2.1379,3764.6484,8048.3667
261216684,2.0851,3735.3516,7788.5557
261216723,2.0851,3779.2969,7880.1855
261216762,2.0059,3730.4688,7482.9922
261216802,1.9531,3764.6484,7352.8291
261216842,1.9795,3759.7656,7442.5259
261216881,2.0851,3745.1172,7808.9175
261216921,2.1379,3750.0000,8017.0503
261216960,2.1643,3706.0547,8020.9170
261217000,2.1379,3769.5313,8058.8057
261217040,2.0851,3750.0000,7819.0986
261217079,2.0059,3764.6484,7551.5537
261217119,2.0059,3769.5313,7561.3481
261217158,2.1379,3764.6484,8048.3667
261217198,2.0587,3769.5313,7760.3315
261217238,2.0587,3740.2344,7700.0181
261217276,2.0587,3750.0000,7720.1226
261217316,2.0323,3764.6484,7650.9165
261217355,2.0587,3740.2344,7700.0181
261217395,2.0587,3764.6484,7750.2793
261217435,2.1643,3750.0000,8116.0264
261217474,2.0587,3764.6484,7750.2793
261217514,2.0323,3764.6484,7650.9165
261217553,2.0851,3725.5859,7768.1934
261217593,2.1115,3759.7656,7938.6943
261217633,2.0323,3779.2969,7680.6865
261217672,1.9795,3769.5313,7461.8569
261217712,2.1643,3750.0000,8116.0264
261217751,2.0059,3750.0000,7522.1704
261217790,1.9267,3779.2969,7281.6904
261217829,2.0323,3735.3516,7591.3765
261217869,2.0323,3769.5313,7660.8398
261217909,1.9795,3769.5313,7461.8569
261217948,2.0851,3754.8828,7829.2798
261217988,1.9531,3779.2969,7381.4395
261218027,2.0323,3740.2344,7601.2998
261218067,1.9795,3784.1797,7490.8540
261218107,2.0059,3730.4688,7482.9922
261218146,2.0323,3671.8750,7462.3726
261218186,2.1115,3759.7656,7938.6943
261218225,2.1115,3725.5859,7866.5239
261218265,2.0851,3769.5313,7859.8232
261218305,2.1115,3735.3516,7887.1440
261218343,1.9795,3735.3516,7394.1978
261218383,1.9531,3774.4141,7371.9023
261218422,1.9003,3823.2422,7265.4517
261218462,1.9531,3793.9453,7410.0493
261218502,1.9531,3750.0000,7324.2188
261218541,2.0059,3759.7656,7541.7593
261218581,2.0587,3769.5313,7760.3315
261218620,2.1115,3750.0000,7918.0742
261218660,1.9531,3793.9453,7410.0493
261218700,1.9531,3750.0000,7324.2188
261218739,1.7948,3793.9453,6809.2349
261218779,1.8212,3803.7109,6927.1553
261218818,1.7420,3779.2969,6583.4458
261218857,1.7684,3818.3594,6752.2720
261218897,1.7684,3808.5938,6735.0024
261218936,1.6892,3847.6563,6499.4194
261218976,1.7156,3813.4766,6542.3345
261219015,1.6628,3813.4766,6341.0322
261219055,1.7156,3818.3594,6550.7114
261219094,1.5308,3803.7109,5822.8262
261219134,1.4780,3847.6563,5686.9922
261219174,1.4780,3823.2422,5650.9072
261219213,1.4516,3828.1250,5557.0859
261219253,1.4780,3837.8906,5672.5581
261219292,1.5044,3803.7109,5722.4326
261219332,1.4516,3867.1875,5613.7910
261219372,1.2405,3842.7734,4766.9541
261219410,1.2669,3867.1875,4899.3081
261219450,1.3197,3881.8359,5122.7773
261219489,1.2405,3862.3047,4791.1826
261219529,0.4487,4008.7891,1798.7072
261219569,0.3167,4008.7891,1269.6755
261219608,0.2111,4003.9063,845.4194
261219647,0.3167,4013.6719,1271.2220
261219686,0.2903,4013.6719,1165.2870
261219726,0.2639,3999.0234,1055.4855
261219766,0.2375,4013.6719,953.4166
261219804,0.2375,4013.6719,953.4166
261219843,0.2639,4013.6719,1059.3517
261219881,0.2375,4013.6719,953.4166
261219920,0.2375,3989.2578,947.6172
261219958,0.2639,4008.7891,1058.0630
261219998,0.2111,4013.6719,847.4814
261220037,0.2375,4008.7891,952.2567
261220075,0.2375,4008.7891,952.2567
261220114,0.3167,4013.6719,1271.2220
261220153,0.2903,4013.6719,1165.2870
261220193,0.2903,4013.6719,1165.2870
261220233,0.2639,4028.3203,1063.2180
261220272,0.2903,4013.6719,1165.2870
261220312,0.2375,4008.7891,952.2567
261220349,0.2639,4008.7891,1058.0630
261220389,0.2903,4013.6719,1165.2870
261220429,0.2639,4008.7891,1058.0630
261220468,0.2375,4013.6719,953.4166
261220507,0.2375,4003.9063,951.0968
261220545,0.2903,4008.7891,1163.8693
261220585,0.2639,4008.7891,1058.0630
261220624,0.2111,4018.5547,848.5124
261220663,0.2375,4047.8516,961.5356
261220702,0.2639,3999.0234,1055.4855
261220741,0.2375,4018.5547,954.5764
261220780,0.2903,4013.6719,1165.2870
261220818,0.2375,4047.8516,961.5356
261220857,0.2639,4013.6719,1059.3517
261220897,0.2375,4018.5547,954.5764
261220935,0.2375,3984.3750,946.4573
261220974,0.2903,4013.6719,1165.2870
261221013,0.2639,4018.5547,1060.6405
261221053,0.2375,4008.7891,952.2567
261221091,0.2639,4013.6719,1059.3517
261221131,0.2639,3999.0234,1055.4855
261221171,0.2375,4023.4375,955.7363
261221209,0.2639,4008.7891,1058.0630
261221249,0.2375,4023.4375,955.7363
261221286,0.3167,4013.6719,1271.2220
261221326,0.3431,4018.5547,1378.8326
261221366,0.4223,4008.7891,1692.9008
261221405,0.2111,4018.5547,848.5124
261221444,0.2639,4013.6719,1059.3517
261221483,0.2903,4023.4375,1168.1222
261221523,0.2375,4023.4375,955.7363
261221562,0.2639,3994.1406,1054.1968
261221601,0.2375,4013.6719,953.4166
261221640,0.2111,4003.9063,845.4194
261221678,0.2903,4013.6719,1165.2870
261221718,0.2639,4013.6719,1059.3517
261221756,0.2375,3999.0234,949.9370
261221795,0.3959,4018.5547,1590.9607
261221835,0.2639,4013.6719,1059.3517
261221874,0.3431,4023.4375,1380.5081
261221914,0.1848,4013.6719,741.5463
261221952,0.2375,4018.5547,954.5764
261221991,0.2639,4003.9063,1056.7742
261222031,0.2375,4018.5547,954.5764
261222069,0.2639,4013.6719,1059.3517
261222109,0.2639,3930.6641,1037.4430
261222148,0.2111,4013.6719,847.4814
261222187,0.2375,4013.6719,953.4166
261222225,0.3695,4013.6719,1483.0925
261222264,0.2639,4008.7891,1058.0630
261222304,0.3167,4008.7891,1269.6755
261222343,0.2375,4013.6719,953.4166
261222382,0.2903,4018.5547,1166.7046
261222421,0.2639,4018.5547,1060.6405
261222461,0.2375,4013.6719,953.4166
261222500,0.2375,4008.7891,952.2567
261222538,0.2375,4023.4375,955.7363
261222577,0.2639,3994.1406,1054.1968
261222616,0.2639,4013.6719,1059.3517
261222656,0.2375,4013.6719,953.4166
261222694,0.2639,4018.5547,1060.6405
261222733,0.2639,4008.7891,1058.0630
261222773,0.2375,4018.5547,954.5764
261222811,0.2903,4018.5547,1166.7046
261222851,0.2375,4013.6719,953.4166
261222889,0.2375,4018.5547,954.5764
261222928,0.2639,4023.4375,1061.9292
261222968,0.2375,4018.5547,954.5764
261223006,0.2639,4028.3203,1063.2180
261223046,0.2639,4008.7891,1058.0630
261223085,0.2375,4023.4375,955.7363
261223123,0.2639,4018.5547,1060.6405
261223163,0.2111,4018.5547,848.5124
261223201,0.2903,4018.5547,1166.7046
261223241,0.2111,4018.5547,848.5124
261223279,0.2111,4023.4375,849.5434
261223318,0.2639,4018.5547,1060.6405
261223358,0.2111,4018.5547,848.5124
261223396,0.2639,4023.4375,1061.9292
261223436,0.2111,4018.5547,848.5124
261223474,0.2639,4023.4375,1061.9292
261223514,0.2639,4023.4375,1061.9292
261223553,0.2375,4018.5547,954.5764
261223591,0.2375,4028.3203,956.8962
261223630,0.2639,4023.4375,1061.9292
261223669,0.2375,4008.7891,952.2567
261223708,0.2111,4023.4375,849.5434
261223746,0.2111,4018.5547,848.5124
261223785,0.2375,4018.5547,954.5764
