51482,0I??b???.9688,1173.7927
265104052,2.0323,3750.0000,7621.1465
265104092,2.0851,3779.2969,7880.1855
265104131,1.9795,3759.7656,7442.5259
265104171,2.0587,3798.8281,7820.6450
265104210,2.1907,3754.8828,8225.6982
265104249,2.2698,3735.3516,8478.6797
265104289,2.2171,3764.6484,8346.4541
265104328,2.2435,3750.0000,8412.9541
265104368,2.2435,3745.1172,8402.0000
265104408,2.2435,3725.5859,8358.1826
265104447,2.1643,3764.6484,8147.7300
265104487,2.0851,3754.8828,7829.2798
265104526,2.1115,3750.0000,7918.0742
265104566,2.2171,3759.7656,8335.6289
265104606,2.1379,3730.4688,7975.2949
265104645,2.1115,3769.5313,7959.3140
265104685,2.2435,3652.3438,8193.8672
265104723,2.1907,3759.7656,8236.3955
265104763,2.1643,3735.3516,8084.3232
265104803,2.2171,3730.4688,8270.6758
265104842,2.1907,3745.1172,8204.3057
265104882,2.0851,3745.1172,7808.9175
265104921,2.0059,3769.5313,7561.3481
265104961,2.0851,3750.0000,7819.0986
265105000,2.1115,3784.1797,7990.2441
265105040,2.2171,3725.5859,8259.8506
265105080,2.1643,3750.0000,8116.0264
265105119,2.1643,3740.2344,8094.8911
265105159,2.1379,3740.2344,7996.1724
265105198,2.1643,3745.1172,8105.4590
265105238,2.1907,3730.4688,8172.2153
265105277,2.2698,3750.0000,8511.9297
265105316,2.3226,3715.8203,8630.4951
265105356,2.2698,3750.0000,8511.9297
265105395,2.2698,3710.9375,8423.2637
265105435,2.3226,3735.3516,8675.8594
265105475,2.2171,3735.3516,8281.5020
265105514,2.1643,3725.5859,8063.1880
265105554,2.1115,3774.4141,7969.6240
265105593,2.0323,3764.6484,7650.9165
265105633,1.9531,3779.2969,7381.4395
265105673,2.0059,3759.7656,7541.7593
265105712,2.0851,3715.8203,7747.8311
265105752,2.0851,3759.7656,7839.4609
265105790,2.0851,3750.0000,7819.0986
265105830,2.1907,3759.7656,8236.3955
265105870,2.2962,3720.7031,8543.6328
265105909,2.2435,3754.8828,8423.9082
265105949,2.1907,3750.0000,8215.0020
265105988,2.1379,3774.4141,8069.2446
265106028,2.1379,3740.2344,7996.1724
265106068,2.1643,3715.8203,8042.0522
265106107,2.1643,3750.0000,8116.0264
265106147,2.1643,3740.2344,8094.8911
265106186,2.1379,3750.0000,8017.0503
265106226,2.1643,3725.5859,8063.1880
265106265,2.2171,3764.6484,8346.4541
265106305,2.3226,3715.8203,8630.4951
265106344,2.3226,3745.1172,8698.5410
265106383,2.2435,3720.7031,8347.2275
265106423,2.2435,3740.2344,8391.0459
265106462,2.2435,3759.7656,8434.8633
265106502,2.2171,3730.4688,8270.6758
265106542,2.2962,3745.1172,8599.6934
265106581,2.2962,3706.0547,8509.9971
265106621,2.3226,3754.8828,8721.2227
265106660,2.3754,3730.4688,8861.4385
265106700,2.2962,3750.0000,8610.9053
265106740,2.2435,3745.1172,8402.0000
265106779,2.1907,3759.7656,8236.3955
265106819,2.1907,3750.0000,8215.0020
265106857,2.1379,3745.1172,8006.6113
265106897,2.1643,3769.5313,8158.2974
265106937,2.0587,3740.2344,7700.0181
265106976,1.9267,3740.2344,7206.4272
265107016,2.1115,3754.8828,7928.3843
265107055,2.0851,3779.2969,7880.1855
265107095,2.1379,3759.7656,8037.9282
265107135,2.1907,3740.2344,8193.6084
265107174,2.1643,3754.8828,8126.5942
265107214,2.2698,3715.8203,8434.3467
265107253,2.2435,3745.1172,8402.0000
265107293,2.2435,3715.8203,8336.2734
265107333,2.1643,3715.8203,8042.0522
265107372,2.1643,3750.0000,8116.0264
265107411,2.2698,3725.5859,8456.5137
265107450,2.2962,3745.1172,8599.6934
265107490,2.2171,3725.5859,8259.8506
265107529,2.2171,3769.5313,8357.2803
265107569,2.0587,3750.0000,7720.1226
265107609,2.0323,3784.1797,7690.6099
265107648,2.1115,3754.8828,7928.3843
265107688,2.2435,3740.2344,8391.0459
265107727,2.2435,3740.2344,8391.0459
265107767,2.2962,3735.3516,8577.2695
265107807,2.1907,3754.8828,8225.6982
265107846,2.2435,3720.7031,8347.2275
265107886,2.2962,3745.1172,8599.6934
265107924,2.3490,3706.0547,8705.6289
265107964,2.3490,3730.4688,8762.9785
265108004,2.2962,3706.0547,8509.9971
265108043,2.2962,3740.2344,8588.4814
265108083,2.0851,3754.8828,7829.2798
265108122,2.0323,3759.7656,7640.9932
265108162,1.9003,3793.9453,7209.7778
265108202,1.9531,3764.6484,7352.8291
265108241,2.0851,3803.7109,7931.0913
265108281,2.0587,3754.8828,7730.1748
265108320,2.1643,3769.5313,8158.2974
265108360,2.1907,3745.1172,8204.3057
265108400,2.2171,3730.4688,8270.6758
265108439,2.2962,3740.2344,8588.4814
265108478,2.3226,3730.4688,8664.5176
265108517,2.2962,3754.8828,8622.1182
265108557,2.1643,3740.2344,8094.8911
265108597,2.1907,3745.1172,8204.3057
265108636,2.0323,3740.2344,7601.2998
265108676,2.0851,3769.5313,7859.8232
265108715,2.0323,3774.4141,7670.7632
265108755,2.0059,3759.7656,7541.7593
265108794,2.1643,3759.7656,8137.1621
265108834,2.1907,3710.9375,8129.4287
265108874,2.1643,3764.6484,8147.7300
265108913,2.1643,3740.2344,8094.8911
265108953,2.2435,3764.6484,8445.8174
265108992,2.2435,3754.8828,8423.9082
265109031,2.2962,3730.4688,8566.0576
265109071,2.2435,3745.1172,8402.0000
265109110,2.2698,3720.7031,8445.4297
265109150,2.2171,3750.0000,8313.9775
265109189,2.3490,3715.8203,8728.5693
265109229,2.2962,3750.0000,8610.9053
265109269,2.2171,3710.9375,8227.3740
265109308,2.1907,3764.6484,8247.0918
265109348,2.0587,3759.7656,7740.2271
265109387,2.0059,3764.6484,7551.5537
265109427,2.0059,3789.0625,7600.5264
265109467,2.0323,3750.0000,7621.1465
265109506,2.1115,3784.1797,7990.2441
265109545,2.1379,3754.8828,8027.4893
265109584,2.1379,3754.8828,8027.4893
265109624,2.2171,3750.0000,8313.9775
265109664,2.2435,3740.2344,8391.0459
265109703,2.2171,3754.8828,8324.8037
265109743,2.1907,3730.4688,8172.2153
265109782,2.2171,3740.2344,8292.3271
265109822,2.2962,3715.8203,8532.4209
265109862,2.2171,3710.9375,8227.3740
265109901,2.1643,3735.3516,8084.3232
265109941,2.0851,3754.8828,7829.2798
265109980,2.0587,3784.1797,7790.4883
265110020,1.9531,3750.0000,7324.2188
265110059,2.0851,3769.5313,7859.8232
265110098,2.1907,3730.4688,8172.2153
265110138,2.1115,3764.6484,7949.0039
265110177,2.1907,3715.8203,8140.1255
265110217,2.2171,3735.3516,8281.5020
265110256,2.2962,3730.4688,8566.0576
265110296,2.2962,3725.5859,8554.8447
265110336,2.3490,3745.1172,8797.3887
265110375,2.2171,3720.7031,8249.0254
265110415,2.2962,3759.7656,8633.3301
265110454,2.2698,3730.4688,8467.5967
265110494,2.2435,3754.8828,8423.9082
265110534,2.2171,3740.2344,8292.3271
265110573,2.2962,3745.1172,8599.6934
265110612,2.3754,3740.2344,8884.6357
265110651,2.3226,3730.4688,8664.5176
265110691,2.3226,3754.8828,8721.2227
265110731,2.1643,3720.7031,8052.6201
265110770,2.1643,3681.6406,7968.0781
265110810,2.1643,3725.5859,8063.1880
265110849,2.1115,3764.6484,7949.0039
265110889,2.0851,3740.2344,7798.7368
265110929,2.0059,3774.4141,7571.1426
265110968,2.0851,3774.4141,7870.0044
265111008,2.1115,3735.3516,7887.1440
265111047,2.0851,3779.2969,7880.1855
265111087,2.1907,3745.1172,8204.3057
265111127,2.1643,3730.4688,8073.7554
265111165,2.2171,3730.4688,8270.6758
265111205,2.1643,3750.0000,8116.0264
265111244,2.2962,3745.1172,8599.6934
265111284,2.1907,3730.4688,8172.2153
265111323,2.2171,3759.7656,8335.6289
265111363,2.2171,3730.4688,8270.6758
265111403,2.2698,3754.8828,8523.0127
265111442,2.2962,3715.8203,8532.4209
265111482,2.2698,3745.1172,8500.8467
265111521,2.2435,3730.4688,8369.1367
265111561,2.2698,3754.8828,8523.0127
265111601,2.1379,3745.1172,8006.6113
265111640,2.0851,3759.7656,7839.4609
265111680,2.0323,3774.4141,7670.7632
265111718,1.9795,3745.1172,7413.5288
265111758,2.2171,3764.6484,8346.4541
265111798,2.1643,3740.2344,8094.8911
265111837,2.1907,3764.6484,8247.0918
265111877,2.2171,3735.3516,8281.5020
265111916,2.2171,3730.4688,8270.6758
265111956,2.3226,3750.0000,8709.8818
265111996,2.2698,3725.5859,8456.5137
265112035,2.1379,3750.0000,8017.0503
265112075,2.2435,3696.2891,8292.4561
265112114,2.2435,3764.6484,8445.8174
265112154,2.0323,3735.3516,7591.3765
265112194,2.0323,3769.5313,7660.8398
265112232,1.9795,3769.5313,7461.8569
265112272,1.9795,3769.5313,7461.8569
265112311,1.9795,3793.9453,7510.1851
265112351,2.0587,3759.7656,7740.2271
265112391,2.2171,3754.8828,8324.8037
265112430,2.2171,3735.3516,8281.5020
265112470,2.3490,3740.2344,8785.9180
265112509,2.2962,3720.7031,8543.6328
265112549,2.2962,3710.9375,8521.2090
265112588,2.2962,3745.1172,8599.6934
265112628,2.2435,3730.4688,8369.1367
265112668,2.2171,3750.0000,8313.9775
265112707,2.2171,3735.3516,8281.5020
265112747,2.1379,3774.4141,8069.2446
265112785,2.0587,3754.8828,7730.1748
265112825,1.8739,3779.2969,7082.1919
265112865,2.0851,3769.5313,7859.8232
265112904,1.8739,3779.2969,7082.1919
265112944,1.9267,3798.8281,7319.3218
265112983,2.0323,3754.8828,7631.0698
265113023,2.1115,3769.5313,7959.3140
265113063,2.1115,3833.0078,8093.3442
265113102,2.1115,3750.0000,7918.0742
265113142,2.1115,3798.8281,8021.1738
265113181,2.2171,3759.7656,8335.6289
265113221,2.2171,3759.7656,8335.6289
265113261,2.0851,3754.8828,7829.2798
265113299,2.0587,3769.5313,7760.3315
265113339,2.1907,3759.7656,8236.3955
265113378,2.1907,3730.4688,8172.2153
265113418,2.4282,3710.9375,9010.9336
265113458,2.5074,3701.1719,9280.2822
265113497,2.4546,3691.4063,9060.9365
265113537,2.2171,3750.0000,8313.9775
265113576,2.1115,3774.4141,7969.6240
265113616,1.9267,3779.2969,7281.6904
265113656,1.7948,3789.0625,6800.4712
265113695,1.9267,3764.6484,7253.4668
265113735,2.0059,3764.6484,7551.5537
265113774,2.1115,3759.7656,7938.6943
265113814,2.2962,3725.5859,8554.8447
265113852,2.4546,3730.4688,9156.8193
265113892,2.4282,3706.0547,8999.0771
265113932,2.4018,3735.3516,8971.6270
265113971,2.3754,3696.2891,8780.2471
265114011,2.1643,3754.8828,8126.5942
265114050,1.9531,3759.7656,7343.2920
265114090,1.9267,3779.2969,7281.6904
265114130,1.8739,3779.2969,7082.1919
265114169,2.1115,3759.7656,7938.6943
265114209,2.1907,3798.8281,8321.9678
265114248,2.2171,3725.5859,8259.8506
265114288,2.1115,3764.6484,7949.0039
265114328,2.2698,3740.2344,8489.7627
265114366,2.2171,3715.8203,8238.1992
265114406,2.2171,3745.1172,8303.1523
265114445,2.2698,3730.4688,8467.5967
265114485,2.2435,3750.0000,8412.9541
265114525,2.1379,3740.2344,7996.1724
265114564,2.0323,3769.5313,7660.8398
265114604,1.8476,3764.6484,6955.3784
265114643,1.9003,3789.0625,7200.4985
265114683,1.9795,3784.1797,7490.8540
265114723,2.0587,3745.1172,7710.0703
265114762,2.1379,3759.7656,8037.9282
265114802,2.2171,3730.4688,8270.6758
265114841,2.3226,3750.0000,8709.8818
265114881,2.3490,3720.7031,8740.0391
265114920,2.4018,3710.9375,8912.9883
265114959,2.4018,3715.8203,8924.7158
265114999,2.2171,3745.1172,8303.1523
265115038,2.1907,3745.1172,8204.3057
265115078,2.0587,3745.1172,7710.0703
265115117,1.9267,3793.9453,7309.9141
265115157,1.9003,3769.5313,7163.3828
265115197,1.8476,3808.5938,7036.5698
265115236,1.8739,3784.1797,7091.3418
265115276,2.0059,3750.0000,7522.1704
265115315,2.1907,3764.6484,8247.0918
265115355,2.2698,3686.5234,8367.8477
265115395,2.2435,3740.2344,8391.0459
265115433,2.3226,3710.9375,8619.1543
265115473,2.3226,3740.2344,8687.2002
265115512,2.2435,3701.1719,8303.4102
265115552,2.2435,3740.2344,8391.0459
265115592,2.2698,3740.2344,8489.7627
265115631,2.1379,3730.4688,7975.2949
265115671,2.0323,3774.4141,7670.7632
265115710,1.7948,3789.0625,6800.4712
265115750,1.9003,3813.4766,7246.8936
265115790,1.7948,3793.9453,6809.2349
265115829,1.9531,3784.1797,7390.9761
265115869,2.1379,3637.6953,7776.9565
265115908,2.0851,3740.2344,7798.7368
265115948,2.1907,3754.8828,8225.6982
265115987,2.2435,3735.3516,8380.0908
265116026,2.2698,3735.3516,8478.6797
265116066,2.1379,3750.0000,8017.0503
265116105,2.0059,3764.6484,7551.5537
265116145,1.8476,3808.5938,7036.5698
265116185,1.7684,3823.2422,6760.9063
265116224,1.6364,3837.8906,6280.3320
265116264,1.6628,3823.2422,6357.2705
265116303,1.6892,3828.1250,6466.4272
265116343,1.7684,3803.7109,6726.3682
265116382,0.2639,4013.6719,1059.3517
265116422,0.2375,4008.7891,952.2567
265116461,0.2639,4013.6719,1059.3517
265116499,0.2639,3994.1406,1054.1968
265116539,0.1848,4018.5547,742.4484
265116577,0.2375,3999.0234,949.9370
265116616,0.2375,3994.1406,948.7770
265116655,0.2375,4018.5547,954.5764
265116693,0.2639,4018.5547,1060.6405
265116733,0.2639,4013.6719,1059.3517
265116772,0.2639,4018.5547,1060.6405
265116812,0.2903,4008.7891,1163.8693
265116852,0.2375,4018.5547,954.5764
265116890,0.2375,4023.4375,955.7363
265116929,0.1848,4018.5547,742.4484
265116966,0.1848,4013.6719,741.5463
265117005,0.2639,4013.6719,1059.3517
265117044,0.2375,4018.5547,954.5764
265117083,0.3431,4008.7891,1375.4819
265117123,0.2375,4013.6719,953.4166
265117161,0.2903,4018.5547,1166.7046
265117201,0.3167,4008.7891,1269.6755
265117240,0.2111,4003.9063,845.4194
265117279,0.2903,3999.0234,1161.0341
265117319,0.2639,4013.6719,1059.3517
265117358,0.2375,4023.4375,955.7363
265117396,0.2375,4023.4375,955.7363
265117434,0.2639,4047.8516,1068.3729
265117474,0.2111,4018.5547,848.5124
265117512,0.2639,4018.5547,1060.6405
265117552,0.2375,4062.5000,965.0153
265117591,0.2111,4047.8516,854.6984
265117629,0.2903,4057.6172,1178.0455
265117669,0.3959,4018.5547,1590.9607
265117708,0.2375,4023.4375,955.7363
265117747,0.2903,4008.7891,1163.8693
265117787,0.2375,4018.5547,954.5764
265117825,0.2639,4018.5547,1060.6405
265117864,0.2375,4013.6719,953.4166
265117902,0.2111,4047.8516,854.6984
265117941,0.1848,4023.4375,743.3505
265117979,0.2111,4018.5547,848.5124
265118018,0.2639,4018.5547,1060.6405
265118058,0.2111,4018.5547,848.5124
265118096,0.2375,4018.5547,954.5764
265118135,0.2903,4023.4375,1168.1222
265118174,0.3431,4013.6719,1377.1572
265118214,0.4223,4013.6719,1694.9628
265118254,0.2639,4018.5547,1060.6405
265118292,0.3959,4023.4375,1592.8938
265118332,0.2903,4008.7891,1163.8693
265118371,0.2375,3999.0234,949.9370
265118410,0.2639,4023.4375,1061.9292
265118450,0.2639,4018.5547,1060.6405
265118489,0.2375,4023.4375,955.7363
265118528,0.3695,4018.5547,1484.8967
265118567,0.2903,4013.6719,1165.2870
265118607,0.2903,4018.5547,1166.7046
265118646,0.2111,4018.5547,848.5124
265118685,0.3167,4023.4375,1274.3151
265118725,0.2111,4003.9063,845.4194
265118763,0.2903,4028.3203,1169.5398
265118802,0.2375,4018.5547,954.5764
265118840,0.3167,4018.5547,1272.7686
265118880,0.2639,4023.4375,1061.9292
265118920,0.2639,4023.4375,1061.9292
265118959,0.2639,4018.5547,1060.6405
265118999,0.2111,4028.3203,850.5744
265119037,0.1848,4003.9063,739.7420
265119076,0.3167,4018.5547,1272.7686
