6872	r??S,438.0859,959.2159
33548098,2.2962,3779.2969,8678.1787
33548137,2.3226,3745.1172,8698.5410
33548175,2.3754,3740.2344,8884.6357
33548214,2.4546,3745.1172,9192.7754
33548252,2.5074,3750.0000,9402.7139
33548291,2.3754,3759.7656,8931.0313
33548328,2.3490,3740.2344,8785.9180
33548367,2.2962,3769.5313,8655.7539
33548406,2.2698,3735.3516,8478.6797
33548444,2.3490,3769.5313,8854.7373
33548483,2.3226,3735.3516,8675.8594
33548521,2.3490,3759.7656,8831.7979
33548560,2.3490,3779.2969,8877.6777
33548599,2.3226,3754.8828,8721.2227
33548637,2.2698,3784.1797,8589.5117
33548676,2.4018,3745.1172,8995.0820
33548713,2.2698,3779.2969,8578.4287
33548752,2.4546,3735.3516,9168.8047
33548790,2.3226,3769.5313,8755.2461
33548829,2.3226,3750.0000,8709.8818
33548868,2.2698,3764.6484,8545.1797
33548906,2.3226,3774.4141,8766.5869
33548945,2.2698,3759.7656,8534.0957
33548983,2.3490,3779.2969,8877.6777
33549022,2.3226,3754.8828,8721.2227
33549060,2.3490,3779.2969,8877.6777
33549099,2.3226,3735.3516,8675.8594
33549137,2.3226,3789.0625,8800.6094
33549175,2.2435,3759.7656,8434.8633
33549214,2.2962,3789.0625,8700.6025
33549252,2.2962,3769.5313,8655.7539
33549291,2.2435,3769.5313,8456.7715
33549330,2.2698,3769.5313,8556.2627
33549368,2.3226,3754.8828,8721.2227
33549407,2.4546,3774.4141,9264.6875
33549445,2.4810,3750.0000,9303.7373
33549484,2.4282,3759.7656,9129.4990
33549521,2.4282,3720.7031,9034.6465
33549560,2.4282,3754.8828,9117.6426
33549599,2.4018,3745.1172,8995.0820
33549637,2.4282,3750.0000,9105.7861
33549676,2.3226,3764.6484,8743.9053
33549714,2.4018,3754.8828,9018.5371
33549753,2.4282,3769.5313,9153.2119
33549791,2.3226,3754.8828,8721.2227
33549830,2.2435,3769.5313,8456.7715
33549869,2.2962,3735.3516,8577.2695
33549906,2.3226,3750.0000,8709.8818
33549945,2.4018,3750.0000,9006.8096
33549983,2.4546,3754.8828,9216.7461
33550022,2.4282,3759.7656,9129.4990
33550060,2.3490,3745.1172,8797.3887
33550099,2.4018,3769.5313,9053.7197
33550138,2.3754,3745.1172,8896.2344
33550176,2.3226,3774.4141,8766.5869
33550215,2.4018,3750.0000,9006.8096
33550253,2.3754,3764.6484,8942.6299
33550291,2.3226,3740.2344,8687.2002
33550330,2.2435,3764.6484,8445.8174
33550368,2.3754,3754.8828,8919.4326
33550407,2.3754,3745.1172,8896.2344
33550445,2.4018,3764.6484,9041.9922
33550484,2.4018,3745.1172,8995.0820
33550522,2.3226,3764.6484,8743.9053
33550561,2.3226,3735.3516,8675.8594
33550600,2.3754,3759.7656,8931.0313
33550638,2.2698,3740.2344,8489.7627
33550676,2.3754,3769.5313,8954.2285
33550714,2.3490,3745.1172,8797.3887
33550753,2.3490,3769.5313,8854.7373
33550791,2.4018,3764.6484,9041.9922
33550830,2.3226,3764.6484,8743.9053
33550869,2.3226,3774.4141,8766.5869
33550907,2.2698,3759.7656,8534.0957
33550946,2.2435,3789.0625,8500.5889
33550984,2.2171,3750.0000,8313.9775
33551023,2.3754,3784.1797,8989.0244
33551062,2.2698,3759.7656,8534.0957
33551099,2.3226,3784.1797,8789.2686
33551138,2.4282,3740.2344,9082.0732
33551176,2.3226,3779.2969,8777.9277
33551215,2.3490,3754.8828,8820.3281
33551253,2.3490,3750.0000,8808.8584
33551292,2.4546,3779.2969,9276.6729
33551331,2.3490,3764.6484,8843.2676
33551369,2.3226,3779.2969,8777.9277
33551408,2.3754,3759.7656,8931.0313
33551446,2.2962,3779.2969,8678.1787
33551484,2.3754,3745.1172,8896.2344
33551522,2.3754,3779.2969,8977.4258
33551561,2.4546,3735.3516,9168.8047
33551600,2.4810,3769.5313,9352.1943
33551638,2.3754,3750.0000,8907.8330
33551677,2.3754,3774.4141,8965.8271
33551715,2.2962,3764.6484,8644.5420
33551754,2.2698,3769.5313,8556.2627
33551793,2.2698,3779.2969,8578.4287
33551831,2.2171,3759.7656,8335.6289
33551869,2.3754,3774.4141,8965.8271
33551907,2.2435,3750.0000,8412.9541
33551946,2.2171,3789.0625,8400.5820
33551984,2.2171,3754.8828,8324.8037
33552023,2.3226,3789.0625,8800.6094
33552062,2.2435,3754.8828,8423.9082
33552100,2.2962,3793.9453,8711.8145
33552139,2.3226,3730.4688,8664.5176
33552177,2.3754,3769.5313,8954.2285
33552216,2.3754,3735.3516,8873.0371
33552253,2.4810,3754.8828,9315.8516
33552292,2.4018,3745.1172,8995.0820
33552331,2.3754,3750.0000,8907.8330
33552369,2.3754,3759.7656,8931.0313
33552408,2.3226,3745.1172,8698.5410
33552446,2.3226,3789.0625,8800.6094
33552485,2.1907,3759.7656,8236.3955
33552523,2.2435,3789.0625,8500.5889
33552562,2.2698,3754.8828,8523.0127
33552601,2.1643,3779.2969,8179.4331
33552638,2.2698,3754.8828,8523.0127
33552677,2.1907,3793.9453,8311.2715
33552715,2.1907,3759.7656,8236.3955
33552754,2.2698,3779.2969,8578.4287
33552793,2.2435,3769.5313,8456.7715
33552831,2.3490,3764.6484,8843.2676
33552870,2.3754,3754.8828,8919.4326
33552908,2.3490,3769.5313,8854.7373
33552947,2.4018,3784.1797,9088.9033
33552985,2.2962,3759.7656,8633.3301
33553024,2.3226,3789.0625,8800.6094
33553062,2.2435,3750.0000,8412.9541
33553100,2.3226,3784.1797,8789.2686
33553139,2.2171,3730.4688,8270.6758
33553177,2.2962,3759.7656,8633.3301
33553216,2.3754,3745.1172,8896.2344
33553254,2.4282,3750.0000,9105.7861
33553293,2.4282,3759.7656,9129.4990
33553332,2.5074,3735.3516,9365.9844
33553370,2.4282,3769.5313,9153.2119
33553409,2.4282,3730.4688,9058.3594
33553446,2.3754,3764.6484,8942.6299
33553485,2.3490,3740.2344,8785.9180
33553524,2.2435,3769.5313,8456.7715
33553562,2.2698,3774.4141,8567.3457
33553601,2.1907,3769.5313,8257.7881
33553639,2.1643,3774.4141,8168.8652
33553678,2.2698,3754.8828,8523.0127
33553716,2.2698,3789.0625,8600.5957
33553755,2.3754,3740.2344,8884.6357
33553794,2.4018,3769.5313,9053.7197
33553831,2.2435,3754.8828,8423.9082
33553870,2.3754,3754.8828,8919.4326
33553908,2.3226,3774.4141,8766.5869
33553947,2.4282,3745.1172,9093.9297
33553985,2.4018,3754.8828,9018.5371
33554024,2.4810,3735.3516,9267.3945
33554063,2.3754,3759.7656,8931.0313
33554101,2.3754,3759.7656,8931.0313
33554140,2.4018,3754.8828,9018.5371
33554178,2.3490,3779.2969,8877.6777
33554216,2.3226,3740.2344,8687.2002
33554255,2.4018,3784.1797,9088.9033
33554293,2.3754,3745.1172,8896.2344
33554332,2.2962,3769.5313,8655.7539
33554370,2.2171,3754.8828,8324.8037
33554409,2.2171,3774.4141,8368.1055
33554447,2.2171,3779.2969,8378.9307
33554486,2.2698,3750.0000,8511.9297
33554525,2.2962,3784.1797,8689.3906
33554563,2.2698,3735.3516,8478.6797
33554601,2.2962,3774.4141,8666.9658
33554639,2.2962,3735.3516,8577.2695
33554678,2.2698,3769.5313,8556.2627
33554716,2.3490,3769.5313,8854.7373
33554755,2.2962,3764.6484,8644.5420
33554794,2.3226,3779.2969,8777.9277
33554832,2.3754,3750.0000,8907.8330
33554871,2.3226,3779.2969,8777.9277
33554909,2.2698,3750.0000,8511.9297
33554948,2.3754,3759.7656,8931.0313
33554985,2.3754,3745.1172,8896.2344
33555024,2.4018,3740.2344,8983.3545
33555063,2.4282,3769.5313,9153.2119
33555101,2.5602,3725.5859,9538.1602
33555140,2.4282,3769.5313,9153.2119
33555178,2.3754,3764.6484,8942.6299
33555217,2.4282,3769.5313,9153.2119
33555256,2.2962,3759.7656,8633.3301
33555294,2.2171,3779.2969,8378.9307
33555333,2.2435,3779.2969,8478.6807
33555371,2.1907,3774.4141,8268.4854
33555409,2.2698,3774.4141,8567.3457
33555447,2.2698,3745.1172,8500.8467
33555486,2.3490,3774.4141,8866.2070
33555525,2.3754,3730.4688,8861.4385
33555563,2.3754,3769.5313,8954.2285
33555602,2.4810,3754.8828,9315.8516
33555640,2.5074,3750.0000,9402.7139
33555679,2.4018,3750.0000,9006.8096
33555717,2.3754,3740.2344,8884.6357
33555756,2.2435,3769.5313,8456.7715
33555794,2.2698,3750.0000,8511.9297
33555832,2.2698,3779.2969,8578.4287
33555871,2.2171,3759.7656,8335.6289
33555909,2.3490,3769.5313,8854.7373
33555948,2.3754,3769.5313,8954.2285
33555987,2.4018,3754.8828,9018.5371
33556025,2.4810,3779.2969,9376.4229
33556064,2.3226,3740.2344,8687.2002
33556102,2.4018,3769.5313,9053.7197
33556141,2.2962,3730.4688,8566.0576
33556178,2.2435,3779.2969,8478.6807
33556217,2.1907,3754.8828,8225.6982
33556256,2.2171,3784.1797,8389.7568
33556294,2.1907,3784.1797,8289.8779
33556333,2.1643,3774.4141,8168.8652
33556371,2.3226,3784.1797,8789.2686
33556410,2.2435,3754.8828,8423.9082
33556448,2.2435,3774.4141,8467.7256
33556487,2.2698,3735.3516,8478.6797
33556526,2.4546,3774.4141,9264.6875
33556563,2.2698,3750.0000,8511.9297
33556602,2.3226,3769.5313,8755.2461
33556640,2.2962,3759.7656,8633.3301
33556679,2.3754,3774.4141,8965.8271
33556718,2.3226,3769.5313,8755.2461
33556756,2.2698,3750.0000,8511.9297
33556795,2.3490,3779.2969,8877.6777
33556833,2.3754,3725.5859,8849.8398
33556872,2.4282,3769.5313,9153.2119
33556910,2.4546,3740.2344,9180.7900
33556948,2.3490,3764.6484,8843.2676
33556987,2.2962,3750.0000,8610.9053
33557025,2.3754,3769.5313,8954.2285
33557064,2.2962,3774.4141,8666.9658
33557102,2.4546,3759.7656,9228.7314
33557141,2.3226,3769.5313,8755.2461
33557179,2.3226,3750.0000,8709.8818
33557218,2.3490,3784.1797,8889.1475
33557257,2.3490,3750.0000,8808.8584
33557295,2.2698,3789.0625,8600.5957
33557334,2.2962,3764.6484,8644.5420
33557371,2.2171,3779.2969,8378.9307
33557410,2.1115,3764.6484,7949.0039
33557448,2.1379,3789.0625,8100.5610
33557487,2.2171,3769.5313,8357.2803
33557526,2.2962,3774.4141,8666.9658
33557564,2.2171,3774.4141,8368.1055
33557603,2.2698,3769.5313,8556.2627
33557641,2.2962,3745.1172,8599.6934
33557680,2.3226,3754.8828,8721.2227
33557719,2.4018,3779.2969,9077.1748
33557756,2.4282,3735.3516,9070.2168
33557795,2.4282,3750.0000,9105.7861
33557833,2.5338,3740.2344,9476.9443
33557872,2.5074,3745.1172,9390.4707
33557910,2.5074,3754.8828,9414.9570
33557949,2.4546,3750.0000,9204.7607
33557988,2.2962,3779.2969,8678.1787
33558026,2.2435,3745.1172,8402.0000
33558065,2.2698,3779.2969,8578.4287
33558103,2.1643,3750.0000,8116.0264
33558141,2.2435,3789.0625,8500.5889
33558179,2.2171,3754.8828,8324.8037
33558218,2.2698,3769.5313,8556.2627
33558257,2.2962,3774.4141,8666.9658
33558295,2.2435,3754.8828,8423.9082
33558334,2.2962,3784.1797,8689.3906
33558372,2.3226,3745.1172,8698.5410
33558411,2.4546,3774.4141,9264.6875
33558450,2.3490,3740.2344,8785.9180
33558488,2.4282,3750.0000,9105.7861
33558526,2.4546,3730.4688,9156.8193
33558564,2.4546,3759.7656,9228.7314
33558603,2.3226,3769.5313,8755.2461
33558641,2.2962,3754.8828,8622.1182
33558680,2.2698,3769.5313,8556.2627
33558719,2.2962,3750.0000,8610.9053
33558757,2.3226,3789.0625,8800.6094
33558796,2.2962,3750.0000,8610.9053
33558834,2.2962,3779.2969,8678.1787
33558873,2.3226,3750.0000,8709.8818
33558910,2.2171,3774.4141,8368.1055
33558949,2.2435,3769.5313,8456.7715
33558988,2.2435,3774.4141,8467.7256
33559026,2.2962,3779.2969,8678.1787
33559065,2.3754,3730.4688,8861.4385
33559103,2.2962,3779.2969,8678.1787
33559142,2.3226,3745.1172,8698.5410
33559181,2.2698,3774.4141,8567.3457
33559219,2.3490,3754.8828,8820.3281
33559258,2.2698,3774.4141,8567.3457
33559296,2.3226,3779.2969,8777.9277
33559334,2.2698,3759.7656,8534.0957
33559372,2.3226,3779.2969,8777.9277
33559411,2.3490,3740.2344,8785.9180
33559450,2.4810,3764.6484,9340.0801
33559488,2.4282,3715.8203,9022.7900
33559527,2.4810,3754.8828,9315.8516
33559565,2.3490,3754.8828,8820.3281
33559604,2.3226,3750.0000,8709.8818
33559642,2.2698,3779.2969,8578.4287
33559681,2.2698,3750.0000,8511.9297
33559719,2.3226,3779.2969,8777.9277
33559757,2.3490,3750.0000,8808.8584
33559796,2.1379,3779.2969,8079.6836
33559834,2.3226,3745.1172,8698.5410
33559873,2.3226,3793.9453,8811.9512
33559911,2.2435,3750.0000,8412.9541
33559950,2.2171,3779.2969,8378.9307
33559989,2.3490,3754.8828,8820.3281
33560027,2.2698,3769.5313,8556.2627
33560066,2.3490,3774.4141,8866.2070
33560103,2.2962,3774.4141,8666.9658
33560142,2.4282,3764.6484,9141.3555
33560181,2.4018,3745.1172,8995.0820
33560219,2.3226,3759.7656,8732.5635
33560258,2.4810,3735.3516,9267.3945
33560296,2.2962,3769.5313,8655.7539
33560335,2.2698,3740.2344,8489.7627
33560373,2.3226,3774.4141,8766.5869
33560412,2.3226,3769.5313,8755.2461
33560451,2.3754,3754.8828,8919.4326
33560488,2.2435,3769.5313,8456.7715
33560527,2.3226,3759.7656,8732.5635
33560565,2.3490,3769.5313,8854.7373
33560604,2.2698,3759.7656,8534.0957
33560642,2.2435,3789.0625,8500.5889
33560681,2.2171,3754.8828,8324.8037
33560720,2.3226,3784.1797,8789.2686
33560758,2.3226,3745.1172,8698.5410
33560797,2.4018,3774.4141,9065.4473
33560835,2.4282,3750.0000,9105.7861
33560873,2.4810,3759.7656,9327.9658
33560912,2.3226,3764.6484,8743.9053
33560950,2.2962,3754.8828,8622.1182
33560989,2.3490,3769.5313,8854.7373
33561027,2.2962,3750.0000,8610.9053
33561066,2.2962,3784.1797,8689.3906
33561104,2.3226,3750.0000,8709.8818
33561143,2.2698,3784.1797,8589.5117
33561182,2.2698,3745.1172,8500.8467
33561220,2.2435,3784.1797,8489.6348
33561259,2.2698,3745.1172,8500.8467
33561296,2.3490,3759.7656,8831.7979
33561335,2.4546,3750.0000,9204.7607
33561373,2.5074,3750.0000,9402.7139
33561412,2.4546,3750.0000,9204.7607
33561451,2.5602,3730.4688,9550.6611
33561489,2.5338,3759.7656,9526.4326
33561528,2.3754,3730.4688,8861.4385
33561566,2.2698,3774.4141,8567.3457
33561605,2.2435,3759.7656,8434.8633
33561644,2.2171,3779.2969,8378.9307
33561681,2.0851,3779.2969,7880.1855
33561720,2.1379,3784.1797,8090.1226
33561758,2.1643,3784.1797,8190.0005
33561797,2.2962,3764.6484,8644.5420
33561835,2.2962,3784.1797,8689.3906
33561874,2.4282,3735.3516,9070.2168
33561913,2.4810,3754.8828,9315.8516
33561951,2.4282,3715.8203,9022.7900
33561990,2.3754,3759.7656,8931.0313
33562028,2.2962,3745.1172,8599.6934
33562066,2.2962,3769.5313,8655.7539
33562104,2.2698,3779.2969,8578.4287
33562143,2.2435,3774.4141,8467.7256
33562182,2.2171,3784.1797,8389.7568
33562220,2.2435,3750.0000,8412.9541
33562259,2.2962,3779.2969,8678.1787
33562297,2.3490,3735.3516,8774.4482
33562336,2.4018,3779.2969,9077.1748
33562374,2.2698,3745.1172,8500.8467
33562413,2.2698,3784.1797,8589.5117
33562451,2.1379,3754.8828,8027.4893
33562489,2.1643,3798.8281,8221.7041
33562528,2.1379,3769.5313,8058.8057
33562566,2.1379,3779.2969,8079.6836
33562605,2.2962,3740.2344,8588.4814
33562644,2.2698,3764.6484,8545.1797
33562682,2.4018,3735.3516,8971.6270
33562721,2.4018,3745.1172,8995.0820
33562759,2.5074,3764.6484,9439.4424
33562798,2.4546,3740.2344,9180.7900
33562835,2.4546,3754.8828,9216.7461
33562874,2.5074,3730.4688,9353.7412
33562913,2.3226,3769.5313,8755.2461
33562951,2.2962,3745.1172,8599.6934
33562990,2.2962,3774.4141,8666.9658
33563028,2.1907,3769.5313,8257.7881
33563067,2.2171,3774.4141,8368.1055
33563105,2.2698,3779.2969,8578.4287
33563144,2.1643,3769.5313,8158.2974
33563183,2.2962,3779.2969,8678.1787
33563220,2.2962,3740.2344,8588.4814
33563259,2.4018,3769.5313,9053.7197
33563297,2.3490,3740.2344,8785.9180
33563336,2.3490,3784.1797,8889.1475
33563375,2.3754,3754.8828,8919.4326
33563413,2.2435,3784.1797,8489.6348
33563452,2.2962,3750.0000,8610.9053
33563490,2.2962,3764.6484,8644.5420
33563529,2.3226,3774.4141,8766.5869
33563567,2.3490,3759.7656,8831.7979
33563606,2.2171,3774.4141,8368.1055
33563644,2.2435,3745.1172,8402.0000
33563682,2.2962,3789.0625,8700.6025
33563721,2.3754,3754.8828,8919.4326
33563759,2.3490,3789.0625,8900.6172
33563798,2.2962,3745.1172,8599.6934
33563836,2.2698,3779.2969,8578.4287
33563875,2.2698,3740.2344,8489.7627
33563914,2.2962,3779.2969,8678.1787
33563952,2.3226,3750.0000,8709.8818
33563991,2.2962,3769.5313,8655.7539
33564028,2.4018,3750.0000,9006.8096
33564067,2.4018,3750.0000,9006.8096
33564106,2.4810,3769.5313,9352.1943
33564144,2.3226,3759.7656,8732.5635
33564183,2.3226,3789.0625,8800.6094
33564221,2.3226,3750.0000,8709.8818
33564260,2.2698,3784.1797,8589.5117
33564298,2.2962,3754.8828,8622.1182
33564337,2.3490,3779.2969,8877.6777
33564376,2.2435,3740.2344,8391.0459
33564413,2.2698,3774.4141,8567.3457
33564452,2.2435,3750.0000,8412.9541
33564490,2.6394,3730.4688,9846.0430
33564529,2.7713,3730.4688,10338.3460
33564568,2.7449,3710.9375,10186.2720
33564608,2.4546,3759.7656,9228.7314
33564647,2.1643,3784.1797,8190.0005
33564685,2.1115,3779.2969,7979.9341
33564724,1.9795,3823.2422,7568.1787
33564762,1.8739,3793.9453,7109.6421
33564801,1.9267,3828.1250,7375.7690
33564839,1.8476,3779.2969,6982.4424
33564877,1.9267,3813.4766,7347.5454
33564916,2.1643,3769.5313,8158.2974
33564954,2.1115,3808.5938,8041.7939
33564993,2.1115,3764.6484,7949.0039
33565031,2.3226,3784.1797,8789.2686
33565070,2.1907,3759.7656,8236.3955
33565109,2.1643,3779.2969,8179.4331
33565147,2.2435,3774.4141,8467.7256
33565186,2.1643,3779.2969,8179.4331
33565223,2.0059,3808.5938,7639.7041
33565262,2.0323,3789.0625,7700.5332
33565300,1.9003,3833.0078,7284.0098
33565339,1.7948,3798.8281,6817.9985
33565378,1.9003,3842.7734,7302.5679
33565416,1.6364,3813.4766,6240.3809
33565455,1.6364,3867.1875,6328.2734
33565493,1.5836,3837.8906,6077.7407
33565532,1.5044,3876.9531,5832.6206
33565571,1.5044,3857.4219,5803.2368
33565608,1.4253,3881.8359,5532.5996
33565647,1.3989,3867.1875,5409.6528
33565685,1.3725,3881.8359,5327.6885
33565724,0.2639,3999.0234,1055.4855
33565762,0.1848,4013.6719,741.5463
33565800,0.3431,4018.5547,1378.8326
33565839,0.2375,4003.9063,951.0968
33565876,0.1848,4008.7891,740.6441
33565914,0.2111,4013.6719,847.4814
33565950,0.1848,3999.0234,738.8398
33565988,0.3695,4013.6719,1483.0925
33566026,0.1848,4008.7891,740.6441
33566064,0.3695,4018.5547,1484.8967
33566103,0.2375,4013.6719,953.4166
33566140,0.2639,4018.5547,1060.6405
33566179,0.2639,4013.6719,1059.3517
33566217,0.1584,4008.7891,634.8378
33566255,0.3431,4018.5547,1378.8326
33566292,0.2375,4013.6719,953.4166
33566330,0.2111,4018.5547,848.5124
33566367,0.1848,3999.0234,738.8398
33566405,0.2375,4018.5547,954.5764
33566443,0.2375,4013.6719,953.4166
33566480,0.2903,4028.3203,1169.5398
33566519,0.2111,4018.5547,848.5124
33566556,0.3431,4008.7891,1375.4819
33566595,0.2111,4013.6719,847.4814
33566631,0.2111,4013.6719,847.4814
33566669,0.1848,4008.7891,740.6441
33566707,0.2111,4023.4375,849.5434
33566744,0.2111,4018.5547,848.5124
33566782,0.1848,4018.5547,742.4484
33566819,0.2111,4018.5547,848.5124
33566857,0.2111,4018.5547,848.5124
33566894,0.2111,4023.4375,849.5434
33566931,0.2639,4018.5547,1060.6405
33566970,0.1848,4018.5547,742.4484
33567007,0.1848,4023.4375,743.3505
33567045,0.1848,4023.4375,743.3505
33567082,0.2111,3999.0234,844.3884
33567120,0.2375,4018.5547,954.5764
33567157,0.2375,4008.7891,952.2567
33567195,0.2375,4018.5547,954.5764
33567232,0.2375,4028.3203,956.8962
33567269,0.1848,4003.9063,739.7420
33567307,0.2375,4013.6719,953.4166
33567344,0.2111,4023.4375,849.5434
33567382,0.2375,4018.5547,954.5764
33567419,0.2639,4018.5547,1060.6405
33567458,0.1848,4013.6719,741.5463
33567495,0.2111,4023.4375,849.5434
33567533,0.2639,4023.4375,1061.9292
33567571,0.1584,4023.4375,637.1575
33567608,0.3431,4023.4375,1380.5081
33567647,0.2639,4023.4375,1061.9292
33567685,0.1848,4003.9063,739.7420
33567723,0.1848,4018.5547,742.4484
33567760,0.2111,4018.5547,848.5124
33567798,0.1848,4023.4375,743.3505
33567836,0.1320,4018.5547,530.3203
33567873,0.3167,4018.5547,1272.7686
33567911,0.2111,4028.3203,850.5744
33567948,0.3167,4018.5547,1272.7686
33567987,0.2375,4018.5547,954.5764
33568024,0.2375,4028.3203,956.8962
33568062,0.2111,4013.6719,847.4814
33568100,0.2375,4018.5547,954.5764
33568137,0.2111,4023.4375,849.5434
33568175,0.2639,4023.4375,1061.9292
33568212,0.1848,4023.4375,743.3505
33568250,0.2111,4023.4375,849.5434
33568287,0.2111,4018.5547,848.5124
33568325,0.2375,4018.5547,954.5764
33568362,0.2375,4023.4375,955.7363
33568400,0.1320,4018.5547,530.3203
33568438,0.2375,4018.5547,954.5764
33568475,0.1584,4018.5547,636.3843
33568513,0.1848,4023.4375,743.3505
33568549,0.2111,4018.5547,848.5124
33568587,0.2375,4023.4375,955.7363
33568624,0.3167,4023.4375,1274.3151
33568663,0.2111,4018.5547,848.5124
33568701,0.2375,4023.4375,955.7363
33568738,0.1848,4028.3203,744.2526
