34393??b?r&?1,4067.3828,1395.5864
343985054,2.4810,3715.8203,9218.9375
343985094,2.4810,3745.1172,9291.6230
343985134,2.4282,3754.8828,9117.6426
343985173,2.3226,3745.1172,8698.5410
343985213,2.4018,3774.4141,9065.4473
343985252,2.3754,3759.7656,8931.0313
343985292,2.3226,3779.2969,8777.9277
343985332,2.2171,3745.1172,8303.1523
343985371,2.2435,3784.1797,8489.6348
343985411,2.2435,3735.3516,8380.0908
343985449,2.2698,3745.1172,8500.8467
343985489,2.3226,3730.4688,8664.5176
343985529,2.4018,3754.8828,9018.5371
343985568,2.4018,3725.5859,8948.1719
343985608,2.3490,3759.7656,8831.7979
343985647,2.3490,3745.1172,8797.3887
343985687,2.3226,3759.7656,8732.5635
343985727,2.4282,3657.2266,8880.5127
343985766,2.4546,3750.0000,9204.7607
343985806,2.5866,3720.7031,9623.8623
343985845,2.4810,3745.1172,9291.6230
343985885,2.4546,3730.4688,9156.8193
343985925,2.4282,3750.0000,9105.7861
343985964,2.4282,3754.8828,9117.6426
343986003,2.3490,3745.1172,8797.3887
343986042,2.4546,3764.6484,9240.7168
343986082,2.2962,3745.1172,8599.6934
343986121,2.2435,3769.5313,8456.7715
343986161,2.3754,3754.8828,8919.4326
343986201,2.2962,3735.3516,8577.2695
343986240,2.3226,3754.8828,8721.2227
343986280,2.3490,3754.8828,8820.3281
343986319,2.4018,3750.0000,9006.8096
343986359,2.4282,3769.5313,9153.2119
343986399,2.2698,3764.6484,8545.1797
343986438,2.2435,3759.7656,8434.8633
343986478,2.4282,3618.1641,8785.6602
343986516,2.4810,3735.3516,9267.3945
343986556,2.5338,3725.5859,9439.8291
343986596,2.4810,3750.0000,9303.7373
343986635,2.3754,3730.4688,8861.4385
343986675,2.4018,3774.4141,9065.4473
343986714,2.4546,3735.3516,9168.8047
343986754,2.4282,3759.7656,9129.4990
343986794,2.4282,3706.0547,8999.0771
343986833,2.4546,3740.2344,9180.7900
343986873,2.3226,3754.8828,8721.2227
343986912,2.3490,3754.8828,8820.3281
343986952,2.2962,3745.1172,8599.6934
343986992,2.3754,3745.1172,8896.2344
343987031,2.3490,3740.2344,8785.9180
343987070,2.3754,3764.6484,8942.6299
343987109,2.3490,3745.1172,8797.3887
343987149,2.3226,3774.4141,8766.5869
343987189,2.4282,3750.0000,9105.7861
343987228,2.5602,3740.2344,9575.6631
343987268,2.5338,3735.3516,9464.5732
343987307,2.5074,3730.4688,9353.7412
343987347,2.4546,3754.8828,9216.7461
343987386,2.3754,3725.5859,8849.8398
343987426,2.3226,3774.4141,8766.5869
343987466,2.2698,3754.8828,8523.0127
343987505,2.4018,3745.1172,8995.0820
343987545,2.3226,3735.3516,8675.8594
343987584,2.2962,3774.4141,8666.9658
343987623,2.2962,3745.1172,8599.6934
343987663,2.2171,3769.5313,8357.2803
343987702,2.4018,3740.2344,8983.3545
343987742,2.4546,3754.8828,9216.7461
343987781,2.4018,3725.5859,8948.1719
343987821,2.3754,3740.2344,8884.6357
343987861,2.3490,3735.3516,8774.4482
343987900,2.3754,3750.0000,8907.8330
343987940,2.3754,3735.3516,8873.0371
343987979,2.4810,3745.1172,9291.6230
343988019,2.5074,3745.1172,9390.4707
343988059,2.4810,3730.4688,9255.2803
343988098,2.4546,3764.6484,9240.7168
343988137,2.3226,3735.3516,8675.8594
343988176,2.3754,3769.5313,8954.2285
343988216,2.3754,3730.4688,8861.4385
343988256,2.3754,3754.8828,8919.4326
343988295,2.3490,3745.1172,8797.3887
343988335,2.2962,3759.7656,8633.3301
343988374,2.3490,3730.4688,8762.9785
343988414,2.3226,3774.4141,8766.5869
343988454,2.4018,3759.7656,9030.2646
343988493,2.4546,3754.8828,9216.7461
343988533,2.4282,3730.4688,9058.3594
343988572,2.4546,3759.7656,9228.7314
343988612,2.5074,3735.3516,9365.9844
343988651,2.2962,3759.7656,8633.3301
343988690,2.3226,3754.8828,8721.2227
343988730,2.4546,3686.5234,9048.9512
343988769,2.4546,3740.2344,9180.7900
343988809,2.4018,3745.1172,8995.0820
343988848,2.5338,3745.1172,9489.3164
343988888,2.3754,3730.4688,8861.4385
343988928,2.4282,3735.3516,9070.2168
343988967,2.5074,3720.7031,9329.2549
343989007,2.5074,3759.7656,9427.2002
343989046,2.4810,3696.2891,9170.4805
343989086,2.3226,3774.4141,8766.5869
343989126,2.2171,3740.2344,8292.3271
343989165,2.2435,3779.2969,8478.6807
343989204,2.3754,3745.1172,8896.2344
343989243,2.3226,3735.3516,8675.8594
343989283,2.2435,3740.2344,8391.0459
343989323,2.2171,3779.2969,8378.9307
343989362,2.4018,3745.1172,8995.0820
343989402,2.3226,3764.6484,8743.9053
343989441,2.5074,3735.3516,9365.9844
343989481,2.4546,3745.1172,9192.7754
343989521,2.4810,3715.8203,9218.9375
343989560,2.3490,3750.0000,8808.8584
343989600,2.3490,3735.3516,8774.4482
343989639,2.3754,3745.1172,8896.2344
343989679,2.5338,3725.5859,9439.8291
343989719,2.5602,3750.0000,9600.6650
343989757,2.5074,3740.2344,9378.2275
343989797,2.4018,3735.3516,8971.6270
343989836,2.4282,3769.5313,9153.2119
343989876,2.3754,3740.2344,8884.6357
343989915,2.4810,3750.0000,9303.7373
343989955,2.3490,3745.1172,8797.3887
343989995,2.3754,3764.6484,8942.6299
343990034,2.3490,3730.4688,8762.9785
343990074,2.2171,3779.2969,8378.9307
343990113,2.2171,3740.2344,8292.3271
343990153,2.2698,3769.5313,8556.2627
343990193,2.4546,3715.8203,9120.8633
343990232,2.3754,3759.7656,8931.0313
343990272,2.4282,3759.7656,9129.4990
343990310,2.3754,3764.6484,8942.6299
343990350,2.4018,3730.4688,8959.8994
343990390,2.3754,3750.0000,8907.8330
343990429,2.3754,3740.2344,8884.6357
343990469,2.5338,3740.2344,9476.9443
343990508,2.4282,3730.4688,9058.3594
343990548,2.3226,3608.3984,8380.9932
343990588,2.3226,3769.5313,8755.2461
343990627,2.4546,3735.3516,9168.8047
343990667,2.4282,3745.1172,9093.9297
343990706,2.3754,3720.7031,8838.2412
343990746,2.3754,3745.1172,8896.2344
343990786,2.3490,3730.4688,8762.9785
343990824,2.2962,3798.8281,8723.0273
343990864,2.2962,3750.0000,8610.9053
343990903,2.3754,3750.0000,8907.8330
343990943,2.4018,3730.4688,8959.8994
343990983,2.3490,3735.3516,8774.4482
343991022,2.3226,3745.1172,8698.5410
343991062,2.2435,3745.1172,8402.0000
343991101,2.3490,3750.0000,8808.8584
343991141,2.5338,3745.1172,9489.3164
343991180,2.5338,3735.3516,9464.5732
343991220,2.5866,3710.9375,9598.6035
343991260,2.4546,3666.9922,9001.0098
343991299,2.3490,3720.7031,8740.0391
343991339,2.3754,3754.8828,8919.4326
343991377,2.4810,3706.0547,9194.7090
343991417,2.3490,3745.1172,8797.3887
343991457,2.4282,3725.5859,9046.5029
343991496,2.3490,3774.4141,8866.2070
343991536,2.2698,3764.6484,8545.1797
343991575,2.2698,3774.4141,8567.3457
343991615,2.4282,3750.0000,9105.7861
343991655,2.4546,3740.2344,9180.7900
343991694,2.4018,3745.1172,8995.0820
343991734,2.3226,3769.5313,8755.2461
343991773,2.2698,3745.1172,8500.8467
343991813,2.3754,3745.1172,8896.2344
343991853,2.4546,3735.3516,9168.8047
343991891,2.4810,3720.7031,9231.0518
343991931,2.4546,3754.8828,9216.7461
343991970,2.4018,3730.4688,8959.8994
343992010,2.3226,3735.3516,8675.8594
343992050,2.3226,3735.3516,8675.8594
343992089,2.3490,3759.7656,8831.7979
343992129,2.4546,3715.8203,9120.8633
343992168,2.4282,3750.0000,9105.7861
343992208,2.3226,3745.1172,8698.5410
343992248,2.3754,3754.8828,8919.4326
343992287,2.4018,3706.0547,8901.2607
343992327,2.2435,3940.4297,8840.1748
343992366,2.2698,3750.0000,8511.9297
343992406,2.1907,3764.6484,8247.0918
343992444,2.2698,3779.2969,8578.4287
343992484,2.3226,3769.5313,8755.2461
343992524,2.4018,3735.3516,8971.6270
343992563,2.4282,3750.0000,9105.7861
343992603,2.5338,3710.9375,9402.7129
343992642,2.6394,3715.8203,9807.3799
343992682,2.6130,3730.4688,9747.5830
343992722,2.4810,3715.8203,9218.9375
343992761,2.5602,3745.1172,9588.1641
343992801,2.4018,3740.2344,8983.3545
343992840,2.5074,3740.2344,9378.2275
343992880,2.3490,3740.2344,8785.9180
343992920,2.3754,3754.8828,8919.4326
343992958,2.3226,3754.8828,8721.2227
343992998,2.1907,3769.5313,8257.7881
343993037,2.2435,3750.0000,8412.9541
343993077,2.1907,3837.8906,8407.5410
343993117,2.3490,3725.5859,8751.5088
343993156,2.4810,3740.2344,9279.5088
343993196,2.5602,3696.2891,9463.1553
343993235,2.5866,3696.2891,9560.7139
343993275,2.4810,3754.8828,9315.8516
343993315,2.3490,3730.4688,8762.9785
343993354,2.3226,3769.5313,8755.2461
343993394,2.4546,3740.2344,9180.7900
343993433,2.3490,3769.5313,8854.7373
343993473,2.2962,3735.3516,8577.2695
343993512,2.4282,3740.2344,9082.0732
343993551,2.3754,3750.0000,8907.8330
343993591,2.3490,3769.5313,8854.7373
343993630,2.4282,3725.5859,9046.5029
343993670,2.3226,3769.5313,8755.2461
343993709,2.2698,3745.1172,8500.8467
343993749,2.2962,3769.5313,8655.7539
343993789,2.3754,3735.3516,8873.0371
343993828,2.3490,3754.8828,8820.3281
343993868,2.4810,3715.8203,9218.9375
343993907,2.4018,3745.1172,8995.0820
343993947,2.4018,3730.4688,8959.8994
343993987,2.4282,3750.0000,9105.7861
343994025,2.4282,3730.4688,9058.3594
343994065,2.3754,3598.6328,8548.2725
343994104,2.4018,3842.7734,9229.6348
343994144,2.4810,3720.7031,9231.0518
343994184,2.4282,3740.2344,9082.0732
343994223,2.3754,3725.5859,8849.8398
343994263,2.4546,3745.1172,9192.7754
343994302,2.4018,3750.0000,9006.8096
343994342,2.3490,3759.7656,8831.7979
343994382,2.5074,3730.4688,9353.7412
343994421,2.5602,3759.7656,9625.6670
343994461,2.4018,3730.4688,8959.8994
343994500,2.4282,3745.1172,9093.9297
343994540,2.3226,3735.3516,8675.8594
343994579,2.2962,3754.8828,8622.1182
343994618,2.3754,3710.9375,8815.0439
343994658,2.3226,3754.8828,8721.2227
343994697,2.3490,3730.4688,8762.9785
343994737,2.3490,3735.3516,8774.4482
343994777,2.2698,3745.1172,8500.8467
343994816,2.2962,3725.5859,8554.8447
343994856,2.3490,3730.4688,8762.9785
343994895,2.3754,3750.0000,8907.8330
343994935,2.3754,3735.3516,8873.0371
343994974,2.4546,3750.0000,9204.7607
343995014,2.3490,3745.1172,8797.3887
343995054,2.3490,3745.1172,8797.3887
343995092,2.5074,3750.0000,9402.7139
343995132,2.4282,3740.2344,9082.0732
343995171,2.4018,3750.0000,9006.8096
343995211,2.4018,3754.8828,9018.5371
343995251,2.3490,3750.0000,8808.8584
343995290,2.4018,3745.1172,8995.0820
343995330,2.3754,3759.7656,8931.0313
343995369,2.3490,3740.2344,8785.9180
343995409,2.4018,3764.6484,9041.9922
343995449,2.4810,3730.4688,9255.2803
343995488,2.3754,3759.7656,8931.0313
343995528,2.3226,3735.3516,8675.8594
343995567,2.3754,3730.4688,8861.4385
343995607,2.4546,3730.4688,9156.8193
343995646,2.5074,3730.4688,9353.7412
343995685,2.4018,3725.5859,8948.1719
343995725,2.2962,3769.5313,8655.7539
343995764,2.2435,3750.0000,8412.9541
343995804,2.2171,3774.4141,8368.1055
343995844,2.2962,3784.1797,8689.3906
343995883,2.4018,3666.9922,8807.4404
343995923,2.4018,3730.4688,8959.8994
343995962,2.4018,3715.8203,8924.7158
343996002,2.3490,3740.2344,8785.9180
343996042,2.3754,3769.5313,8954.2285
343996081,2.4018,3750.0000,9006.8096
343996121,2.5074,3720.7031,9329.2549
343996160,2.4546,3750.0000,9204.7607
343996199,2.4282,3740.2344,9082.0732
343996238,2.4018,3735.3516,8971.6270
343996278,2.4018,3735.3516,8971.6270
343996318,2.4282,3769.5313,9153.2119
343996357,2.4018,3701.1719,8889.5332
343996397,2.4810,3750.0000,9303.7373
343996436,2.4546,3725.5859,9144.8340
343996476,2.4018,3745.1172,8995.0820
343996516,2.2962,3740.2344,8588.4814
343996555,2.3226,3759.7656,8732.5635
343996595,2.2962,3754.8828,8622.1182
343996634,2.5074,3735.3516,9365.9844
343996674,2.4546,3735.3516,9168.8047
343996713,2.4810,3720.7031,9231.0518
343996752,2.5338,3750.0000,9501.6885
343996792,2.3226,3735.3516,8675.8594
343996831,2.3226,3735.3516,8675.8594
343996871,2.3490,3735.3516,8774.4482
343996911,2.4018,3769.5313,9053.7197
343996950,2.1643,3740.2344,8094.8911
343996990,2.1379,3798.8281,8121.4390
343997029,2.1115,3750.0000,7918.0742
343997069,2.1907,3784.1797,8289.8779
343997109,2.2698,3745.1172,8500.8467
343997148,2.2698,3764.6484,8545.1797
343997188,2.2435,3754.8828,8423.9082
343997227,2.3490,3754.8828,8820.3281
343997266,2.4546,3725.5859,9144.8340
343997306,2.5074,3725.5859,9341.4980
343997345,2.3490,3754.8828,8820.3281
343997385,2.1379,3808.5938,8142.3169
343997424,2.0851,3779.2969,7880.1855
343997464,2.1379,3798.8281,8121.4390
343997503,2.2435,3764.6484,8445.8174
343997543,2.2698,3779.2969,8578.4287
343997583,2.2435,3769.5313,8456.7715
343997622,2.2171,3784.1797,8389.7568
343997662,2.3490,3818.3594,8969.4365
343997701,2.1115,3793.9453,8010.8643
343997741,1.8739,3789.0625,7100.4922
343997780,1.7156,3847.6563,6600.9727
343997819,1.9267,3813.4766,7347.5454
343997859,2.1379,3784.1797,8090.1226
343997898,2.4282,3750.0000,9105.7861
343997938,2.6921,3710.9375,9990.3828
343997978,2.6394,3696.2891,9755.8301
343998017,2.5866,3725.5859,9636.4922
343998057,2.3490,3750.0000,8808.8584
343998096,2.3226,3764.6484,8743.9053
343998136,2.1643,3759.7656,8137.1621
343998176,2.0323,3803.7109,7730.3037
343998215,1.9267,3784.1797,7291.0981
343998255,2.3490,3774.4141,8866.2070
343998294,2.2435,3750.0000,8412.9541
343998333,2.2962,3769.5313,8655.7539
343998373,2.6130,3725.5859,9734.8242
343998412,2.4282,3769.5313,9153.2119
343998452,2.3754,3745.1172,8896.2344
343998491,2.2171,3774.4141,8368.1055
343998531,2.0059,3798.8281,7620.1152
343998571,2.0059,3803.7109,7629.9097
343998610,2.0587,3789.0625,7800.5405
343998650,2.0851,3808.5938,7941.2725
343998689,1.9795,3779.2969,7481.1880
343998729,2.0059,3813.4766,7649.4985
343998768,2.0587,3779.2969,7780.4360
343998808,2.1115,3793.9453,8010.8643
343998848,2.2435,3730.4688,8369.1367
343998886,2.3226,3740.2344,8687.2002
343998926,2.3226,3745.1172,8698.5410
343998965,2.1643,3779.2969,8179.4331
343999005,1.9003,3803.7109,7228.3359
343999045,1.8212,3837.8906,6989.4019
343999084,1.8739,3803.7109,7127.9424
343999124,1.9531,3818.3594,7457.7334
343999163,2.1379,3803.7109,8131.8779
343999203,2.2698,3769.5313,8556.2627
343999243,2.4018,3735.3516,8971.6270
343999282,2.1643,3789.0625,8200.5684
343999322,1.9795,3779.2969,7481.1880
343999361,2.1907,3779.2969,8279.1816
343999400,1.9531,3793.9453,7410.0493
343999440,2.1379,3793.9453,8111.0000
343999479,2.0587,3784.1797,7790.4883
343999519,2.0059,3808.5938,7639.7041
343999558,2.1115,3779.2969,7979.9341
343999598,2.1115,3808.5938,8041.7939
343999638,2.1115,3647.4609,7701.5645
343999677,2.0851,3808.5938,7941.2725
343999717,1.9003,3774.4141,7172.6616
343999756,1.9795,3823.2422,7568.1787
343999796,1.9795,3784.1797,7490.8540
343999836,2.1643,3769.5313,8158.2974
343999875,2.0587,3769.5313,7760.3315
343999915,1.9531,3813.4766,7448.1963
343999953,1.9531,3793.9453,7410.0493
343999993,1.9795,3828.1250,7577.8442
344000032,2.0323,3779.2969,7680.6865
344000072,2.0851,3813.4766,7951.4531
344000112,2.1115,3774.4141,7969.6240
344000151,2.0851,3803.7109,7931.0913
344000191,1.9267,3842.7734,7403.9927
344000230,1.9531,3818.3594,7457.7334
344000270,2.0851,3789.0625,7900.5479
344000310,2.0851,3803.7109,7931.0913
344000349,2.1379,3769.5313,8058.8057
344000389,2.0323,3808.5938,7740.2271
344000428,2.1115,3779.2969,7979.9341
344000467,2.1643,3784.1797,8190.0005
344000507,2.1379,3779.2969,8079.6836
344000546,2.1643,3789.0625,8200.5684
344000586,2.1379,3808.5938,8142.3169
344000625,2.0059,3769.5313,7561.3481
344000665,1.8476,3823.2422,7063.6333
344000705,1.9531,3828.1250,7476.8066
344000744,1.9267,3798.8281,7319.3218
344000784,1.8739,3813.4766,7146.2427
344000823,1.9003,3798.8281,7219.0566
344000863,1.8476,3828.1250,7072.6548
344000903,1.7948,3837.8906,6888.1064
344000942,1.6100,3715.8203,5982.5024
344000982,1.6364,3857.4219,6312.2930
344001020,1.6628,3847.6563,6397.8662
344001060,1.5308,3867.1875,5919.9980
344001100,1.3989,3876.9531,5423.3135
344001139,1.3197,3901.3672,5148.5522
344001179,1.3461,3920.8984,5277.8145
344001218,1.2669,3911.1328,4954.9824
344001258,1.1877,3916.0156,4651.0952
344001297,1.2669,3896.4844,4936.4243
344001337,1.2405,3901.3672,4839.6392
344001377,1.2141,3930.6641,4772.2378
344001416,1.3989,3911.1328,5471.1265
344001456,1.3197,3896.4844,5142.1089
344001495,1.2405,3906.2500,4845.6963
344001534,1.2141,3916.0156,4754.4531
344001574,1.3725,3906.2500,5361.1963
344001613,1.3461,3896.4844,5244.9512
344001653,1.3989,3901.3672,5457.4653
344001692,0.3959,4023.4375,1592.8938
344001732,0.3431,4042.9688,1387.2095
344001772,0.3431,4018.5547,1378.8326
344001811,0.3695,4042.9688,1493.9180
344001851,0.3695,4013.6719,1483.0925
344001890,0.3167,4038.0859,1278.9545
344001930,0.3695,4042.9688,1493.9180
344001970,0.3431,4038.0859,1385.5342
344002009,0.4487,4028.3203,1807.4706
344002049,0.3431,4042.9688,1387.2095
344002087,0.3167,4023.4375,1274.3151
344002127,0.3959,4038.0859,1598.6932
344002167,0.3431,4038.0859,1385.5342
344002206,0.4751,4038.0859,1918.4319
344002246,0.3695,4038.0859,1492.1138
344002285,0.4487,4042.9688,1814.0432
344002325,0.4223,4038.0859,1705.2728
344002365,0.4223,4038.0859,1705.2728
344002404,0.3959,4042.9688,1600.6263
344002444,0.3695,4042.9688,1493.9180
344002483,0.4223,4042.9688,1707.3348
344002523,0.4751,4038.0859,1918.4319
344002562,0.3431,4042.9688,1387.2095
344002601,0.3167,4042.9688,1280.5010
344002641,0.3695,4042.9688,1493.9180
344002680,0.3695,4038.0859,1492.1138
344002720,0.3167,4023.4375,1274.3151
344002759,0.3695,4042.9688,1493.9180
344002799,0.3959,4047.8516,1602.5594
344002839,0.3167,4047.8516,1282.0475
344002878,0.2639,4042.9688,1067.0842
344002918,0.3167,4042.9688,1280.5010
344002957,0.3959,4042.9688,1600.6263
344002997,0.3695,4042.9688,1493.9180
344003037,0.3431,4042.9688,1387.2095
344003076,0.3167,4047.8516,1282.0475
344003116,0.3959,4047.8516,1602.5594
344003154,0.3431,4042.9688,1387.2095
344003194,0.4223,4057.6172,1713.5208
344003234,0.3959,4082.0313,1616.0913
344003273,0.3431,4047.8516,1388.8849
344003313,0.3431,4042.9688,1387.2095
344003352,0.3431,4042.9688,1387.2095
344003392,0.3167,4042.9688,1280.5010
344003432,0.3959,4042.9688,1600.6263
344003471,0.3695,4072.2656,1504.7434
344003511,0.3959,4038.0859,1598.6932
344003550,0.3695,4033.2031,1490.3094
344003590,0.5015,4077.1484,2044.6003
344003630,0.3959,4042.9688,1600.6263
344003668,0.4751,4038.0859,1918.4319
344003708,0.3167,4028.3203,1275.8616
344003747,0.3695,4042.9688,1493.9180
344003787,0.3431,4042.9688,1387.2095
344003826,0.3695,4047.8516,1495.7222
344003866,0.3431,4033.2031,1383.8588
344003906,0.3695,4047.8516,1495.7222
344003945,0.3431,4047.8516,1388.8849
344003985,0.3431,4057.6172,1392.2356
344004024,0.3167,4033.2031,1277.4081
344004064,0.3431,4047.8516,1388.8849
344004104,0.3431,4042.9688,1387.2095
344004143,0.3695,4047.8516,1495.7222
344004183,0.3959,4028.3203,1594.8269
344004221,0.3167,4047.8516,1282.0475
344004261,0.3431,4042.9688,1387.2095
344004301,0.3431,4047.8516,1388.8849
344004340,0.3431,4033.2031,1383.8588
344004380,0.3695,4052.7344,1497.5265
344004419,0.3695,4047.8516,1495.7222
344004459,0.3167,4047.8516,1282.0475
344004499,0.3431,4042.9688,1387.2095
344004538,0.3695,4042.9688,1493.9180
344004578,0.3695,4042.9688,1493.9180
344004617,0.3167,4047.8516,1282.0475
344004657,0.4223,4042.9688,1707.3348
344004697,0.5279,4047.8516,2136.7458
344004736,0.3167,4052.7344,1283.5940
344004775,0.3431,4033.2031,1383.8588
344004814,0.3167,4052.7344,1283.5940
344004854,0.3431,4047.8516,1388.8849
344004894,0.4223,4052.7344,1711.4587
344004933,0.3167,4052.7344,1283.5940
344004973,0.3959,4116.2109,1629.6232
344005012,0.3695,4057.6172,1499.3307
344005052,0.3431,4047.8516,1388.8849
344005091,0.3695,4042.9688,1493.9180
344005131,0.3431,4047.8516,1388.8849
344005171,0.4223,4047.8516,1709.3967
344005210,0.4751,4052.7344,1925.3911
344005250,0.3695,4057.6172,1499.3307
344005288,0.3167,4033.2031,1277.4081
344005328,0.3431,4028.3203,1382.1833
344005368,0.3167,4052.7344,1283.5940
344005407,0.3695,4047.8516,1495.7222
344005447,0.3431,4047.8516,1388.8849
344005486,0.4487,4038.0859,1811.8524
