969,0.2?????L?969,863.9774
288251568,2.2698,3779.2969,8578.4287
288251608,2.2171,3774.4141,8368.1055
288251646,2.3490,3779.2969,8877.6777
288251686,2.1907,3793.9453,8311.2715
288251725,2.1907,3789.0625,8300.5752
288251765,2.0323,3798.8281,7720.3799
288251804,2.1379,3803.7109,8131.8779
288251844,2.1115,3823.2422,8072.7241
288251884,2.1643,3789.0625,8200.5684
288251923,2.2435,3833.0078,8599.1787
288251963,2.0851,3813.4766,7951.4531
288252002,2.1379,3793.9453,8111.0000
288252042,2.2435,3740.2344,8391.0459
288252082,2.2698,3774.4141,8567.3457
288252121,2.2435,3769.5313,8456.7715
288252161,2.2171,3789.0625,8400.5820
288252199,2.2435,3779.2969,8478.6807
288252239,2.1643,3793.9453,8211.1357
288252279,2.3490,3784.1797,8889.1475
288252318,2.1907,3759.7656,8236.3955
288252358,2.1379,3793.9453,8111.0000
288252397,2.1115,3789.0625,8000.5542
288252437,2.0587,3823.2422,7870.9063
288252477,2.0851,3798.8281,7920.9102
288252516,2.1379,3828.1250,8184.0723
288252556,2.2435,3779.2969,8478.6807
288252595,2.3490,3813.4766,8957.9668
288252635,2.2435,3774.4141,8467.7256
288252675,2.1643,3779.2969,8179.4331
288252713,2.2698,3754.8828,8523.0127
288252753,2.3226,3774.4141,8766.5869
288252792,2.2698,3779.2969,8578.4287
288252832,2.2698,3779.2969,8578.4287
288252872,2.1643,3779.2969,8179.4331
288252911,2.2435,3769.5313,8456.7715
288252951,2.2435,3784.1797,8489.6348
288252990,2.1907,3784.1797,8289.8779
288253030,2.2171,3833.0078,8498.0117
288253069,2.1907,3793.9453,8311.2715
288253109,2.2171,3769.5313,8357.2803
288253149,2.1379,3779.2969,8079.6836
288253188,2.1907,3808.5938,8343.3613
288253228,2.2962,3823.2422,8779.0879
288253266,2.2698,3803.7109,8633.8447
288253306,2.2435,3769.5313,8456.7715
288253346,2.1643,3803.7109,8232.2715
288253385,2.1907,3764.6484,8247.0918
288253425,2.1643,3774.4141,8168.8652
288253464,2.1907,3793.9453,8311.2715
288253504,2.1379,3769.5313,8058.8057
288253544,2.1907,3798.8281,8321.9678
288253583,2.1379,3774.4141,8069.2446
288253623,2.1643,3813.4766,8253.4072
288253662,2.0587,3774.4141,7770.3838
288253702,2.0587,3818.3594,7860.8540
288253742,2.0587,3759.7656,7740.2271
288253780,2.0851,3813.4766,7951.4531
288253820,2.1643,3828.1250,8285.1104
288253859,2.1907,3808.5938,8343.3613
288253899,2.2171,3784.1797,8389.7568
288253939,2.2171,3793.9453,8411.4072
288253978,2.2698,3750.0000,8511.9297
288254018,2.2435,3774.4141,8467.7256
288254057,2.3490,3774.4141,8866.2070
288254097,2.2171,3779.2969,8378.9307
288254137,2.1379,3789.0625,8100.5610
288254176,2.1907,3784.1797,8289.8779
288254216,2.2698,3798.8281,8622.7617
288254255,2.3226,3774.4141,8766.5869
288254295,2.3226,3759.7656,8732.5635
288254333,2.2435,3764.6484,8445.8174
288254373,2.2171,3793.9453,8411.4072
288254413,2.1643,3784.1797,8190.0005
288254452,2.0851,3823.2422,7971.8154
288254492,2.1115,3774.4141,7969.6240
288254531,2.0587,3789.0625,7800.5405
288254571,2.1115,3789.0625,8000.5542
288254611,2.1115,3784.1797,7990.2441
288254650,2.1379,3769.5313,8058.8057
288254690,2.1115,3793.9453,8010.8643
288254729,2.2698,3774.4141,8567.3457
288254769,2.2962,3784.1797,8689.3906
288254809,2.2435,3798.8281,8522.4980
288254848,2.1379,3793.9453,8111.0000
288254887,2.1907,3803.7109,8332.6650
288254926,2.1115,3789.0625,8000.5542
288254966,2.2171,3818.3594,8465.5352
288255006,2.2962,3774.4141,8666.9658
288255045,2.2171,3798.8281,8422.2334
288255085,2.2435,3764.6484,8445.8174
288255124,2.1907,3798.8281,8321.9678
288255164,2.2698,3764.6484,8545.1797
288255204,2.2171,3784.1797,8389.7568
288255243,2.2171,3779.2969,8378.9307
288255283,2.2962,3789.0625,8700.6025
288255322,2.2698,3784.1797,8589.5117
288255362,2.1643,3789.0625,8200.5684
288255401,2.3226,3759.7656,8732.5635
288255440,2.2435,3774.4141,8467.7256
288255480,2.1115,3803.7109,8031.4839
288255519,2.0851,3779.2969,7880.1855
288255559,2.1379,3798.8281,8121.4390
288255598,2.1115,3793.9453,8010.8643
288255638,2.0059,3803.7109,7629.9097
288255678,2.0851,3789.0625,7900.5479
288255717,2.1643,3823.2422,8274.5430
288255757,2.1643,3779.2969,8179.4331
288255796,2.2171,3798.8281,8422.2334
288255836,2.2962,3759.7656,8633.3301
288255876,2.2962,3784.1797,8689.3906
288255915,2.1643,3798.8281,8221.7041
288255954,2.2435,3779.2969,8478.6807
288255993,2.1379,3779.2969,8079.6836
288256033,2.1643,3793.9453,8211.1357
288256073,2.1379,3798.8281,8121.4390
288256112,2.0587,3793.9453,7810.5928
288256152,2.1379,3808.5938,8142.3169
288256191,2.1115,3769.5313,7959.3140
288256231,2.1115,3813.4766,8052.1040
288256271,2.1379,3779.2969,8079.6836
288256310,2.0851,3813.4766,7951.4531
288256350,2.1907,3789.0625,8300.5752
288256389,2.1907,3813.4766,8354.0576
288256429,2.2171,3784.1797,8389.7568
288256468,2.2962,3798.8281,8723.0273
288256507,2.1643,3774.4141,8168.8652
288256547,2.2962,3779.2969,8678.1787
288256586,2.2698,3759.7656,8534.0957
288256626,2.3490,3784.1797,8889.1475
288256666,2.1907,3769.5313,8257.7881
288256705,2.0851,3793.9453,7910.7290
288256745,2.1379,3793.9453,8111.0000
288256784,2.2171,3784.1797,8389.7568
288256824,2.2171,3808.5938,8443.8838
288256863,2.1907,3784.1797,8289.8779
288256903,2.1643,3813.4766,8253.4072
288256943,2.1115,3725.5859,7866.5239
288256982,2.0587,3813.4766,7850.8018
288257021,2.0587,3789.0625,7800.5405
288257060,2.1115,3828.1250,8083.0342
288257100,2.0851,3789.0625,7900.5479
288257140,2.1643,3823.2422,8274.5430
288257179,2.1115,3759.7656,7938.6943
288257219,2.1115,3798.8281,8021.1738
288257258,2.1907,3769.5313,8257.7881
288257298,2.2171,3793.9453,8411.4072
288257338,2.1643,3793.9453,8211.1357
288257377,2.1379,3793.9453,8111.0000
288257417,2.2698,3759.7656,8534.0957
288257456,2.4018,3764.6484,9041.9922
288257496,2.4282,3784.1797,9188.7813
288257536,2.2962,3774.4141,8666.9658
288257574,2.2171,3789.0625,8400.5820
288257614,2.1643,3769.5313,8158.2974
288257653,2.1907,3808.5938,8343.3613
288257693,2.0587,3779.2969,7780.4360
288257733,2.0587,3808.5938,7840.7495
288257772,1.9795,3715.8203,7355.5352
288257812,2.0059,3823.2422,7669.0874
288257851,1.9531,3793.9453,7410.0493
288257891,2.0323,3813.4766,7750.1504
288257931,2.0323,3808.5938,7740.2271
288257970,2.1115,3808.5938,8041.7939
288258010,2.1115,3779.2969,7979.9341
288258049,2.0851,3803.7109,7931.0913
288258088,2.2171,3784.1797,8389.7568
288258127,2.2962,3789.0625,8700.6025
288258167,2.2171,3784.1797,8389.7568
288258207,2.4018,3750.0000,9006.8096
288258246,2.3226,3769.5313,8755.2461
288258286,2.2435,3779.2969,8478.6807
288258325,2.1379,3803.7109,8131.8779
288258365,2.1907,3789.0625,8300.5752
288258405,2.1379,3823.2422,8173.6333
288258444,2.1379,3774.4141,8069.2446
288258484,2.2435,3798.8281,8522.4980
288258523,2.1115,3769.5313,7959.3140
288258563,2.0587,3813.4766,7850.8018
288258603,2.0323,3784.1797,7690.6099
288258641,2.0851,3818.3594,7961.6343
288258681,2.0587,3784.1797,7790.4883
288258720,2.1115,3798.8281,8021.1738
288258760,2.0851,3798.8281,7920.9102
288258800,2.1907,3798.8281,8321.9678
288258839,2.1643,3808.5938,8242.8398
288258879,2.0323,3789.0625,7700.5332
288258918,2.0587,3823.2422,7870.9063
288258958,2.2171,3769.5313,8357.2803
288258998,2.2962,3769.5313,8655.7539
288259037,2.3754,3623.0469,8606.2666
288259077,2.3226,3779.2969,8777.9277
288259116,2.2962,3759.7656,8633.3301
288259155,2.2171,3784.1797,8389.7568
288259195,2.1115,3793.9453,8010.8643
288259234,2.1379,3798.8281,8121.4390
288259274,2.1115,3764.6484,7949.0039
288259313,2.1643,3793.9453,8211.1357
288259353,2.0851,3808.5938,7941.2725
288259392,2.1115,3808.5938,8041.7939
288259432,2.1115,3803.7109,8031.4839
288259472,2.1115,3789.0625,8000.5542
288259511,2.0323,3803.7109,7730.3037
288259551,2.0851,3774.4141,7870.0044
288259590,2.1379,3813.4766,8152.7554
288259630,2.1379,3793.9453,8111.0000
288259670,2.0851,3798.8281,7920.9102
288259708,2.1643,3774.4141,8168.8652
288259748,2.2435,3798.8281,8522.4980
288259787,2.2171,3754.8828,8324.8037
288259827,2.3490,3789.0625,8900.6172
288259867,2.2171,3745.1172,8303.1523
288259906,2.2698,3798.8281,8622.7617
288259946,2.1907,3764.6484,8247.0918
288259985,2.1907,3789.0625,8300.5752
288260025,2.2171,3784.1797,8389.7568
288260065,2.1115,3784.1797,7990.2441
288260104,2.1115,3793.9453,8010.8643
288260144,2.0587,3876.9531,7981.4810
288260183,2.1115,3779.2969,7979.9341
288260222,2.1643,3798.8281,8221.7041
288260262,2.1907,3789.0625,8300.5752
288260301,2.1643,3789.0625,8200.5684
288260341,2.1379,3818.3594,8163.1943
288260380,2.0587,3784.1797,7790.4883
288260420,2.1643,3813.4766,8253.4072
288260460,2.2171,3813.4766,8454.7090
288260499,2.1907,3803.7109,8332.6650
288260539,2.3226,3769.5313,8755.2461
288260578,2.2962,3784.1797,8689.3906
288260618,2.3490,3750.0000,8808.8584
288260657,2.2171,3789.0625,8400.5820
288260697,2.2962,3754.8828,8622.1182
288260737,2.2435,3793.9453,8511.5439
288260775,2.2171,3774.4141,8368.1055
288260815,2.0851,3808.5938,7941.2725
288260854,2.0851,3798.8281,7920.9102
288260894,2.1379,3784.1797,8090.1226
288260934,2.1379,3784.1797,8090.1226
288260973,2.1907,3754.8828,8225.6982
288261013,2.1907,3784.1797,8289.8779
288261052,2.2435,3774.4141,8467.7256
288261092,2.1907,3793.9453,8311.2715
288261132,2.2171,3779.2969,8378.9307
288261171,2.1907,3808.5938,8343.3613
288261211,2.2171,3852.5391,8541.3135
288261250,2.0851,3813.4766,7951.4531
288261289,2.1379,3784.1797,8090.1226
288261329,2.1115,3837.8906,8103.6538
288261368,2.2698,3774.4141,8567.3457
288261408,2.2171,3803.7109,8433.0586
288261447,2.1115,3779.2969,7979.9341
288261487,2.1115,3789.0625,8000.5542
288261527,2.3226,3774.4141,8766.5869
288261566,2.2171,3798.8281,8422.2334
288261606,2.2435,3779.2969,8478.6807
288261645,2.2698,3784.1797,8589.5117
288261685,2.1907,3779.2969,8279.1816
288261725,2.2435,3789.0625,8500.5889
288261764,2.2171,3798.8281,8422.2334
288261804,2.1379,3779.2969,8079.6836
288261842,2.1643,3813.4766,8253.4072
288261882,2.1643,3774.4141,8168.8652
288261921,2.2171,3808.5938,8443.8838
288261961,2.0851,3798.8281,7920.9102
288262001,2.0851,3759.7656,7839.4609
288262040,2.1379,3789.0625,8100.5610
288262080,2.1907,3813.4766,8354.0576
288262119,2.1379,3764.6484,8048.3667
288262159,2.2171,3808.5938,8443.8838
288262199,2.3226,3774.4141,8766.5869
288262238,2.1115,3798.8281,8021.1738
288262278,2.2171,3774.4141,8368.1055
288262317,2.1643,3789.0625,8200.5684
288262356,2.2171,3774.4141,8368.1055
288262396,2.3490,3789.0625,8900.6172
288262435,2.2435,3779.2969,8478.6807
288262475,2.1379,3676.7578,7860.4673
288262514,2.1907,3808.5938,8343.3613
288262554,2.0851,3808.5938,7941.2725
288262594,2.0323,3818.3594,7760.0737
288262633,2.0851,3789.0625,7900.5479
288262673,2.0323,3813.4766,7750.1504
288262712,2.1115,3789.0625,8000.5542
288262752,2.1907,3818.3594,8364.7549
288262792,2.1643,3774.4141,8168.8652
288262831,2.1907,3813.4766,8354.0576
288262871,2.1643,3774.4141,8168.8652
288262909,2.1115,3823.2422,8072.7241
288262949,2.1907,3769.5313,8257.7881
288262989,2.2698,3784.1797,8589.5117
288263028,2.2698,3774.4141,8567.3457
288263068,2.2435,3798.8281,8522.4980
288263107,2.4018,3759.7656,9030.2646
288263147,2.2962,3784.1797,8689.3906
288263186,2.3226,3764.6484,8743.9053
288263226,2.2435,3789.0625,8500.5889
288263266,2.2171,3779.2969,8378.9307
288263305,2.1379,3793.9453,8111.0000
288263345,2.0059,3823.2422,7669.0874
288263384,2.0059,3793.9453,7610.3208
288263424,2.0323,3823.2422,7769.9971
288263463,2.1115,3798.8281,8021.1738
288263502,2.1379,3818.3594,8163.1943
288263542,2.0323,3784.1797,7690.6099
288263581,2.1115,3808.5938,8041.7939
288263621,2.0587,3779.2969,7780.4360
288263661,2.1379,3803.7109,8131.8779
288263700,2.2962,3774.4141,8666.9658
288263740,2.2962,3779.2969,8678.1787
288263779,2.3754,3750.0000,8907.8330
288263819,2.3226,3793.9453,8811.9512
288263859,2.2435,3769.5313,8456.7715
288263898,2.2435,3798.8281,8522.4980
288263938,2.2698,3759.7656,8534.0957
288263976,2.2435,3803.7109,8533.4521
288264016,2.1643,3789.0625,8200.5684
288264056,2.1643,3793.9453,8211.1357
288264095,2.1379,3808.5938,8142.3169
288264135,2.1115,3798.8281,8021.1738
288264174,2.0587,3813.4766,7850.8018
288264214,2.1643,3789.0625,8200.5684
288264254,2.1907,3784.1797,8289.8779
288264293,2.1643,3789.0625,8200.5684
288264333,2.1379,3808.5938,8142.3169
288264372,2.1907,3789.0625,8300.5752
288264412,2.1643,3823.2422,8274.5430
288264451,2.1907,3754.8828,8225.6982
288264491,2.2435,3789.0625,8500.5889
288264530,2.3226,3759.7656,8732.5635
288264569,2.3754,3793.9453,9012.2217
288264609,2.2698,3725.5859,8456.5137
288264648,2.0587,3818.3594,7860.8540
288264688,2.1379,3779.2969,8079.6836
288264728,2.0851,3818.3594,7961.6343
288264767,1.9267,3789.0625,7300.5059
288264807,1.9003,3828.1250,7274.7305
288264846,2.0059,3798.8281,7620.1152
288264886,1.9267,3808.5938,7338.1372
288264926,2.0851,3818.3594,7961.6343
288264965,2.0587,3793.9453,7810.5928
288265005,2.0587,3798.8281,7820.6450
288265043,2.1907,3798.8281,8321.9678
288265083,2.1643,3803.7109,8232.2715
288265123,2.0851,3803.7109,7931.0913
288265162,2.0851,3808.5938,7941.2725
288265202,2.0323,3803.7109,7730.3037
288265241,2.1115,3818.3594,8062.4141
288265281,2.0851,3784.1797,7890.3667
288265321,2.1379,3808.5938,8142.3169
288265360,2.1379,3662.1094,7829.1509
288265400,2.1907,3818.3594,8364.7549
288265439,2.1643,3789.0625,8200.5684
288265479,2.1907,3798.8281,8321.9678
288265519,2.1379,3808.5938,8142.3169
288265558,2.1115,3813.4766,8052.1040
288265597,2.0851,3789.0625,7900.5479
288265636,1.9795,3798.8281,7519.8506
288265676,2.0587,3779.2969,7780.4360
288265715,2.0851,3828.1250,7981.9966
288265755,2.0587,3784.1797,7790.4883
288265795,2.1379,3798.8281,8121.4390
288265834,2.0587,3774.4141,7770.3838
288265874,2.0059,3828.1250,7678.8823
288265913,2.0323,3793.9453,7710.4565
288265953,2.0059,3823.2422,7669.0874
288265993,2.0059,3798.8281,7620.1152
288266032,1.9003,3837.8906,7293.2886
288266072,1.9531,3798.8281,7419.5859
288266110,2.0587,3813.4766,7850.8018
288266150,2.0587,3803.7109,7830.6973
288266190,2.1907,3813.4766,8354.0576
288266229,2.0587,3789.0625,7800.5405
288266269,2.1379,3813.4766,8152.7554
288266308,2.0587,3779.2969,7780.4360
288266348,2.0059,3823.2422,7669.0874
288266388,2.0587,3779.2969,7780.4360
288266427,2.0587,3823.2422,7870.9063
288266467,2.0059,3837.8906,7698.4712
288266506,1.9531,3837.8906,7495.8799
288266546,1.9795,3798.8281,7519.8506
288266586,1.9531,3833.0078,7486.3433
288266625,2.0851,3803.7109,7931.0913
288266664,2.0059,3833.0078,7688.6768
288266703,2.0587,3779.2969,7780.4360
288266743,2.0323,3808.5938,7740.2271
288266783,2.0323,3818.3594,7760.0737
288266822,1.9531,3813.4766,7448.1963
288266862,2.1115,3793.9453,8010.8643
288266901,2.0587,3823.2422,7870.9063
288266941,1.9795,3779.2969,7481.1880
288266980,2.1115,3779.2969,7979.9341
288267020,2.0851,3784.1797,7890.3667
288267060,2.0851,3833.0078,7992.1777
288267099,1.9267,3789.0625,7300.5059
288267139,1.9531,3842.7734,7505.4170
288267177,2.1115,3803.7109,8031.4839
288267217,1.9795,3828.1250,7577.8442
288267257,1.9003,3803.7109,7228.3359
288267296,1.9267,3828.1250,7375.7690
288267336,1.9531,3793.9453,7410.0493
288267375,2.0059,3828.1250,7678.8823
288267415,1.9795,3808.5938,7539.1821
288267455,1.9267,3847.6563,7413.4004
288267494,1.9531,3793.9453,7410.0493
288267534,1.9267,3837.8906,7394.5845
288267573,1.9795,3808.5938,7539.1821
288267613,1.8212,3847.6563,7007.1865
288267653,1.8739,3798.8281,7118.7925
288267692,1.9003,3847.6563,7311.8467
288267731,1.8476,3803.7109,7027.5483
288267770,1.7420,3867.1875,6736.5493
288267810,1.7420,3823.2422,6659.9976
288267850,1.7684,3876.9531,6855.8872
288267889,1.7684,3823.2422,6760.9063
288267929,1.7420,3872.0703,6745.0552
288267968,1.6892,3823.2422,6458.1792
288268008,1.7684,3886.7188,6873.1567
288268048,1.6364,3886.7188,6360.2344
288268087,1.5308,3886.7188,5949.8970
288268127,1.7156,3847.6563,6600.9727
288268166,0.2111,4067.3828,858.8224
288268205,0.2903,4057.6172,1178.0455
288268243,0.3431,4062.5000,1393.9110
288268283,0.2111,4057.6172,856.7604
288268322,0.3695,4062.5000,1501.1350
288268361,0.2375,4062.5000,965.0153
288268400,0.2375,4057.6172,963.8554
288268438,0.2375,4062.5000,965.0153
288268477,0.2903,4057.6172,1178.0455
288268517,0.2111,4047.8516,854.6984
288268555,0.2639,4038.0859,1065.7954
288268595,0.2639,4062.5000,1072.2393
288268634,0.2639,4067.3828,1073.5280
288268674,0.2639,4062.5000,1072.2393
288268713,0.2111,4067.3828,858.8224
288268751,0.3167,4052.7344,1283.5940
288268791,0.2375,4067.3828,966.1752
288268829,0.2639,4057.6172,1070.9504
288268869,0.2903,4062.5000,1179.4631
288268908,0.2111,4052.7344,855.7294
288268947,0.1848,4062.5000,750.5675
288268986,0.1848,4082.0313,754.1760
288269024,0.2375,4062.5000,965.0153
288269063,0.2375,4057.6172,963.8554
288269101,0.2375,4067.3828,966.1752
288269139,0.2639,4067.3828,1073.5280
288269179,0.2111,4062.5000,857.7914
288269217,0.1584,4062.5000,643.3435
288269256,0.2111,4072.2656,859.8534
288269294,0.2111,4067.3828,858.8224
288269333,0.1848,4077.1484,753.2739
288269371,0.2639,4067.3828,1073.5280
288269411,0.2375,4072.2656,967.3350
288269450,0.2111,4062.5000,857.7914
288269488,0.2639,4067.3828,1073.5280
288269528,0.2111,4067.3828,858.8224
