12164b?I??1,411.3281,868.1014
288174125,2.2435,3818.3594,8566.3154
288174164,2.1115,3789.0625,8000.5542
288174204,2.1643,3818.3594,8263.9746
288174243,2.2171,3793.9453,8411.4072
288174283,2.2435,3793.9453,8511.5439
288174322,2.1379,3774.4141,8069.2446
288174362,2.1379,3789.0625,8100.5610
288174402,2.1643,3808.5938,8242.8398
288174441,2.1379,3789.0625,8100.5610
288174481,2.2171,3818.3594,8465.5352
288174520,2.0851,3793.9453,7910.7290
288174560,2.0851,3818.3594,7961.6343
288174600,2.0851,3793.9453,7910.7290
288174639,2.1643,3798.8281,8221.7041
288174679,2.1907,3813.4766,8354.0576
288174717,2.1907,3793.9453,8311.2715
288174757,2.2435,3808.5938,8544.4063
288174797,2.2171,3808.5938,8443.8838
288174836,2.1643,3808.5938,8242.8398
288174876,2.1907,3842.7734,8418.2373
288174915,2.1907,3837.8906,8407.5410
288174955,2.1115,3769.5313,7959.3140
288174994,2.2962,3789.0625,8700.6025
288175034,2.2698,3793.9453,8611.6787
288175074,2.2698,3764.6484,8545.1797
288175113,2.2171,3798.8281,8422.2334
288175153,2.2435,3759.7656,8434.8633
288175192,2.1907,3813.4766,8354.0576
288175232,2.2435,3769.5313,8456.7715
288175271,2.1907,3803.7109,8332.6650
288175310,2.1115,3784.1797,7990.2441
288175350,2.2171,3808.5938,8443.8838
288175389,2.2435,3779.2969,8478.6807
288175429,2.2171,3789.0625,8400.5820
288175469,2.1907,3803.7109,8332.6650
288175508,2.1115,3789.0625,8000.5542
288175548,2.0851,3828.1250,7981.9966
288175587,2.2435,3793.9453,8511.5439
288175627,2.0587,3823.2422,7870.9063
288175667,2.1643,3862.3047,8359.0850
288175706,2.1115,3813.4766,8052.1040
288175746,2.0851,3789.0625,7900.5479
288175784,2.1379,3798.8281,8121.4390
288175824,2.2435,3793.9453,8511.5439
288175864,2.1907,3789.0625,8300.5752
288175903,2.1907,3808.5938,8343.3613
288175943,2.2698,3769.5313,8556.2627
288175982,2.3226,3798.8281,8823.2920
288176022,2.2698,3774.4141,8567.3457
288176062,2.3490,3779.2969,8877.6777
288176101,2.2962,3769.5313,8655.7539
288176141,2.2435,3798.8281,8522.4980
288176180,2.1907,3798.8281,8321.9678
288176220,2.0587,3803.7109,7830.6973
288176259,2.0587,3828.1250,7880.9585
288176299,2.1115,3818.3594,8062.4141
288176338,2.0059,3833.0078,7688.6768
288176377,2.0323,3798.8281,7720.3799
288176417,2.1115,3828.1250,8083.0342
288176456,2.1379,3779.2969,8079.6836
288176496,2.2698,3803.7109,8633.8447
288176536,2.1907,3793.9453,8311.2715
288176575,2.2435,3779.2969,8478.6807
288176615,2.3754,3789.0625,9000.6230
288176654,2.3490,3784.1797,8889.1475
288176694,2.2962,3793.9453,8711.8145
288176734,2.2435,3769.5313,8456.7715
288176773,2.2435,3808.5938,8544.4063
288176813,2.0851,3769.5313,7859.8232
288176851,2.2698,3759.7656,8534.0957
288176891,2.2171,3793.9453,8411.4072
288176931,2.2171,3740.2344,8292.3271
288176970,2.1907,3793.9453,8311.2715
288177010,2.1907,3823.2422,8375.4512
288177049,2.2171,3813.4766,8454.7090
288177089,2.1907,3793.9453,8311.2715
288177129,2.1643,3833.0078,8295.6777
288177168,2.0851,3793.9453,7910.7290
288177208,2.0851,3813.4766,7951.4531
288177247,2.1379,3818.3594,8163.1943
288177287,2.1643,3823.2422,8274.5430
288177327,2.0851,3798.8281,7920.9102
288177366,2.1643,3793.9453,8211.1357
288177405,2.1643,3818.3594,8263.9746
288177444,2.1643,3769.5313,8158.2974
288177484,2.2171,3818.3594,8465.5352
288177523,2.2435,3793.9453,8511.5439
288177563,2.1115,3813.4766,8052.1040
288177603,2.1115,3793.9453,8010.8643
288177642,2.1643,3803.7109,8232.2715
288177682,2.1907,3779.2969,8279.1816
288177721,2.2435,3774.4141,8467.7256
288177761,2.2698,3793.9453,8611.6787
288177801,2.3226,3784.1797,8789.2686
288177840,2.2962,3803.7109,8734.2393
288177880,2.2962,3764.6484,8644.5420
288177918,2.1379,3818.3594,8163.1943
288177958,2.1379,3779.2969,8079.6836
288177998,2.2962,3798.8281,8723.0273
288178037,2.1643,3789.0625,8200.5684
288178077,2.1643,3808.5938,8242.8398
288178116,2.1907,3813.4766,8354.0576
288178156,2.0851,3808.5938,7941.2725
288178196,2.0059,3813.4766,7649.4985
288178235,2.0587,3793.9453,7810.5928
288178275,2.1379,3823.2422,8173.6333
288178314,2.1643,3789.0625,8200.5684
288178354,2.1907,3798.8281,8321.9678
288178394,2.2435,3789.0625,8500.5889
288178433,2.2435,3793.9453,8511.5439
288178472,2.2698,3813.4766,8656.0117
288178511,2.1379,3798.8281,8121.4390
288178551,2.1643,3818.3594,8263.9746
288178591,2.1643,3833.0078,8295.6777
288178630,2.1643,3808.5938,8242.8398
288178670,2.1115,3774.4141,7969.6240
288178709,2.2171,3813.4766,8454.7090
288178749,2.2962,3789.0625,8700.6025
288178788,2.2962,3735.3516,8577.2695
288178828,2.2435,3793.9453,8511.5439
288178868,2.2962,3769.5313,8655.7539
288178907,2.2171,3813.4766,8454.7090
288178947,2.1379,3784.1797,8090.1226
288178985,2.0587,3833.0078,7891.0107
288179025,2.0587,3793.9453,7810.5928
288179065,2.1115,3813.4766,8052.1040
288179104,2.1379,3793.9453,8111.0000
288179144,2.2698,3808.5938,8644.9287
288179183,2.1907,3793.9453,8311.2715
288179223,2.1643,3789.0625,8200.5684
288179263,2.2698,3784.1797,8589.5117
288179302,2.2171,3769.5313,8357.2803
288179342,2.1907,3920.8984,8589.3838
288179381,2.1907,3759.7656,8236.3955
288179421,2.1379,3808.5938,8142.3169
288179461,2.1115,3779.2969,7979.9341
288179500,2.0323,3828.1250,7779.9204
288179539,2.2698,3803.7109,8633.8447
288179578,2.0587,3813.4766,7850.8018
288179618,2.2171,3808.5938,8443.8838
288179658,2.1907,3789.0625,8300.5752
288179697,2.2962,3803.7109,8734.2393
288179737,2.2435,3793.9453,8511.5439
288179776,2.2435,3808.5938,8544.4063
288179816,2.1115,3779.2969,7979.9341
288179856,2.0851,3793.9453,7910.7290
288179895,2.2171,3789.0625,8400.5820
288179935,2.1115,3808.5938,8041.7939
288179974,2.1643,3808.5938,8242.8398
288180014,2.1115,3803.7109,8031.4839
288180052,2.1379,3808.5938,8142.3169
288180092,2.1379,3798.8281,8121.4390
288180132,2.2962,3813.4766,8756.6631
288180171,2.1907,3784.1797,8289.8779
288180211,2.1379,3818.3594,8163.1943
288180250,2.2171,3774.4141,8368.1055
288180290,2.1379,3798.8281,8121.4390
288180330,2.1907,3789.0625,8300.5752
288180369,2.1379,3793.9453,8111.0000
288180409,2.1379,3784.1797,8090.1226
288180448,2.1907,3833.0078,8396.8447
288180488,2.1643,3823.2422,8274.5430
288180528,2.0587,3813.4766,7850.8018
288180567,2.1115,3837.8906,8103.6538
288180606,2.0851,3798.8281,7920.9102
288180645,2.1643,3828.1250,8285.1104
288180685,2.2171,3769.5313,8357.2803
288180725,2.3754,3798.8281,9023.8213
288180764,2.2435,3779.2969,8478.6807
288180804,2.2962,3779.2969,8678.1787
288180843,2.2962,3803.7109,8734.2393
288180883,2.1907,3789.0625,8300.5752
288180923,2.2171,3813.4766,8454.7090
288180962,2.3226,3750.0000,8709.8818
288181002,2.2698,3813.4766,8656.0117
288181041,2.0851,3789.0625,7900.5479
288181081,2.1379,3818.3594,8163.1943
288181121,2.0323,3813.4766,7750.1504
288181159,2.0587,3823.2422,7870.9063
288181199,2.1379,3789.0625,8100.5610
288181238,2.1379,3808.5938,8142.3169
288181278,2.1115,3798.8281,8021.1738
288181317,2.1907,3774.4141,8268.4854
288181357,2.3226,3798.8281,8823.2920
288181397,2.2698,3774.4141,8567.3457
288181436,2.2698,3803.7109,8633.8447
288181476,2.2171,3774.4141,8368.1055
288181515,2.1907,3793.9453,8311.2715
288181555,2.0587,3818.3594,7860.8540
288181595,2.0323,3813.4766,7750.1504
288181634,2.0059,3833.0078,7688.6768
288181673,1.9795,3808.5938,7539.1821
288181712,2.0059,3867.1875,7757.2383
288181752,2.0323,3789.0625,7700.5332
288181792,2.2171,3823.2422,8476.3604
288181831,2.2171,3784.1797,8389.7568
288181871,2.2171,3803.7109,8433.0586
288181910,2.1907,3779.2969,8279.1816
288181950,2.1379,3779.2969,8079.6836
288181990,2.1115,3793.9453,8010.8643
288182029,2.1907,3793.9453,8311.2715
288182069,2.2171,3818.3594,8465.5352
288182108,2.2698,3808.5938,8644.9287
288182148,2.2171,3813.4766,8454.7090
288182188,2.1115,3779.2969,7979.9341
288182226,2.0851,3823.2422,7971.8154
288182266,2.1115,3779.2969,7979.9341
288182305,2.1115,3789.0625,8000.5542
288182345,2.1907,3793.9453,8311.2715
288182385,2.2171,3808.5938,8443.8838
288182424,2.1643,3808.5938,8242.8398
288182464,2.3226,3789.0625,8800.6094
288182503,2.2698,3803.7109,8633.8447
288182543,2.1379,3774.4141,8069.2446
288182582,2.1115,3823.2422,8072.7241
288182622,2.1643,3779.2969,8179.4331
288182662,2.1907,3818.3594,8364.7549
288182701,2.1643,3779.2969,8179.4331
288182740,2.1907,3789.0625,8300.5752
288182779,2.2698,3769.5313,8556.2627
288182819,2.1379,3740.2344,7996.1724
288182859,2.1907,3808.5938,8343.3613
288182898,2.1643,3784.1797,8190.0005
288182938,2.2698,3808.5938,8644.9287
288182977,2.2435,3774.4141,8467.7256
288183017,2.2698,3813.4766,8656.0117
288183057,2.1379,3789.0625,8100.5610
288183096,2.1115,3798.8281,8021.1738
288183136,2.0851,3803.7109,7931.0913
288183175,2.0851,3793.9453,7910.7290
288183215,2.1643,3813.4766,8253.4072
288183255,2.0323,3813.4766,7750.1504
288183293,2.1115,3828.1250,8083.0342
288183333,2.1643,3793.9453,8211.1357
288183372,2.1643,3798.8281,8221.7041
288183412,2.2435,3774.4141,8467.7256
288183452,2.1643,3808.5938,8242.8398
288183491,2.1907,3784.1797,8289.8779
288183531,2.1907,3779.2969,8279.1816
288183570,2.1907,3847.6563,8428.9346
288183610,2.2171,3793.9453,8411.4072
288183650,2.2171,3784.1797,8389.7568
288183689,2.1907,3774.4141,8268.4854
288183729,2.1643,3803.7109,8232.2715
288183768,2.2962,3784.1797,8689.3906
288183808,2.1907,3823.2422,8375.4512
288183846,2.1907,3784.1797,8289.8779
288183886,2.1115,3823.2422,8072.7241
288183926,2.1115,3793.9453,8010.8643
288183965,2.0587,3808.5938,7840.7495
288184005,2.0851,3803.7109,7931.0913
288184044,2.1379,3803.7109,8131.8779
288184084,2.2171,3833.0078,8498.0117
288184124,2.0851,3779.2969,7880.1855
288184163,2.1643,3911.1328,8464.7617
288184203,2.2962,3774.4141,8666.9658
288184242,2.2435,3798.8281,8522.4980
288184282,2.2435,3769.5313,8456.7715
288184322,2.1643,3789.0625,8200.5684
288184360,2.1643,3784.1797,8190.0005
288184400,2.1643,3793.9453,8211.1357
288184439,2.1379,3818.3594,8163.1943
288184479,2.0587,3813.4766,7850.8018
288184519,1.9795,3842.7734,7606.8413
288184558,1.9795,3818.3594,7558.5132
288184598,2.0323,3847.6563,7819.6138
288184637,2.0059,3798.8281,7620.1152
288184677,1.9795,3842.7734,7606.8413
288184717,2.0323,3803.7109,7730.3037
288184756,2.0323,3823.2422,7769.9971
288184796,2.0851,3798.8281,7920.9102
288184835,2.1907,3818.3594,8364.7549
288184875,2.1643,3784.1797,8190.0005
288184914,2.3490,3793.9453,8912.0869
288184953,2.2698,3789.0625,8600.5957
288184993,2.1907,3759.7656,8236.3955
288185032,2.1115,3808.5938,8041.7939
288185072,2.1115,3789.0625,8000.5542
288185111,2.0587,3833.0078,7891.0107
288185151,2.1115,3793.9453,8010.8643
288185191,2.1379,3793.9453,8111.0000
288185230,2.1115,3774.4141,7969.6240
288185270,2.1643,3798.8281,8221.7041
288185309,2.1643,3793.9453,8211.1357
288185349,2.1115,3813.4766,8052.1040
288185389,2.0851,3779.2969,7880.1855
288185427,2.0323,3876.9531,7879.1538
288185467,2.0587,3818.3594,7860.8540
288185506,2.1115,3818.3594,8062.4141
288185546,2.1379,3818.3594,8163.1943
288185586,2.0851,3798.8281,7920.9102
288185625,1.9795,3823.2422,7568.1787
288185665,2.1379,3808.5938,8142.3169
288185704,2.1907,3828.1250,8386.1475
288185744,2.0323,3837.8906,7799.7671
288185784,2.0587,3833.0078,7891.0107
288185823,2.1379,3793.9453,8111.0000
288185863,2.0323,3842.7734,7809.6904
288185902,2.0323,3793.9453,7710.4565
288185942,2.0587,3833.0078,7891.0107
288185981,2.0323,3803.7109,7730.3037
288186020,1.9795,3833.0078,7587.5098
288186060,2.0851,3793.9453,7910.7290
288186099,2.0851,3828.1250,7981.9966
288186139,2.0851,3793.9453,7910.7290
288186179,2.1115,3798.8281,8021.1738
288186218,2.0851,3803.7109,7931.0913
288186258,2.0587,3813.4766,7850.8018
288186297,2.0851,3789.0625,7900.5479
288186337,2.0587,3833.0078,7891.0107
288186376,2.0851,3818.3594,7961.6343
288186416,1.9531,3833.0078,7486.3433
288186456,1.9267,3798.8281,7319.3218
288186494,2.0059,3823.2422,7669.0874
288186534,1.9531,3886.7188,7591.2476
288186573,2.0323,3818.3594,7760.0737
288186613,2.0323,3828.1250,7779.9204
288186653,1.9795,3813.4766,7548.8477
288186692,1.9795,3818.3594,7558.5132
288186732,2.1115,3798.8281,8021.1738
288186771,2.1643,3813.4766,8253.4072
288186811,2.0323,3798.8281,7720.3799
288186851,2.0587,3808.5938,7840.7495
288186890,2.1115,3808.5938,8041.7939
288186930,2.0587,3833.0078,7891.0107
288186969,1.9795,3789.0625,7500.5195
288187009,1.9267,3837.8906,7394.5845
288187048,1.9795,3798.8281,7519.8506
288187087,2.0587,3881.8359,7991.5332
288187127,2.0323,3789.0625,7700.5332
288187166,2.0059,3828.1250,7678.8823
288187206,2.0587,3808.5938,7840.7495
288187246,2.0587,3818.3594,7860.8540
288187285,2.0587,3696.2891,7609.5479
288187325,2.0851,3833.0078,7992.1777
288187364,2.0851,3803.7109,7931.0913
288187404,2.0323,3828.1250,7779.9204
288187444,2.0323,3808.5938,7740.2271
288187483,2.1379,3818.3594,8163.1943
288187523,2.0851,3813.4766,7951.4531
288187561,2.0323,3813.4766,7750.1504
288187601,1.9795,3808.5938,7539.1821
288187640,1.9267,3823.2422,7366.3608
288187680,1.9795,3828.1250,7577.8442
288187720,1.8739,3828.1250,7173.6929
288187759,2.0323,3828.1250,7779.9204
288187799,2.0059,3842.7734,7708.2656
288187838,1.9003,3847.6563,7311.8467
288187878,1.9531,3964.8438,7743.8354
288187918,1.9267,3842.7734,7403.9927
288187957,1.9267,3823.2422,7366.3608
288187997,1.8476,3842.7734,7099.7183
288188036,1.9267,3813.4766,7347.5454
288188076,1.9795,3842.7734,7606.8413
288188115,1.9003,3818.3594,7256.1729
288188154,1.9003,3857.4219,7330.4048
288188194,1.8739,3828.1250,7173.6929
288188233,1.7948,3862.3047,6931.9238
288188273,1.9531,3837.8906,7495.8799
288188313,1.8739,3867.1875,7246.8940
288188352,1.8212,3828.1250,6971.6172
288188392,1.7948,3813.4766,6844.2886
288188431,1.7420,3847.6563,6702.5264
288188471,1.7684,3876.9531,6855.8872
288188511,1.6364,3847.6563,6296.3125
288188550,1.7156,3857.4219,6617.7266
288188590,1.6628,3867.1875,6430.3428
288188628,1.6628,3901.3672,6487.1763
288188668,1.7156,3872.0703,6642.8569
288188708,1.5836,3916.0156,6201.4604
288188747,0.2111,4062.5000,857.7914
288188786,0.3695,4067.3828,1502.9392
288188825,0.2903,4072.2656,1182.2985
288188865,0.2375,4072.2656,967.3350
288188903,0.3431,4077.1484,1398.9371
288188943,0.3167,4072.2656,1289.7800
288188983,0.3431,4077.1484,1398.9371
288189022,0.2639,4072.2656,1074.8167
288189062,0.2639,4067.3828,1073.5280
288189101,0.1584,4052.7344,641.7970
288189139,0.3959,4072.2656,1612.2251
288189179,0.3959,4062.5000,1608.3588
288189218,0.2903,4077.1484,1183.7161
288189258,0.3959,4038.0859,1598.6932
288189297,0.2111,4077.1484,860.8844
288189336,0.1584,4057.6172,642.5703
288189375,0.2375,4077.1484,968.4949
288189413,0.2111,4072.2656,859.8534
288189452,0.2375,4077.1484,968.4949
288189490,0.2639,4072.2656,1074.8167
288189530,0.2903,3999.0234,1161.0341
288189569,0.2111,4077.1484,860.8844
288189607,0.2375,4082.0313,969.6548
288189646,0.1848,4072.2656,752.3717
288189684,0.2111,4072.2656,859.8534
288189723,0.2375,4082.0313,969.6548
288189761,0.2639,4101.5625,1082.5492
288189801,0.2375,4077.1484,968.4949
288189840,0.3695,4082.0313,1508.3519
288189879,0.3167,4077.1484,1291.3265
288189919,0.2111,4077.1484,860.8844
288189957,0.2111,4077.1484,860.8844
288189996,0.2111,4082.0313,861.9154
288190033,0.1848,4072.2656,752.3717
288190072,0.1848,4082.0313,754.1760
288190111,0.2375,4077.1484,968.4949
288190149,0.2375,4082.0313,969.6548
288190188,0.2375,4077.1484,968.4949
288190226,0.2111,4062.5000,857.7914
288190265,0.2375,4082.0313,969.6548
288190303,0.1848,4077.1484,753.2739
288190342,0.2111,4067.3828,858.8224
288190381,0.2903,4077.1484,1183.7161
288190419,0.2111,4072.2656,859.8534
288190458,0.2111,4077.1484,860.8844
288190496,0.2375,4062.5000,965.0153
288190535,0.2375,4052.7344,962.6956
288190574,0.2111,4062.5000,857.7914
288190612,0.2111,4077.1484,860.8844
288190651,0.2375,4067.3828,966.1752
288190689,0.2111,4077.1484,860.8844
288190728,0.3959,4082.0313,1616.0913
288190767,0.2375,4067.3828,966.1752
288190806,0.2375,4082.0313,969.6548
288190844,0.2111,4077.1484,860.8844
288190882,0.2639,4072.2656,1074.8167
288190922,0.1848,4091.7969,755.9802
288190960,0.2375,4082.0313,969.6548
