8108??	r??5,4033.2031,958.0560
81139408,2.1907,3779.2969,8279.1816
81139446,2.2171,3764.6484,8346.4541
81139485,2.1907,3789.0625,8300.5752
81139523,2.2171,3750.0000,8313.9775
81139562,2.2698,3789.0625,8600.5957
81139601,2.3490,3750.0000,8808.8584
81139639,2.3226,3769.5313,8755.2461
81139678,2.3490,3754.8828,8820.3281
81139716,2.2962,3769.5313,8655.7539
81139755,2.2962,3754.8828,8622.1182
81139792,2.3226,3754.8828,8721.2227
81139831,2.1907,3789.0625,8300.5752
81139870,2.2698,3740.2344,8489.7627
81139908,2.2171,3779.2969,8378.9307
81139947,2.3226,3750.0000,8709.8818
81139985,2.2698,3769.5313,8556.2627
81140024,2.2171,3750.0000,8313.9775
81140063,2.2698,3764.6484,8545.1797
81140101,2.2962,3769.5313,8655.7539
81140140,2.2435,3754.8828,8423.9082
81140177,2.1643,3779.2969,8179.4331
81140216,2.3490,3740.2344,8785.9180
81140254,2.2435,3789.0625,8500.5889
81140293,2.1907,3745.1172,8204.3057
81140332,2.2698,3779.2969,8578.4287
81140370,2.1907,3754.8828,8225.6982
81140409,2.0851,3784.1797,7890.3667
81140447,2.1907,3769.5313,8257.7881
81140486,2.1115,3789.0625,8000.5542
81140524,2.2435,3779.2969,8478.6807
81140562,2.1643,3750.0000,8116.0264
81140601,2.2698,3779.2969,8578.4287
81140639,2.1907,3754.8828,8225.6982
81140678,2.1643,3789.0625,8200.5684
81140716,2.2171,3740.2344,8292.3271
81140755,2.1379,3793.9453,8111.0000
81140793,2.1907,3764.6484,8247.0918
81140832,2.2962,3774.4141,8666.9658
81140871,2.3226,3759.7656,8732.5635
81140909,2.2962,3769.5313,8655.7539
81140947,2.2435,3769.5313,8456.7715
81140985,2.2962,3764.6484,8644.5420
81141024,2.1907,3764.6484,8247.0918
81141063,2.1907,3745.1172,8204.3057
81141101,2.2171,3793.9453,8411.4072
81141140,2.2962,3754.8828,8622.1182
81141178,2.2698,3769.5313,8556.2627
81141217,2.2698,3759.7656,8534.0957
81141255,2.2435,3759.7656,8434.8633
81141294,2.2171,3774.4141,8368.1055
81141332,2.3226,3740.2344,8687.2002
81141370,2.3226,3759.7656,8732.5635
81141409,2.2962,3745.1172,8599.6934
81141447,2.2435,3769.5313,8456.7715
81141486,2.3490,3745.1172,8797.3887
81141524,2.1379,3784.1797,8090.1226
81141563,2.2962,3759.7656,8633.3301
81141602,2.1379,3779.2969,8079.6836
81141640,2.2962,3754.8828,8622.1182
81141679,2.2962,3769.5313,8655.7539
81141716,2.1643,3789.0625,8200.5684
81141755,2.3226,3750.0000,8709.8818
81141794,2.1643,3769.5313,8158.2974
81141832,2.1907,3745.1172,8204.3057
81141871,2.2171,3789.0625,8400.5820
81141909,2.2171,3759.7656,8335.6289
81141948,2.2171,3774.4141,8368.1055
81141986,2.3490,3754.8828,8820.3281
81142025,2.1907,3769.5313,8257.7881
81142064,2.1907,3774.4141,8268.4854
81142102,2.2698,3745.1172,8500.8467
81142140,2.2698,3764.6484,8545.1797
81142178,2.2171,3754.8828,8324.8037
81142217,2.3490,3784.1797,8889.1475
81142255,2.2698,3750.0000,8511.9297
81142294,2.2171,3779.2969,8378.9307
81142333,2.1907,3764.6484,8247.0918
81142371,2.2171,3784.1797,8389.7568
81142410,2.2171,3779.2969,8378.9307
81142448,2.1115,3754.8828,7928.3843
81142487,2.2435,3784.1797,8489.6348
81142525,2.1907,3740.2344,8193.6084
81142563,2.3490,3769.5313,8854.7373
81142602,2.2435,3754.8828,8423.9082
81142640,2.2962,3759.7656,8633.3301
81142679,2.2962,3754.8828,8622.1182
81142717,2.2962,3759.7656,8633.3301
81142756,2.3490,3745.1172,8797.3887
81142795,2.3226,3750.0000,8709.8818
81142833,2.2435,3774.4141,8467.7256
81142872,2.2698,3735.3516,8478.6797
81142909,2.2962,3774.4141,8666.9658
81142948,2.2435,3754.8828,8423.9082
81142986,2.2698,3784.1797,8589.5117
81143025,2.2698,3750.0000,8511.9297
81143064,2.2435,3784.1797,8489.6348
81143102,2.1907,3784.1797,8289.8779
81143141,2.1379,3769.5313,8058.8057
81143179,2.2698,3759.7656,8534.0957
81143218,2.1379,3754.8828,8027.4893
81143256,2.2171,3779.2969,8378.9307
81143294,2.2171,3745.1172,8303.1523
81143333,2.1643,3793.9453,8211.1357
81143371,2.2171,3759.7656,8335.6289
81143410,2.1907,3784.1797,8289.8779
81143448,2.1643,3789.0625,8200.5684
81143487,2.1643,3769.5313,8158.2974
81143526,2.1907,3779.2969,8279.1816
81143564,2.2171,3745.1172,8303.1523
81143603,2.1115,3774.4141,7969.6240
81143641,2.2171,3754.8828,8324.8037
81143680,2.2171,3784.1797,8389.7568
81143717,2.1907,3764.6484,8247.0918
81143756,2.3226,3789.0625,8800.6094
81143795,2.3226,3759.7656,8732.5635
81143833,2.2698,3759.7656,8534.0957
81143872,2.2435,3769.5313,8456.7715
81143910,2.1907,3764.6484,8247.0918
81143949,2.2171,3769.5313,8357.2803
81143987,2.2171,3754.8828,8324.8037
81144026,2.2962,3789.0625,8700.6025
81144065,2.2698,3759.7656,8534.0957
81144102,2.2698,3769.5313,8556.2627
81144141,2.2962,3764.6484,8644.5420
81144179,2.2171,3784.1797,8389.7568
81144218,2.1907,3774.4141,8268.4854
81144257,2.1643,3764.6484,8147.7300
81144295,2.2698,3759.7656,8534.0957
81144334,2.2962,3750.0000,8610.9053
81144372,2.2962,3774.4141,8666.9658
81144411,2.2171,3735.3516,8281.5020
81144449,2.2435,3774.4141,8467.7256
81144487,2.1643,3754.8828,8126.5942
81144526,2.1379,3779.2969,8079.6836
81144564,2.1907,3784.1797,8289.8779
81144603,2.1907,3769.5313,8257.7881
81144641,2.1643,3769.5313,8158.2974
81144680,2.1115,3754.8828,7928.3843
81144718,2.1907,3774.4141,8268.4854
81144757,2.2698,3750.0000,8511.9297
81144796,2.2435,3769.5313,8456.7715
81144834,2.1907,3745.1172,8204.3057
81144872,2.1907,3793.9453,8311.2715
81144910,2.2171,3759.7656,8335.6289
81144949,2.2435,3784.1797,8489.6348
81144988,2.2171,3764.6484,8346.4541
81145026,2.1907,3764.6484,8247.0918
81145065,2.2962,3759.7656,8633.3301
81145103,2.2171,3759.7656,8335.6289
81145142,2.3226,3769.5313,8755.2461
81145180,2.2962,3735.3516,8577.2695
81145219,2.2171,3779.2969,8378.9307
81145257,2.2435,3745.1172,8402.0000
81145295,2.1907,3789.0625,8300.5752
81145334,2.1115,3759.7656,7938.6943
81145372,2.2435,3774.4141,8467.7256
81145411,2.2435,3764.6484,8445.8174
81145449,2.2171,3750.0000,8313.9775
81145488,2.2171,3769.5313,8357.2803
81145527,2.2171,3745.1172,8303.1523
81145565,2.2962,3764.6484,8644.5420
81145604,2.1907,3740.2344,8193.6084
81145641,2.2171,3784.1797,8389.7568
81145680,2.2171,3750.0000,8313.9775
81145718,2.3226,3774.4141,8766.5869
81145757,2.3226,3764.6484,8743.9053
81145796,2.2171,3759.7656,8335.6289
81145834,2.3490,3769.5313,8854.7373
81145873,2.3226,3745.1172,8698.5410
81145911,2.2962,3769.5313,8655.7539
81145950,2.1907,3750.0000,8215.0020
81145989,2.1379,3793.9453,8111.0000
81146027,2.2171,3745.1172,8303.1523
81146065,2.1907,3789.0625,8300.5752
81146103,2.1907,3769.5313,8257.7881
81146142,2.2171,3754.8828,8324.8037
81146180,2.1643,3793.9453,8211.1357
81146219,2.3226,3754.8828,8721.2227
81146258,2.3226,3774.4141,8766.5869
81146296,2.2962,3740.2344,8588.4814
81146335,2.2698,3789.0625,8600.5957
81146373,2.2171,3750.0000,8313.9775
81146412,2.2962,3759.7656,8633.3301
81146449,2.2171,3789.0625,8400.5820
81146488,2.1907,3754.8828,8225.6982
81146527,2.1379,3789.0625,8100.5610
81146565,2.2435,3754.8828,8423.9082
81146604,2.2171,3798.8281,8422.2334
81146642,2.1643,3754.8828,8126.5942
81146681,2.2698,3784.1797,8589.5117
81146720,2.2171,3769.5313,8357.2803
81146758,2.2962,3764.6484,8644.5420
81146797,2.2962,3759.7656,8633.3301
81146834,2.4018,3740.2344,8983.3545
81146873,2.3754,3764.6484,8942.6299
81146911,2.4018,3735.3516,8971.6270
81146950,2.3226,3745.1172,8698.5410
81146989,2.2698,3754.8828,8523.0127
81147027,2.2698,3769.5313,8556.2627
81147066,2.4282,3750.0000,9105.7861
81147104,2.1907,3779.2969,8279.1816
81147143,2.2962,3745.1172,8599.6934
81147181,2.3226,3779.2969,8777.9277
81147219,2.1643,3784.1797,8190.0005
81147258,2.1907,3745.1172,8204.3057
81147296,2.1643,3774.4141,8168.8652
81147335,2.2698,3730.4688,8467.5967
81147373,2.4018,3774.4141,9065.4473
81147412,2.2962,3750.0000,8610.9053
81147451,2.2698,3789.0625,8600.5957
81147489,2.2435,3759.7656,8434.8633
81147528,2.2171,3774.4141,8368.1055
81147566,2.1907,3769.5313,8257.7881
81147604,2.2171,3750.0000,8313.9775
81147642,2.1907,3774.4141,8268.4854
81147681,2.1643,3754.8828,8126.5942
81147720,2.1643,3789.0625,8200.5684
81147758,2.2171,3754.8828,8324.8037
81147797,2.2698,3774.4141,8567.3457
81147835,2.3226,3764.6484,8743.9053
81147874,2.2962,3754.8828,8622.1182
81147912,2.4282,3750.0000,9105.7861
81147951,2.4018,3730.4688,8959.8994
81147990,2.2962,3784.1797,8689.3906
81148027,2.1907,3745.1172,8204.3057
81148066,2.2698,3793.9453,8611.6787
81148104,2.2698,3764.6484,8545.1797
81148143,2.1379,3774.4141,8069.2446
81148181,2.2698,3764.6484,8545.1797
81148220,2.1643,3784.1797,8190.0005
81148259,2.1379,3759.7656,8037.9282
81148297,2.2435,3759.7656,8434.8633
81148336,2.1907,3754.8828,8225.6982
81148374,2.1907,3769.5313,8257.7881
81148412,2.1379,3769.5313,8058.8057
81148451,2.3226,3745.1172,8698.5410
81148489,2.1907,3779.2969,8279.1816
81148528,2.1379,3764.6484,8048.3667
81148566,2.2171,3784.1797,8389.7568
81148605,2.2435,3764.6484,8445.8174
81148643,2.2171,3750.0000,8313.9775
81148682,2.2962,3774.4141,8666.9658
81148721,2.2698,3750.0000,8511.9297
81148759,2.2698,3774.4141,8567.3457
81148797,2.2698,3750.0000,8511.9297
81148835,2.2171,3779.2969,8378.9307
81148874,2.1643,3745.1172,8105.4590
81148912,2.2435,3779.2969,8478.6807
81148951,2.2698,3754.8828,8523.0127
81148990,2.4546,3769.5313,9252.7021
81149028,2.2435,3754.8828,8423.9082
81149067,2.3490,3750.0000,8808.8584
81149105,2.2171,3764.6484,8346.4541
81149144,2.1643,3750.0000,8116.0264
81149182,2.1379,3784.1797,8090.1226
81149220,2.3226,3745.1172,8698.5410
81149259,2.2435,3793.9453,8511.5439
81149297,2.0587,3769.5313,7760.3315
81149336,2.1907,3779.2969,8279.1816
81149374,2.1379,3754.8828,8027.4893
81149413,2.1115,3774.4141,7969.6240
81149452,2.1907,3769.5313,8257.7881
81149490,2.2698,3750.0000,8511.9297
81149529,2.1907,3769.5313,8257.7881
81149566,2.2698,3740.2344,8489.7627
81149605,2.2171,3769.5313,8357.2803
81149643,2.2171,3740.2344,8292.3271
81149682,2.2698,3793.9453,8611.6787
81149721,2.3754,3750.0000,8907.8330
81149759,2.2435,3784.1797,8489.6348
81149798,2.2962,3754.8828,8622.1182
81149836,2.2171,3774.4141,8368.1055
81149875,2.1115,3769.5313,7959.3140
81149914,2.1379,3769.5313,8058.8057
81149952,2.1643,3784.1797,8190.0005
81149990,2.1907,3754.8828,8225.6982
81150028,2.1115,3784.1797,7990.2441
81150067,2.2435,3750.0000,8412.9541
81150105,2.1907,3774.4141,8268.4854
81150144,2.2435,3735.3516,8380.0908
81150183,2.2435,3784.1797,8489.6348
81150221,2.2698,3769.5313,8556.2627
81150260,2.2698,3759.7656,8534.0957
81150298,2.3226,3764.6484,8743.9053
81150337,2.2962,3759.7656,8633.3301
81150374,2.2171,3769.5313,8357.2803
81150413,2.2962,3745.1172,8599.6934
81150452,2.2698,3769.5313,8556.2627
81150490,2.2962,3735.3516,8577.2695
81150529,2.2962,3764.6484,8644.5420
81150567,2.3226,3735.3516,8675.8594
81150606,2.3754,3774.4141,8965.8271
81150644,2.3226,3750.0000,8709.8818
81150683,2.3226,3774.4141,8766.5869
81150722,2.2435,3779.2969,8478.6807
81150759,2.1643,3769.5313,8158.2974
81150798,2.1115,3784.1797,7990.2441
81150836,2.2171,3764.6484,8346.4541
81150875,2.1907,3789.0625,8300.5752
81150914,2.2171,3754.8828,8324.8037
81150952,2.2171,3789.0625,8400.5820
81150991,2.1643,3754.8828,8126.5942
81151029,2.2171,3774.4141,8368.1055
81151068,2.2698,3769.5313,8556.2627
81151106,2.2171,3759.7656,8335.6289
81151144,2.2171,3769.5313,8357.2803
81151183,2.2698,3740.2344,8489.7627
81151221,2.1907,3759.7656,8236.3955
81151260,2.3490,3740.2344,8785.9180
81151298,2.2435,3779.2969,8478.6807
81151337,2.2435,3759.7656,8434.8633
81151375,2.2171,3774.4141,8368.1055
81151414,2.1907,3774.4141,8268.4854
81151453,2.1379,3754.8828,8027.4893
81151491,2.2435,3789.0625,8500.5889
81151529,2.2171,3759.7656,8335.6289
81151567,2.3490,3784.1797,8889.1475
81151606,2.2698,3759.7656,8534.0957
81151645,2.2698,3769.5313,8556.2627
81151683,2.2171,3759.7656,8335.6289
81151722,2.1643,3769.5313,8158.2974
81151760,2.2435,3779.2969,8478.6807
81151799,2.1907,3759.7656,8236.3955
81151837,2.1907,3779.2969,8279.1816
81151876,2.1115,3764.6484,7949.0039
81151915,2.0323,3798.8281,7720.3799
81151952,2.1643,3764.6484,8147.7300
81151991,2.2698,3779.2969,8578.4287
81152029,2.2171,3774.4141,8368.1055
81152068,2.2962,3769.5313,8655.7539
81152106,2.2962,3779.2969,8678.1787
81152145,2.2171,3750.0000,8313.9775
81152184,2.2435,3764.6484,8445.8174
81152222,2.2435,3750.0000,8412.9541
81152261,2.2698,3779.2969,8578.4287
81152299,2.1643,3774.4141,8168.8652
81152337,2.1643,3774.4141,8168.8652
81152376,2.1907,3779.2969,8279.1816
81152414,2.1379,3769.5313,8058.8057
81152453,2.1643,3789.0625,8200.5684
81152491,2.1907,3754.8828,8225.6982
81152530,2.1379,3803.7109,8131.8779
81152568,2.2171,3769.5313,8357.2803
81152607,2.1643,3779.2969,8179.4331
81152646,2.2171,3769.5313,8357.2803
81152684,2.2171,3754.8828,8324.8037
81152722,2.1907,3774.4141,8268.4854
81152760,2.2171,3750.0000,8313.9775
81152799,2.2962,3750.0000,8610.9053
81152837,2.2435,3750.0000,8412.9541
81152876,2.2171,3769.5313,8357.2803
81152915,2.1907,3764.6484,8247.0918
81152953,2.1907,3784.1797,8289.8779
81152992,2.0851,3774.4141,7870.0044
81153030,2.1379,3764.6484,8048.3667
81153069,2.2171,3774.4141,8368.1055
81153106,2.1379,3769.5313,8058.8057
81153145,2.1115,3798.8281,8021.1738
81153184,2.2171,3764.6484,8346.4541
81153222,2.1115,3784.1797,7990.2441
81153261,2.2435,3764.6484,8445.8174
81153299,2.1379,3754.8828,8027.4893
81153338,2.2698,3784.1797,8589.5117
81153377,2.1643,3750.0000,8116.0264
81153415,2.1379,3793.9453,8111.0000
81153454,2.1643,3745.1172,8105.4590
81153491,2.1907,3793.9453,8311.2715
81153530,2.1643,3764.6484,8147.7300
81153568,2.1379,3779.2969,8079.6836
81153607,2.2962,3769.5313,8655.7539
81153646,2.2171,3754.8828,8324.8037
81153684,2.2171,3774.4141,8368.1055
81153723,2.2962,3745.1172,8599.6934
81153761,2.2698,3798.8281,8622.7617
81153800,2.3226,3759.7656,8732.5635
81153838,2.1907,3774.4141,8268.4854
81153876,2.1643,3779.2969,8179.4331
81153915,2.1907,3769.5313,8257.7881
81153953,2.2435,3774.4141,8467.7256
81153992,2.1643,3750.0000,8116.0264
81154030,2.2435,3784.1797,8489.6348
81154069,2.1907,3750.0000,8215.0020
81154108,2.2435,3769.5313,8456.7715
81154146,2.2698,3754.8828,8523.0127
81154185,2.2171,3779.2969,8378.9307
81154223,2.1379,3764.6484,8048.3667
81154262,2.1115,3784.1797,7990.2441
81154299,2.1115,3789.0625,8000.5542
81154338,2.0851,3764.6484,7849.6421
81154377,2.2698,3774.4141,8567.3457
81154415,2.2698,3754.8828,8523.0127
81154454,2.2171,3774.4141,8368.1055
81154492,2.2171,3754.8828,8324.8037
81154531,2.2171,3789.0625,8400.5820
81154569,2.2698,3759.7656,8534.0957
81154608,2.2962,3759.7656,8633.3301
81154647,2.2435,3754.8828,8423.9082
81154684,2.3226,3745.1172,8698.5410
81154723,2.1907,3779.2969,8279.1816
81154761,2.2435,3740.2344,8391.0459
81154800,2.2962,3789.0625,8700.6025
81154839,2.1643,3750.0000,8116.0264
81154877,2.2435,3798.8281,8522.4980
81154916,2.1643,3759.7656,8137.1621
81154954,2.2171,3789.0625,8400.5820
81154993,2.1115,3769.5313,7959.3140
81155031,2.2171,3764.6484,8346.4541
81155069,2.2698,3774.4141,8567.3457
81155108,2.3226,3740.2344,8687.2002
81155146,2.2435,3784.1797,8489.6348
81155185,2.1379,3750.0000,8017.0503
81155223,2.2435,3779.2969,8478.6807
81155262,2.0851,3764.6484,7849.6421
81155300,2.1379,3774.4141,8069.2446
81155339,2.2171,3769.5313,8357.2803
81155378,2.1907,3759.7656,8236.3955
81155416,2.0851,3774.4141,7870.0044
81155454,2.1643,3754.8828,8126.5942
81155492,2.1379,3789.0625,8100.5610
81155531,2.4810,3725.5859,9243.1660
81155569,2.5074,3745.1172,9390.4707
81155608,2.5074,3730.4688,9353.7412
81155647,2.2962,3774.4141,8666.9658
81155685,2.0851,3759.7656,7839.4609
81155724,2.0059,3784.1797,7590.7319
81155762,1.8476,3823.2422,7063.6333
81155801,1.8739,3813.4766,7146.2427
81155840,1.9267,3808.5938,7338.1372
81155877,1.8212,3789.0625,6900.4780
81155916,1.7948,3833.0078,6879.3428
81155954,1.9267,3774.4141,7272.2822
81155993,1.9003,3823.2422,7265.4517
81156031,2.0059,3789.0625,7600.5264
81156070,2.0851,3784.1797,7890.3667
81156109,2.0587,3798.8281,7820.6450
81156147,2.0851,3764.6484,7849.6421
81156186,2.1907,3774.4141,8268.4854
81156224,2.1115,3754.8828,7928.3843
81156262,2.1643,3803.7109,8232.2715
81156300,2.0587,3779.2969,7780.4360
81156339,1.7420,3857.4219,6719.5376
81156378,1.2933,3837.8906,4963.4883
81156416,1.4253,3872.0703,5518.6812
81156455,1.2405,3862.3047,4791.1826
81156493,1.3197,3876.9531,5116.3335
81156532,1.4253,3872.0703,5518.6812
81156571,1.3461,3867.1875,5205.5156
81156609,1.1613,3911.1328,4542.0674
81156647,1.0293,3906.2500,4020.8972
81156685,1.0821,3920.8984,4242.9487
81156724,1.1349,3886.7188,4411.1304
81156762,0.2111,4008.7891,846.4504
81156800,0.2111,4018.5547,848.5124
81156838,0.1320,4013.6719,529.6758
81156875,0.1848,4008.7891,740.6441
81156913,0.1584,4013.6719,635.6110
81156950,0.1848,4008.7891,740.6441
81156987,0.1848,4013.6719,741.5463
81157024,0.2111,4013.6719,847.4814
81157062,0.1848,4008.7891,740.6441
81157099,0.2375,3994.1406,948.7770
81157137,0.1584,4003.9063,634.0645
81157175,0.2639,4008.7891,1058.0630
81157213,0.3431,4008.7891,1375.4819
81157252,0.2375,4008.7891,952.2567
81157288,0.1848,4013.6719,741.5463
81157326,0.1848,3999.0234,738.8398
81157363,0.2903,4013.6719,1165.2870
81157402,0.1848,4013.6719,741.5463
81157440,0.2375,4003.9063,951.0968
81157477,0.2111,4008.7891,846.4504
81157515,0.2111,4013.6719,847.4814
81157552,0.1584,4018.5547,636.3843
81157590,0.2111,3999.0234,844.3884
81157626,0.2111,4013.6719,847.4814
81157664,0.1848,4018.5547,742.4484
81157702,0.1584,4003.9063,634.0645
81157739,0.2639,4013.6719,1059.3517
81157778,0.2111,4013.6719,847.4814
81157815,0.1584,4013.6719,635.6110
81157853,0.1584,4008.7891,634.8378
81157890,0.1584,4018.5547,636.3843
81157927,0.2111,4013.6719,847.4814
81157964,0.1848,4013.6719,741.5463
81158002,0.1848,4018.5547,742.4484
81158040,0.2111,4018.5547,848.5124
81158077,0.2111,4013.6719,847.4814
81158115,0.2111,3999.0234,844.3884
81158152,0.1848,4018.5547,742.4484
81158190,0.1848,4013.6719,741.5463
81158226,0.1848,4003.9063,739.7420
81158264,0.2111,4013.6719,847.4814
81158302,0.3167,4013.6719,1271.2220
81158340,0.2903,4008.7891,1163.8693
81158379,0.1848,4018.5547,742.4484
81158416,0.1848,4028.3203,744.2526
81158454,0.1848,4018.5547,742.4484
81158491,0.2111,4003.9063,845.4194
81158529,0.1584,4008.7891,634.8378
81158566,0.3431,4018.5547,1378.8326
81158604,0.2903,4008.7891,1163.8693
81158643,0.1848,4018.5547,742.4484
81158680,0.1848,4033.2031,745.1547
81158718,0.1848,4013.6719,741.5463
81158755,0.1848,4013.6719,741.5463
81158793,0.2111,4018.5547,848.5124
81158830,0.2375,4023.4375,955.7363
81158867,0.1584,4013.6719,635.6110
81158905,0.2375,4013.6719,953.4166
81158942,0.2111,4018.5547,848.5124
81158980,0.2375,4003.9063,951.0968
